lon,lat,"poplar_yield Mt/ha"
-96.25,27.75,NA
-95.75,27.75,NA
-95.25,27.75,NA
-94.75,27.75,NA
-94.25,27.75,NA
-93.75,27.75,NA
-93.25,27.75,NA
-92.75,27.75,NA
-92.25,27.75,NA
-91.75,27.75,NA
-91.25,27.75,NA
-90.75,27.75,NA
-90.25,27.75,NA
-89.75,27.75,NA
-89.25,27.75,NA
-88.75,27.75,NA
-88.25,27.75,NA
-87.75,27.75,NA
-87.25,27.75,NA
-86.75,27.75,NA
-86.25,27.75,NA
-85.75,27.75,NA
-85.25,27.75,NA
-84.75,27.75,NA
-84.25,27.75,NA
-83.75,27.75,NA
-83.25,27.75,NA
-82.75,27.75,10.59407993
-82.25,27.75,10.65332738
-81.75,27.75,10.81538287
-81.25,27.75,10.89101358
-80.75,27.75,10.95322457
-80.25,27.75,0.012358795
-79.75,27.75,NA
-79.25,27.75,NA
-78.75,27.75,NA
-78.25,27.75,NA
-77.75,27.75,NA
-77.25,27.75,NA
-76.75,27.75,NA
-76.25,27.75,NA
-75.75,27.75,NA
-75.25,27.75,NA
-74.75,27.75,NA
-74.25,27.75,NA
-73.75,27.75,NA
-73.25,27.75,NA
-72.75,27.75,NA
-72.25,27.75,NA
-71.75,27.75,NA
-71.25,27.75,NA
-70.75,27.75,NA
-70.25,27.75,NA
-69.75,27.75,NA
-69.25,27.75,NA
-68.75,27.75,NA
-68.25,27.75,NA
-67.75,27.75,NA
-67.25,27.75,NA
-124.25,28.25,NA
-123.75,28.25,NA
-123.25,28.25,NA
-122.75,28.25,NA
-122.25,28.25,NA
-121.75,28.25,NA
-121.25,28.25,NA
-120.75,28.25,NA
-120.25,28.25,NA
-119.75,28.25,NA
-119.25,28.25,NA
-118.75,28.25,NA
-118.25,28.25,NA
-117.75,28.25,NA
-117.25,28.25,NA
-116.75,28.25,NA
-116.25,28.25,NA
-115.75,28.25,NA
-115.25,28.25,8.77286781
-114.75,28.25,NA
-114.25,28.25,8.759047335
-113.75,28.25,8.830477108
-113.25,28.25,8.592005643
-112.75,28.25,5.825408101
-112.25,28.25,NA
-111.75,28.25,NA
-111.25,28.25,2.929029124
-110.75,28.25,3.397750854
-110.25,28.25,3.108342034
-109.75,28.25,2.562277147
-109.25,28.25,5.056239537
-108.75,28.25,4.11638907
-108.25,28.25,3.620129313
-107.75,28.25,3.472184454
-107.25,28.25,2.694291472
-106.75,28.25,2.653864026
-106.25,28.25,2.77374506
-105.75,28.25,2.910609722
-105.25,28.25,6.162779331
-104.75,28.25,6.158481042
-104.25,28.25,6.270686785
-103.75,28.25,6.214367946
-103.25,28.25,4.971816937
-102.75,28.25,4.099952221
-102.25,28.25,4.117056847
-101.75,28.25,4.053956032
-101.25,28.25,4.54282999
-100.75,28.25,5.186234315
-100.25,28.25,4.239058835
-99.75,28.25,4.514301504
-99.25,28.25,6.03961059
-98.75,28.25,6.082142194
-98.25,28.25,7.577069146
-97.75,28.25,8.019224167
-97.25,28.25,8.923745871
-96.75,28.25,9.033940077
-96.25,28.25,NA
-95.75,28.25,NA
-95.25,28.25,NA
-94.75,28.25,NA
-94.25,28.25,NA
-93.75,28.25,NA
-93.25,28.25,NA
-92.75,28.25,NA
-92.25,28.25,NA
-91.75,28.25,NA
-91.25,28.25,NA
-90.75,28.25,NA
-90.25,28.25,NA
-89.75,28.25,NA
-89.25,28.25,NA
-88.75,28.25,NA
-88.25,28.25,NA
-87.75,28.25,NA
-87.25,28.25,NA
-86.75,28.25,NA
-86.25,28.25,NA
-85.75,28.25,NA
-85.25,28.25,NA
-84.75,28.25,NA
-84.25,28.25,NA
-83.75,28.25,NA
-83.25,28.25,NA
-82.75,28.25,11.10653032
-82.25,28.25,11.08407562
-81.75,28.25,11.23776999
-81.25,28.25,11.16595095
-80.75,28.25,11.1133712
-80.25,28.25,NA
-79.75,28.25,NA
-79.25,28.25,NA
-78.75,28.25,NA
-78.25,28.25,NA
-77.75,28.25,NA
-77.25,28.25,NA
-76.75,28.25,NA
-76.25,28.25,NA
-75.75,28.25,NA
-75.25,28.25,NA
-74.75,28.25,NA
-74.25,28.25,NA
-73.75,28.25,NA
-73.25,28.25,NA
-72.75,28.25,NA
-72.25,28.25,NA
-71.75,28.25,NA
-71.25,28.25,NA
-70.75,28.25,NA
-70.25,28.25,NA
-69.75,28.25,NA
-69.25,28.25,NA
-68.75,28.25,NA
-68.25,28.25,NA
-67.75,28.25,NA
-67.25,28.25,NA
-124.25,28.75,NA
-123.75,28.75,NA
-123.25,28.75,NA
-122.75,28.75,NA
-122.25,28.75,NA
-121.75,28.75,NA
-121.25,28.75,NA
-120.75,28.75,NA
-120.25,28.75,NA
-119.75,28.75,NA
-119.25,28.75,NA
-118.75,28.75,NA
-118.25,28.75,NA
-117.75,28.75,NA
-117.25,28.75,NA
-116.75,28.75,NA
-116.25,28.75,NA
-115.75,28.75,NA
-115.25,28.75,NA
-114.75,28.75,NA
-114.25,28.75,8.819461302
-113.75,28.75,8.764205412
-113.25,28.75,8.545219248
-112.75,28.75,NA
-112.25,28.75,4.273412568
-111.75,28.75,2.30465591
-111.25,28.75,2.740869721
-110.75,28.75,4.217291219
-110.25,28.75,4.171675614
-109.75,28.75,3.361861229
-109.25,28.75,3.230370998
-108.75,28.75,3.179042339
-108.25,28.75,3.275398186
-107.75,28.75,3.121713911
-107.25,28.75,2.928184986
-106.75,28.75,2.661754787
-106.25,28.75,2.693921924
-105.75,28.75,2.738256156
-105.25,28.75,5.817645391
-104.75,28.75,5.758854946
-104.25,28.75,5.805931091
-103.75,28.75,5.766398509
-103.25,28.75,5.076301893
-102.75,28.75,5.710511605
-102.25,28.75,3.905530691
-101.75,28.75,3.784519672
-101.25,28.75,4.726457596
-100.75,28.75,4.409343515
-100.25,28.75,4.759659427
-99.75,28.75,5.991653034
-99.25,28.75,6.787197249
-98.75,28.75,7.360799653
-98.25,28.75,8.016961217
-97.75,28.75,10.44092735
-97.25,28.75,10.5602684
-96.75,28.75,10.60724974
-96.25,28.75,9.76444602
-95.75,28.75,8.923733234
-95.25,28.75,9.046129227
-94.75,28.75,NA
-94.25,28.75,NA
-93.75,28.75,NA
-93.25,28.75,NA
-92.75,28.75,NA
-92.25,28.75,NA
-91.75,28.75,NA
-91.25,28.75,NA
-90.75,28.75,NA
-90.25,28.75,NA
-89.75,28.75,NA
-89.25,28.75,NA
-88.75,28.75,NA
-88.25,28.75,NA
-87.75,28.75,NA
-87.25,28.75,NA
-86.75,28.75,NA
-86.25,28.75,NA
-85.75,28.75,NA
-85.25,28.75,NA
-84.75,28.75,NA
-84.25,28.75,NA
-83.75,28.75,NA
-83.25,28.75,NA
-82.75,28.75,11.5350966
-82.25,28.75,10.22173058
-81.75,28.75,11.54921488
-81.25,28.75,9.830560034
-80.75,28.75,9.620508497
-80.25,28.75,NA
-79.75,28.75,NA
-79.25,28.75,NA
-78.75,28.75,NA
-78.25,28.75,NA
-77.75,28.75,NA
-77.25,28.75,NA
-76.75,28.75,NA
-76.25,28.75,NA
-75.75,28.75,NA
-75.25,28.75,NA
-74.75,28.75,NA
-74.25,28.75,NA
-73.75,28.75,NA
-73.25,28.75,NA
-72.75,28.75,NA
-72.25,28.75,NA
-71.75,28.75,NA
-71.25,28.75,NA
-70.75,28.75,NA
-70.25,28.75,NA
-69.75,28.75,NA
-69.25,28.75,NA
-68.75,28.75,NA
-68.25,28.75,NA
-67.75,28.75,NA
-67.25,28.75,NA
-124.25,29.25,NA
-123.75,29.25,NA
-123.25,29.25,NA
-122.75,29.25,NA
-122.25,29.25,NA
-121.75,29.25,NA
-121.25,29.25,NA
-120.75,29.25,NA
-120.25,29.25,NA
-119.75,29.25,NA
-119.25,29.25,NA
-118.75,29.25,NA
-118.25,29.25,9.560976744
-117.75,29.25,NA
-117.25,29.25,NA
-116.75,29.25,NA
-116.25,29.25,NA
-115.75,29.25,NA
-115.25,29.25,8.775710193
-114.75,29.25,8.805932132
-114.25,29.25,8.509158221
-113.75,29.25,8.121324019
-113.25,29.25,6.277867317
-112.75,29.25,NA
-112.25,29.25,5.611342788
-111.75,29.25,3.041937828
-111.25,29.25,4.520565442
-110.75,29.25,6.644215584
-110.25,29.25,6.497389078
-109.75,29.25,4.43469899
-109.25,29.25,3.584449291
-108.75,29.25,3.41734314
-108.25,29.25,3.59129405
-107.75,29.25,3.924288409
-107.25,29.25,3.623953887
-106.75,29.25,2.705039978
-106.25,29.25,2.770188093
-105.75,29.25,5.972151756
-105.25,29.25,5.968833764
-104.75,29.25,5.915055672
-104.25,29.25,2.784859836
-103.75,29.25,2.908382714
-103.25,29.25,2.968763411
-102.75,29.25,3.817267656
-102.25,29.25,4.184113503
-101.75,29.25,4.696314335
-101.25,29.25,5.423002584
-100.75,29.25,5.101201875
-100.25,29.25,4.928344999
-99.75,29.25,5.833106722
-99.25,29.25,7.053692681
-98.75,29.25,6.370900699
-98.25,29.25,7.261465618
-97.75,29.25,8.330669999
-97.25,29.25,8.254608154
-96.75,29.25,9.069383621
-96.25,29.25,8.415534019
-95.75,29.25,7.80505228
-95.25,29.25,8.440896988
-94.75,29.25,9.594724443
-94.25,29.25,NA
-93.75,29.25,NA
-93.25,29.25,NA
-92.75,29.25,NA
-92.25,29.25,NA
-91.75,29.25,NA
-91.25,29.25,11.82082046
-90.75,29.25,11.87997233
-90.25,29.25,11.28910939
-89.75,29.25,NA
-89.25,29.25,NA
-88.75,29.25,NA
-88.25,29.25,NA
-87.75,29.25,NA
-87.25,29.25,NA
-86.75,29.25,NA
-86.25,29.25,NA
-85.75,29.25,NA
-85.25,29.25,NA
-84.75,29.25,NA
-84.25,29.25,NA
-83.75,29.25,NA
-83.25,29.25,9.582229094
-82.75,29.25,9.608734738
-82.25,29.25,10.4325754
-81.75,29.25,10.11003516
-81.25,29.25,9.589920911
-80.75,29.25,9.95724483
-80.25,29.25,NA
-79.75,29.25,NA
-79.25,29.25,NA
-78.75,29.25,NA
-78.25,29.25,NA
-77.75,29.25,NA
-77.25,29.25,NA
-76.75,29.25,NA
-76.25,29.25,NA
-75.75,29.25,NA
-75.25,29.25,NA
-74.75,29.25,NA
-74.25,29.25,NA
-73.75,29.25,NA
-73.25,29.25,NA
-72.75,29.25,NA
-72.25,29.25,NA
-71.75,29.25,NA
-71.25,29.25,NA
-70.75,29.25,NA
-70.25,29.25,NA
-69.75,29.25,NA
-69.25,29.25,NA
-68.75,29.25,NA
-68.25,29.25,NA
-67.75,29.25,NA
-67.25,29.25,NA
-124.25,29.75,NA
-123.75,29.75,NA
-123.25,29.75,NA
-122.75,29.75,NA
-122.25,29.75,NA
-121.75,29.75,NA
-121.25,29.75,NA
-120.75,29.75,NA
-120.25,29.75,NA
-119.75,29.75,NA
-119.25,29.75,NA
-118.75,29.75,NA
-118.25,29.75,NA
-117.75,29.75,NA
-117.25,29.75,NA
-116.75,29.75,NA
-116.25,29.75,NA
-115.75,29.75,8.792771426
-115.25,29.75,7.281181162
-114.75,29.75,8.872057308
-114.25,29.75,8.715456182
-113.75,29.75,NA
-113.25,29.75,NA
-112.75,29.75,4.03571231
-112.25,29.75,4.114301205
-111.75,29.75,6.058350139
-111.25,29.75,8.351557472
-110.75,29.75,7.704833508
-110.25,29.75,6.184267131
-109.75,29.75,5.470647812
-109.25,29.75,2.952853918
-108.75,29.75,3.168401718
-108.25,29.75,2.761579752
-107.75,29.75,3.525315693
-107.25,29.75,3.174771581
-106.75,29.75,6.083089284
-106.25,29.75,5.954556465
-105.75,29.75,5.80654553
-105.25,29.75,5.565129689
-104.75,29.75,2.576421499
-104.25,29.75,2.93354954
-103.75,29.75,2.76370883
-103.25,29.75,2.827907205
-102.75,29.75,2.894587517
-102.25,29.75,3.70065546
-101.75,29.75,4.050620965
-101.25,29.75,4.980378832
-100.75,29.75,4.961312498
-100.25,29.75,5.229880469
-99.75,29.75,6.939971788
-99.25,29.75,7.262357984
-98.75,29.75,7.229813167
-98.25,29.75,7.180147171
-97.75,29.75,7.768199444
-97.25,29.75,6.708300454
-96.75,29.75,7.09559536
-96.25,29.75,6.392020702
-95.75,29.75,6.819633908
-95.25,29.75,8.655251503
-94.75,29.75,9.548925638
-94.25,29.75,10.12419891
-93.75,29.75,10.29492961
-93.25,29.75,11.47161855
-92.75,29.75,11.72095723
-92.25,29.75,11.74532149
-91.75,29.75,11.77953455
-91.25,29.75,11.49025864
-90.75,29.75,11.49668852
-90.25,29.75,11.88738876
-89.75,29.75,11.95362416
-89.25,29.75,NA
-88.75,29.75,NA
-88.25,29.75,NA
-87.75,29.75,NA
-87.25,29.75,NA
-86.75,29.75,NA
-86.25,29.75,NA
-85.75,29.75,NA
-85.25,29.75,6.063984524
-84.75,29.75,5.827859532
-84.25,29.75,NA
-83.75,29.75,6.28950986
-83.25,29.75,6.694920063
-82.75,29.75,6.790225506
-82.25,29.75,10.09896365
-81.75,29.75,7.696937214
-81.25,29.75,6.684495211
-80.75,29.75,NA
-80.25,29.75,NA
-79.75,29.75,NA
-79.25,29.75,NA
-78.75,29.75,NA
-78.25,29.75,NA
-77.75,29.75,NA
-77.25,29.75,NA
-76.75,29.75,NA
-76.25,29.75,NA
-75.75,29.75,NA
-75.25,29.75,NA
-74.75,29.75,NA
-74.25,29.75,NA
-73.75,29.75,NA
-73.25,29.75,NA
-72.75,29.75,NA
-72.25,29.75,NA
-71.75,29.75,NA
-71.25,29.75,NA
-70.75,29.75,NA
-70.25,29.75,NA
-69.75,29.75,NA
-69.25,29.75,NA
-68.75,29.75,NA
-68.25,29.75,NA
-67.75,29.75,NA
-67.25,29.75,NA
-124.25,30.25,NA
-123.75,30.25,NA
-123.25,30.25,NA
-122.75,30.25,NA
-122.25,30.25,NA
-121.75,30.25,NA
-121.25,30.25,NA
-120.75,30.25,NA
-120.25,30.25,NA
-119.75,30.25,NA
-119.25,30.25,NA
-118.75,30.25,NA
-118.25,30.25,NA
-117.75,30.25,NA
-117.25,30.25,NA
-116.75,30.25,NA
-116.25,30.25,NA
-115.75,30.25,8.525462584
-115.25,30.25,7.159232226
-114.75,30.25,7.368647575
-114.25,30.25,NA
-113.75,30.25,NA
-113.25,30.25,NA
-112.75,30.25,2.82371538
-112.25,30.25,3.649045399
-111.75,30.25,6.787867113
-111.25,30.25,8.588850715
-110.75,30.25,7.706213864
-110.25,30.25,7.369433316
-109.75,30.25,6.431309527
-109.25,30.25,3.698251724
-108.75,30.25,3.096856117
-108.25,30.25,3.304420948
-107.75,30.25,6.449328065
-107.25,30.25,4.999696527
-106.75,30.25,6.471210888
-106.25,30.25,5.990750449
-105.75,30.25,5.647431442
-105.25,30.25,5.592428843
-104.75,30.25,2.424680144
-104.25,30.25,3.287606921
-103.75,30.25,2.919690013
-103.25,30.25,2.381083071
-102.75,30.25,2.797214985
-102.25,30.25,2.942231596
-101.75,30.25,2.933034301
-101.25,30.25,2.418648005
-100.75,30.25,4.860110964
-100.25,30.25,5.32761131
-99.75,30.25,6.737547602
-99.25,30.25,6.902783258
-98.75,30.25,6.945870944
-98.25,30.25,7.333424432
-97.75,30.25,6.125020981
-97.25,30.25,6.740742411
-96.75,30.25,6.789147377
-96.25,30.25,6.731144905
-95.75,30.25,7.361799876
-95.25,30.25,9.157322168
-94.75,30.25,9.638584852
-94.25,30.25,9.531278133
-93.75,30.25,9.882143497
-93.25,30.25,10.95919821
-92.75,30.25,11.54717816
-92.25,30.25,11.6388554
-91.75,30.25,11.69812997
-91.25,30.25,11.57943461
-90.75,30.25,11.37977733
-90.25,30.25,11.23484797
-89.75,30.25,11.35495848
-89.25,30.25,11.34632958
-88.75,30.25,11.53832489
-88.25,30.25,10.77996492
-87.75,30.25,10.07254812
-87.25,30.25,10.52622689
-86.75,30.25,0.952564478
-86.25,30.25,1.43022577
-85.75,30.25,10.27161165
-85.25,30.25,10.25404258
-84.75,30.25,11.62273248
-84.25,30.25,9.768986702
-83.75,30.25,9.301317388
-83.25,30.25,6.355587136
-82.75,30.25,7.221806645
-82.25,30.25,7.535767555
-81.75,30.25,7.180833817
-81.25,30.25,3.764352798
-80.75,30.25,NA
-80.25,30.25,NA
-79.75,30.25,NA
-79.25,30.25,NA
-78.75,30.25,NA
-78.25,30.25,NA
-77.75,30.25,NA
-77.25,30.25,NA
-76.75,30.25,NA
-76.25,30.25,NA
-75.75,30.25,NA
-75.25,30.25,NA
-74.75,30.25,NA
-74.25,30.25,NA
-73.75,30.25,NA
-73.25,30.25,NA
-72.75,30.25,NA
-72.25,30.25,NA
-71.75,30.25,NA
-71.25,30.25,NA
-70.75,30.25,NA
-70.25,30.25,NA
-69.75,30.25,NA
-69.25,30.25,NA
-68.75,30.25,NA
-68.25,30.25,NA
-67.75,30.25,NA
-67.25,30.25,NA
-124.25,30.75,NA
-123.75,30.75,NA
-123.25,30.75,NA
-122.75,30.75,NA
-122.25,30.75,NA
-121.75,30.75,NA
-121.25,30.75,NA
-120.75,30.75,NA
-120.25,30.75,NA
-119.75,30.75,NA
-119.25,30.75,NA
-118.75,30.75,NA
-118.25,30.75,NA
-117.75,30.75,NA
-117.25,30.75,NA
-116.75,30.75,NA
-116.25,30.75,8.656507068
-115.75,30.75,8.874816028
-115.25,30.75,6.987984397
-114.75,30.75,7.715973421
-114.25,30.75,NA
-113.75,30.75,NA
