lon,lat,"poplar_yield Mt/ha"
-113.25,30.75,3.767643997
-112.75,30.75,3.228573459
-112.25,30.75,3.414717197
-111.75,30.75,5.352281502
-111.25,30.75,9.657069336
-110.75,30.75,8.772724325
-110.25,30.75,8.474603133
-109.75,30.75,6.654598063
-109.25,30.75,5.149530835
-108.75,30.75,2.834530592
-108.25,30.75,2.571928263
-107.75,30.75,3.675492048
-107.25,30.75,7.778748936
-106.75,30.75,5.448417664
-106.25,30.75,5.5788366
-105.75,30.75,5.528153578
-105.25,30.75,2.465289086
-104.75,30.75,2.31333971
-104.25,30.75,6.722456387
-103.75,30.75,4.2175654
-103.25,30.75,6.395902634
-102.75,30.75,2.302957028
-102.25,30.75,2.299677432
-101.75,30.75,2.344122529
-101.25,30.75,2.581933439
-100.75,30.75,3.553095886
-100.25,30.75,4.698389598
-99.75,30.75,4.750867231
-99.25,30.75,5.077384881
-98.75,30.75,5.094695091
-98.25,30.75,6.874496596
-97.75,30.75,7.330024583
-97.25,30.75,7.78892449
-96.75,30.75,8.323109491
-96.25,30.75,7.24303627
-95.75,30.75,8.73026371
-95.25,30.75,8.972307682
-94.75,30.75,9.828596549
-94.25,30.75,10.03515135
-93.75,30.75,11.50454879
-93.25,30.75,11.55830542
-92.75,30.75,11.71484735
-92.25,30.75,11.88386705
-91.75,30.75,11.71565957
-91.25,30.75,11.90293524
-90.75,30.75,11.98724217
-90.25,30.75,11.80102507
-89.75,30.75,11.63829698
-89.25,30.75,11.62910091
-88.75,30.75,11.56626436
-88.25,30.75,11.45943324
-87.75,30.75,11.61996577
-87.25,30.75,11.5003607
-86.75,30.75,0.937527195
-86.25,30.75,0.916686878
-85.75,30.75,7.41104126
-85.25,30.75,12.00557444
-84.75,30.75,11.68506887
-84.25,30.75,11.78039604
-83.75,30.75,7.740837336
-83.25,30.75,7.883512974
-82.75,30.75,8.007457256
-82.25,30.75,8.204606175
-81.75,30.75,5.664459467
-81.25,30.75,NA
-80.75,30.75,NA
-80.25,30.75,NA
-79.75,30.75,NA
-79.25,30.75,NA
-78.75,30.75,NA
-78.25,30.75,NA
-77.75,30.75,NA
-77.25,30.75,NA
-76.75,30.75,NA
-76.25,30.75,NA
-75.75,30.75,NA
-75.25,30.75,NA
-74.75,30.75,NA
-74.25,30.75,NA
-73.75,30.75,NA
-73.25,30.75,NA
-72.75,30.75,NA
-72.25,30.75,NA
-71.75,30.75,NA
-71.25,30.75,NA
-70.75,30.75,NA
-70.25,30.75,NA
-69.75,30.75,NA
-69.25,30.75,NA
-68.75,30.75,NA
-68.25,30.75,NA
-67.75,30.75,NA
-67.25,30.75,NA
-124.25,31.25,NA
-123.75,31.25,NA
-123.25,31.25,NA
-122.75,31.25,NA
-122.25,31.25,NA
-121.75,31.25,NA
-121.25,31.25,NA
-120.75,31.25,NA
-120.25,31.25,NA
-119.75,31.25,NA
-119.25,31.25,NA
-118.75,31.25,NA
-118.25,31.25,NA
-117.75,31.25,NA
-117.25,31.25,NA
-116.75,31.25,NA
-116.25,31.25,6.932942527
-115.75,31.25,7.164529694
-115.25,31.25,8.171713569
-114.75,31.25,5.567252419
-114.25,31.25,NA
-113.75,31.25,2.776317
-113.25,31.25,2.753417293
-112.75,31.25,3.251140833
-112.25,31.25,3.556525946
-111.75,31.25,3.988129139
-111.25,31.25,6.523942266
-110.75,31.25,9.22851129
-110.25,31.25,8.45374012
-109.75,31.25,5.88623437
-109.25,31.25,5.651890278
-108.75,31.25,3.238581896
-108.25,31.25,3.041470766
-107.75,31.25,3.601338625
-107.25,31.25,3.329438823
-106.75,31.25,5.574118296
-106.25,31.25,5.780734221
-105.75,31.25,2.458256781
-105.25,31.25,2.395665199
-104.75,31.25,2.372522801
-104.25,31.25,2.724210918
-103.75,31.25,6.079575675
-103.25,31.25,5.041363239
-102.75,31.25,4.838705858
-102.25,31.25,4.776569208
-101.75,31.25,5.075128476
-101.25,31.25,2.546126246
-100.75,31.25,2.634278706
-100.25,31.25,3.476002898
-99.75,31.25,2.375467569
-99.25,31.25,3.656714984
-98.75,31.25,5.387215955
-98.25,31.25,5.857257843
-97.75,31.25,5.930338436
-97.25,31.25,6.503838963
-96.75,31.25,6.342630386
-96.25,31.25,6.757997785
-95.75,31.25,7.907930374
-95.25,31.25,8.780257225
-94.75,31.25,10.28658065
-94.25,31.25,11.31308361
-93.75,31.25,11.79440022
-93.25,31.25,11.89479637
-92.75,31.25,11.89659754
-92.25,31.25,11.91297531
-91.75,31.25,11.74845587
-91.25,31.25,11.83805148
-90.75,31.25,11.96272956
-90.25,31.25,11.88841661
-89.75,31.25,11.88128789
-89.25,31.25,11.83914608
-88.75,31.25,11.60198
-88.25,31.25,11.67158074
-87.75,31.25,9.855234226
-87.25,31.25,0.944764391
-86.75,31.25,0.891125947
-86.25,31.25,0.878163874
-85.75,31.25,0.838395581
-85.25,31.25,11.31252925
-84.75,31.25,11.37205601
-84.25,31.25,0.865582228
-83.75,31.25,0.785697699
-83.25,31.25,3.960890505
-82.75,31.25,7.839051485
-82.25,31.25,7.600402832
-81.75,31.25,5.461444259
-81.25,31.25,5.523203611
-80.75,31.25,NA
-80.25,31.25,NA
-79.75,31.25,NA
-79.25,31.25,NA
-78.75,31.25,NA
-78.25,31.25,NA
-77.75,31.25,NA
-77.25,31.25,NA
-76.75,31.25,NA
-76.25,31.25,NA
-75.75,31.25,NA
-75.25,31.25,NA
-74.75,31.25,NA
-74.25,31.25,NA
-73.75,31.25,NA
-73.25,31.25,NA
-72.75,31.25,NA
-72.25,31.25,NA
-71.75,31.25,NA
-71.25,31.25,NA
-70.75,31.25,NA
-70.25,31.25,NA
-69.75,31.25,NA
-69.25,31.25,NA
-68.75,31.25,NA
-68.25,31.25,NA
-67.75,31.25,NA
-67.25,31.25,NA
-124.25,31.75,NA
-123.75,31.75,NA
-123.25,31.75,NA
-122.75,31.75,NA
-122.25,31.75,NA
-121.75,31.75,NA
-121.25,31.75,NA
-120.75,31.75,NA
-120.25,31.75,NA
-119.75,31.75,NA
-119.25,31.75,NA
-118.75,31.75,NA
-118.25,31.75,NA
-117.75,31.75,NA
-117.25,31.75,NA
-116.75,31.75,3.702220678
-116.25,31.75,4.78137056
-115.75,31.75,3.515983105
-115.25,31.75,3.506209612
-114.75,31.75,3.783011198
-114.25,31.75,3.400657415
-113.75,31.75,2.833014011
-113.25,31.75,2.297465056
-112.75,31.75,2.820234299
-112.25,31.75,3.919400692
-111.75,31.75,5.260651509
-111.25,31.75,5.877970287
-110.75,31.75,5.930661678
-110.25,31.75,4.480825492
-109.75,31.75,3.358420644
-109.25,31.75,4.647516864
-108.75,31.75,3.016542912
-108.25,31.75,2.496092916
-107.75,31.75,3.111646891
-107.25,31.75,4.325622718
-106.75,31.75,5.278179248
-106.25,31.75,5.454659065
-105.75,31.75,5.410612424
-105.25,31.75,4.612196684
-104.75,31.75,4.922771056
-104.25,31.75,5.380170345
-103.75,31.75,5.694777966
-103.25,31.75,5.39031744
-102.75,31.75,4.243053913
-102.25,31.75,4.253110886
-101.75,31.75,5.296583176
-101.25,31.75,3.007894754
-100.75,31.75,3.170124803
-100.25,31.75,2.965284288
-99.75,31.75,3.528664112
-99.25,31.75,4.274317537
-98.75,31.75,5.146577358
-98.25,31.75,5.402580329
-97.75,31.75,5.021843314
-97.25,31.75,5.355689526
-96.75,31.75,7.250195609
-96.25,31.75,8.335536548
-95.75,31.75,9.748802185
-95.25,31.75,9.275109053
-94.75,31.75,11.04983854
-94.25,31.75,11.50596672
-93.75,31.75,11.74398157
-93.25,31.75,11.83226956
-92.75,31.75,11.90842417
-92.25,31.75,11.82598803
-91.75,31.75,11.70058091
-91.25,31.75,11.76144441
-90.75,31.75,11.80599319
-90.25,31.75,11.82584021
-89.75,31.75,11.83586015
-89.25,31.75,11.83238665
-88.75,31.75,11.79804431
-88.25,31.75,10.25424242
-87.75,31.75,0.815631449
-87.25,31.75,0.849464312
-86.75,31.75,4.539972652
-86.25,31.75,5.330741189
-85.75,31.75,8.229934519
-85.25,31.75,0.814166218
-84.75,31.75,11.25070333
-84.25,31.75,8.106864691
-83.75,31.75,9.878873825
-83.25,31.75,8.375308947
-82.75,31.75,9.267445087
-82.25,31.75,6.13579154
-81.75,31.75,7.575663328
-81.25,31.75,6.919608712
-80.75,31.75,NA
-80.25,31.75,NA
-79.75,31.75,NA
-79.25,31.75,NA
-78.75,31.75,NA
-78.25,31.75,NA
-77.75,31.75,NA
-77.25,31.75,NA
-76.75,31.75,NA
-76.25,31.75,NA
-75.75,31.75,NA
-75.25,31.75,NA
-74.75,31.75,NA
-74.25,31.75,NA
-73.75,31.75,NA
-73.25,31.75,NA
-72.75,31.75,NA
-72.25,31.75,NA
-71.75,31.75,NA
-71.25,31.75,NA
-70.75,31.75,NA
-70.25,31.75,NA
-69.75,31.75,NA
-69.25,31.75,NA
-68.75,31.75,NA
-68.25,31.75,NA
-67.75,31.75,NA
-67.25,31.75,NA
-124.25,32.25,NA
-123.75,32.25,NA
-123.25,32.25,NA
-122.75,32.25,NA
-122.25,32.25,NA
-121.75,32.25,NA
-121.25,32.25,NA
-120.75,32.25,NA
-120.25,32.25,NA
-119.75,32.25,NA
-119.25,32.25,NA
-118.75,32.25,NA
-118.25,32.25,NA
-117.75,32.25,NA
-117.25,32.25,3.689228773
-116.75,32.25,3.581636429
-116.25,32.25,2.22029388
-115.75,32.25,1.689062566
-115.25,32.25,1.631379575
-114.75,32.25,2.02233243
-114.25,32.25,1.468166232
-113.75,32.25,2.256236821
-113.25,32.25,2.93000102
-112.75,32.25,3.225249529
-112.25,32.25,3.848255157
-111.75,32.25,4.387831291
-111.25,32.25,4.365247885
-110.75,32.25,6.539878845
-110.25,32.25,3.9250501
-109.75,32.25,3.541811705
-109.25,32.25,4.093589102
-108.75,32.25,3.12045145
-108.25,32.25,2.571552992
-107.75,32.25,2.937050343
-107.25,32.25,4.091953754
-106.75,32.25,4.267027855
-106.25,32.25,5.730511347
-105.75,32.25,5.683577458
-105.25,32.25,5.033861796
-104.75,32.25,2.679712772
-104.25,32.25,5.181240638
-103.75,32.25,5.442436934
-103.25,32.25,4.877498627
-102.75,32.25,4.669831276
-102.25,32.25,4.88846302
-101.75,32.25,4.872772694
-101.25,32.25,5.426406179
-100.75,32.25,6.367074421
-100.25,32.25,5.495846612
-99.75,32.25,3.717339379
-99.25,32.25,5.270981448
-98.75,32.25,6.008469037
-98.25,32.25,6.639182227
-97.75,32.25,6.505376697
-97.25,32.25,6.012895107
-96.75,32.25,7.576463819
-96.25,32.25,8.536322912
-95.75,32.25,8.943814278
-95.25,32.25,9.607139164
-94.75,32.25,9.935479694
-94.25,32.25,10.59235321
-93.75,32.25,11.22601112
-93.25,32.25,11.90527851
-92.75,32.25,11.71755661
-92.25,32.25,11.57955503
-91.75,32.25,11.81429121
-91.25,32.25,11.5822543
-90.75,32.25,11.44800981
-90.25,32.25,11.33212619
-89.75,32.25,11.6896162
-89.25,32.25,10.83922219
-88.75,32.25,10.79589389
-88.25,32.25,10.71360068
-87.75,32.25,10.38266685
-87.25,32.25,0.874462947
-86.75,32.25,2.485753298
-86.25,32.25,5.863130309
-85.75,32.25,0.85863553
-85.25,32.25,0.811095312
-84.75,32.25,4.812725782
-84.25,32.25,4.437761903
-83.75,32.25,5.595724908
-83.25,32.25,4.622223112
-82.75,32.25,1.588102182
-82.25,32.25,4.787465822
-81.75,32.25,5.569836443
-81.25,32.25,7.928863222
-80.75,32.25,6.06333375
-80.25,32.25,NA
-79.75,32.25,NA
-79.25,32.25,NA
-78.75,32.25,NA
-78.25,32.25,NA
-77.75,32.25,NA
-77.25,32.25,NA
-76.75,32.25,NA
-76.25,32.25,NA
-75.75,32.25,NA
-75.25,32.25,NA
-74.75,32.25,NA
-74.25,32.25,NA
-73.75,32.25,NA
-73.25,32.25,NA
-72.75,32.25,NA
-72.25,32.25,NA
-71.75,32.25,NA
-71.25,32.25,NA
-70.75,32.25,NA
-70.25,32.25,NA
-69.75,32.25,NA
-69.25,32.25,NA
-68.75,32.25,NA
-68.25,32.25,NA
-67.75,32.25,NA
-67.25,32.25,NA
-124.25,32.75,NA
-123.75,32.75,NA
-123.25,32.75,NA
-122.75,32.75,NA
-122.25,32.75,NA
-121.75,32.75,NA
-121.25,32.75,NA
-120.75,32.75,NA
-120.25,32.75,NA
-119.75,32.75,NA
-119.25,32.75,NA
-118.75,32.75,NA
-118.25,32.75,NA
-117.75,32.75,NA
-117.25,32.75,3.770968914
-116.75,32.75,3.602028847
-116.25,32.75,3.611106157
-115.75,32.75,2.348536551
-115.25,32.75,2.311024964
-114.75,32.75,1.251595318
-114.25,32.75,3.637768269
-113.75,32.75,2.356802702
-113.25,32.75,2.215446085
-112.75,32.75,3.566107273
-112.25,32.75,3.569642782
-111.75,32.75,4.506177505
-111.25,32.75,3.094335318
-110.75,32.75,3.924895128
-110.25,32.75,2.845019817
-109.75,32.75,3.141599178
-109.25,32.75,3.00517416
-108.75,32.75,2.929751635
-108.25,32.75,3.027906179
-107.75,32.75,3.006303549
-107.25,32.75,3.892393351
-106.75,32.75,3.069036484
-106.25,32.75,4.459369183
-105.75,32.75,5.327320496
-105.25,32.75,2.920044959
-104.75,32.75,2.801398039
-104.25,32.75,4.667153835
-103.75,32.75,4.618314266
-103.25,32.75,2.776429057
-102.75,32.75,4.879703045
-102.25,32.75,5.010103226
-101.75,32.75,5.706903934
-101.25,32.75,7.710345132
-100.75,32.75,6.178005763
-100.25,32.75,3.820565087
-99.75,32.75,8.817926134
-99.25,32.75,7.601143973
-98.75,32.75,7.903503009
-98.25,32.75,8.268748692
-97.75,32.75,6.21606138
-97.25,32.75,6.352446874
-96.75,32.75,6.276158757
-96.25,32.75,6.736617618
-95.75,32.75,0.752115548
-95.25,32.75,0.759849697
-94.75,32.75,0.750771314
-94.25,32.75,0.747294873
-93.75,32.75,11.56590727
-93.25,32.75,11.72653092
-92.75,32.75,11.31162114
-92.25,32.75,9.930715084
-91.75,32.75,10.86619483
-91.25,32.75,11.43264453
-90.75,32.75,11.12740331
-90.25,32.75,11.71930684
-89.75,32.75,10.98705617
-89.25,32.75,10.80850124
-88.75,32.75,11.14911344
-88.25,32.75,10.71666544
-87.75,32.75,0.772939697
-87.25,32.75,2.854461372
-86.75,32.75,4.099820636
-86.25,32.75,5.815899155
-85.75,32.75,0.824080706
-85.25,32.75,0.791295916
-84.75,32.75,0.803507417
-84.25,32.75,4.921958013
-83.75,32.75,4.560475647
-83.25,32.75,4.842148721
-82.75,32.75,0.604331829
-82.25,32.75,0.70490934
-81.75,32.75,5.898825039
-81.25,32.75,6.787763292
-80.75,32.75,6.731925964
-80.25,32.75,7.432367151
-79.75,32.75,8.282571435
-79.25,32.75,NA
-78.75,32.75,NA
-78.25,32.75,NA
-77.75,32.75,NA
-77.25,32.75,NA
-76.75,32.75,NA
-76.25,32.75,NA
-75.75,32.75,NA
-75.25,32.75,NA
-74.75,32.75,NA
-74.25,32.75,NA
-73.75,32.75,NA
-73.25,32.75,NA
-72.75,32.75,NA
-72.25,32.75,NA
-71.75,32.75,NA
-71.25,32.75,NA
-70.75,32.75,NA
-70.25,32.75,NA
-69.75,32.75,NA
-69.25,32.75,NA
-68.75,32.75,NA
-68.25,32.75,NA
-67.75,32.75,NA
-67.25,32.75,NA
-124.25,33.25,NA
-123.75,33.25,NA
-123.25,33.25,NA
-122.75,33.25,NA
-122.25,33.25,NA
-121.75,33.25,NA
-121.25,33.25,NA
-120.75,33.25,NA
-120.25,33.25,NA
-119.75,33.25,NA
-119.25,33.25,NA
-118.75,33.25,NA
-118.25,33.25,3.156201601
-117.75,33.25,3.182418108
-117.25,33.25,3.354608297
-116.75,33.25,2.548453808
-116.25,33.25,3.757901669
-115.75,33.25,3.333579063
-115.25,33.25,3.324791908
-114.75,33.25,3.457831383
-114.25,33.25,3.515935659
-113.75,33.25,3.387260437
-113.25,33.25,2.240346968
-112.75,33.25,1.814720929
-112.25,33.25,3.037758112
-111.75,33.25,4.47779383
-111.25,33.25,3.484799862
-110.75,33.25,3.370132446
-110.25,33.25,3.253185987
-109.75,33.25,3.204637051
-109.25,33.25,3.14963913
-108.75,33.25,3.085480452
-108.25,33.25,2.409929037
-107.75,33.25,2.921983004
-107.25,33.25,4.178068638
-106.75,33.25,3.521339893
-106.25,33.25,5.43591102
-105.75,33.25,3.860521078
-105.25,33.25,2.9439345
-104.75,33.25,2.854916453
-104.25,33.25,5.361320972
-103.75,33.25,4.953073978
-103.25,33.25,3.082596064
-102.75,33.25,5.357299805
-102.25,33.25,5.514677525
-101.75,33.25,5.585950851
-101.25,33.25,6.176201275
-100.75,33.25,4.310678073
-100.25,33.25,5.261906556
-99.75,33.25,7.27765492
-99.25,33.25,6.166261264
-98.75,33.25,8.131448882
-98.25,33.25,7.479493022
-97.75,33.25,6.956188944
-97.25,33.25,5.709348321
-96.75,33.25,4.869413376
-96.25,33.25,2.835085392
-95.75,33.25,5.676865578
-95.25,33.25,2.353837924
-94.75,33.25,0.733599514
-94.25,33.25,0.76732263
-93.75,33.25,0.836392567
-93.25,33.25,0.822929144
-92.75,33.25,0.801488832
-92.25,33.25,9.78210979
-91.75,33.25,10.56793716
-91.25,33.25,10.34428146
-90.75,33.25,10.36044068
-90.25,33.25,10.7911102
-89.75,33.25,10.89484665
-89.25,33.25,11.15303437
-88.75,33.25,11.10041115
-88.25,33.25,5.498703176
-87.75,33.25,5.744398507
-87.25,33.25,6.507347714
-86.75,33.25,6.900834604
-86.25,33.25,5.296747251
-85.75,33.25,5.335968191
-85.25,33.25,6.264006441
-84.75,33.25,5.874677463
-84.25,33.25,5.714626096
-83.75,33.25,5.416617827
-83.25,33.25,3.800407756
-82.75,33.25,2.095230073
-82.25,33.25,3.221733137
-81.75,33.25,7.456582676
-81.25,33.25,6.918557124
-80.75,33.25,6.625425599
-80.25,33.25,9.46439613
-79.75,33.25,11.519105
-79.25,33.25,11.60106312
-78.75,33.25,NA
-78.25,33.25,NA
-77.75,33.25,NA
-77.25,33.25,NA
-76.75,33.25,NA
-76.25,33.25,NA
-75.75,33.25,NA
-75.25,33.25,NA
-74.75,33.25,NA
-74.25,33.25,NA
-73.75,33.25,NA
-73.25,33.25,NA
-72.75,33.25,NA
-72.25,33.25,NA
-71.75,33.25,NA
-71.25,33.25,NA
-70.75,33.25,NA
-70.25,33.25,NA
-69.75,33.25,NA
-69.25,33.25,NA
-68.75,33.25,NA
-68.25,33.25,NA
-67.75,33.25,NA
-67.25,33.25,NA
-124.25,33.75,NA
-123.75,33.75,NA
-123.25,33.75,NA
-122.75,33.75,NA
-122.25,33.75,NA
-121.75,33.75,NA
-121.25,33.75,NA
-120.75,33.75,NA
-120.25,33.75,3.636977275
-119.75,33.75,NA
-119.25,33.75,NA
-118.75,33.75,NA
-118.25,33.75,2.576806784
-117.75,33.75,2.50993371
-117.25,33.75,2.186625004
-116.75,33.75,3.181540489
-116.25,33.75,3.220261335
-115.75,33.75,3.253684521
-115.25,33.75,3.628694534
-114.75,33.75,3.343306303
-114.25,33.75,2.787999392
-113.75,33.75,1.459971368
-113.25,33.75,0.563205704
-112.75,33.75,0.57076972
-112.25,33.75,2.245724201
-111.75,33.75,5.854583468
-111.25,33.75,3.223194599
-110.75,33.75,3.13521719
-110.25,33.75,3.079660654
-109.75,33.75,3.261249781
-109.25,33.75,3.054730654
-108.75,33.75,3.162568808
-108.25,33.75,2.899641514
-107.75,33.75,3.1210289
-107.25,33.75,2.987414996
-106.75,33.75,2.999768734
-106.25,33.75,3.731246392
-105.75,33.75,3.13316083
-105.25,33.75,3.455619812
-104.75,33.75,2.842068374
-104.25,33.75,4.987239838
-103.75,33.75,4.861345768
-103.25,33.75,4.96969223
-102.75,33.75,5.274374008
-102.25,33.75,5.355187416
-101.75,33.75,6.003608306
-101.25,33.75,4.14823103
-100.75,33.75,7.73274013
-100.25,33.75,5.817439216
-99.75,33.75,4.282896519
-99.25,33.75,6.732331003
-98.75,33.75,7.632649967
-98.25,33.75,7.264748812
-97.75,33.75,7.318906188
-97.25,33.75,6.916778684
-96.75,33.75,7.448767424
-96.25,33.75,7.639909983
-95.75,33.75,4.457143247
-95.25,33.75,7.153407931
-94.75,33.75,1.507274253
-94.25,33.75,4.552930052
-93.75,33.75,4.271417965
-93.25,33.75,3.55099613
-92.75,33.75,2.542452017
-92.25,33.75,2.6660898
-91.75,33.75,3.325417042
-91.25,33.75,0.7966654
-90.75,33.75,8.973498874
-90.25,33.75,10.42053594
-89.75,33.75,10.60868051
-89.25,33.75,10.86450312
-88.75,33.75,10.92040936
-88.25,33.75,10.11455558
-87.75,33.75,11.33731495
-87.25,33.75,10.81352711
-86.75,33.75,5.637489882
-86.25,33.75,11.15008441
-85.75,33.75,8.577325127
-85.25,33.75,7.123771581
-84.75,33.75,5.249656222
-84.25,33.75,4.894220612
-83.75,33.75,5.272385532
-83.25,33.75,5.598828034
-82.75,33.75,5.85917928
-82.25,33.75,5.115270615
-81.75,33.75,9.587205323
-81.25,33.75,7.555577105
-80.75,33.75,11.71901616
-80.25,33.75,8.906310201
-79.75,33.75,8.868265748
-79.25,33.75,11.5354526
-78.75,33.75,11.41129494
-78.25,33.75,11.46035129
-77.75,33.75,NA
-77.25,33.75,NA
-76.75,33.75,NA
-76.25,33.75,NA
-75.75,33.75,NA
-75.25,33.75,NA
-74.75,33.75,NA
-74.25,33.75,NA
-73.75,33.75,NA
-73.25,33.75,NA
-72.75,33.75,NA
-72.25,33.75,NA
-71.75,33.75,NA
-71.25,33.75,NA
-70.75,33.75,NA
-70.25,33.75,NA
-69.75,33.75,NA
-69.25,33.75,NA
-68.75,33.75,NA
-68.25,33.75,NA
-67.75,33.75,NA
-67.25,33.75,NA
-124.25,34.25,NA
-123.75,34.25,NA
-123.25,34.25,NA
-122.75,34.25,NA
-122.25,34.25,NA
-121.75,34.25,NA
-121.25,34.25,NA
-120.75,34.25,NA
-120.25,34.25,3.382082701
-119.75,34.25,3.428799391
-119.25,34.25,2.181309938
-118.75,34.25,2.08334893
-118.25,34.25,2.023795247
-117.75,34.25,1.85414362
-117.25,34.25,1.82374835
-116.75,34.25,2.375798702
-116.25,34.25,2.668474197
-115.75,34.25,3.178296804
-115.25,34.25,3.465428114
-114.75,34.25,3.136257887
-114.25,34.25,2.036763728
-113.75,34.25,0.556148142
-113.25,34.25,1.744087785
-112.75,34.25,2.092735767
-112.25,34.25,3.064152718
-111.75,34.25,4.603736003
-111.25,34.25,4.530545076
-110.75,34.25,3.316764832
-110.25,34.25,3.589520156
-109.75,34.25,3.428155581
-109.25,34.25,3.328210354
-108.75,34.25,2.878498077
-108.25,34.25,2.583920956
-107.75,34.25,3.438757181
-107.25,34.25,5.097207342
-106.75,34.25,5.628831863
-106.25,34.25,3.924862146
-105.75,34.25,3.770693143
-105.25,34.25,3.080842495
-104.75,34.25,1.480188966
-104.25,34.25,5.452375889
-103.75,34.25,4.733687401
-103.25,34.25,4.53879261
-102.75,34.25,4.894024849
-102.25,34.25,1.828428805
-101.75,34.25,2.026347816
-101.25,34.25,2.147949338
-100.75,34.25,6.940311704
-100.25,34.25,2.222023457
-99.75,34.25,4.137489114
-99.25,34.25,5.70794923
-98.75,34.25,5.97657953
-98.25,34.25,6.381108761
-97.75,34.25,7.154096365
-97.25,34.25,7.410240173
-96.75,34.25,5.156805515
-96.25,34.25,7.347972989
-95.75,34.25,5.249488137
-95.25,34.25,4.961545684
-94.75,34.25,4.427560893
-94.25,34.25,6.556956551
-93.75,34.25,3.678562858
-93.25,34.25,5.394939076
-92.75,34.25,3.86456793
-92.25,34.25,10.33092369
-91.75,34.25,10.32611105
-91.25,34.25,3.843203458
-90.75,34.25,8.484743118
-90.25,34.25,9.722477595
-89.75,34.25,10.9803968
-89.25,34.25,11.51771916
-88.75,34.25,11.72432105
-88.25,34.25,11.57836225
-87.75,34.25,11.75532659
-87.25,34.25,8.890790343
-86.75,34.25,11.29390895
-86.25,34.25,11.32281097
-85.75,34.25,10.16329635
-85.25,34.25,9.244125973
-84.75,34.25,9.43367893
-84.25,34.25,10.33143163
-83.75,34.25,7.757104527
-83.25,34.25,9.575325359
-82.75,34.25,12.22446149
-82.25,34.25,11.93017873
-81.75,34.25,10.50970446
-81.25,34.25,10.52669373
-80.75,34.25,11.97774259
-80.25,34.25,9.979692589
-79.75,34.25,10.07575274
-79.25,34.25,10.8081758
-78.75,34.25,11.60080671
-78.25,34.25,9.662115574
-77.75,34.25,7.584456097
-77.25,34.25,NA
-76.75,34.25,NA
-76.25,34.25,NA
-75.75,34.25,NA
-75.25,34.25,NA
-74.75,34.25,NA
-74.25,34.25,NA
-73.75,34.25,NA
-73.25,34.25,NA
-72.75,34.25,NA
-72.25,34.25,NA
-71.75,34.25,NA
-71.25,34.25,NA
-70.75,34.25,NA
-70.25,34.25,NA
-69.75,34.25,NA
-69.25,34.25,NA
-68.75,34.25,NA
-68.25,34.25,NA
-67.75,34.25,NA
-67.25,34.25,NA
-124.25,34.75,NA
-123.75,34.75,NA
-123.25,34.75,NA
-122.75,34.75,NA
-122.25,34.75,NA
-121.75,34.75,NA
-121.25,34.75,NA
-120.75,34.75,5.463102261
-120.25,34.75,3.81124258
-119.75,34.75,2.701618373
-119.25,34.75,2.453860641
-118.75,34.75,2.377832681
-118.25,34.75,2.598270178
-117.75,34.75,2.458976656
-117.25,34.75,2.240248322
-116.75,34.75,1.960188448
-116.25,34.75,2.465853214
-115.75,34.75,3.137159586
-115.25,34.75,2.916534662
-114.75,34.75,2.580885649
-114.25,34.75,2.612059832
-113.75,34.75,2.230827659
-113.25,34.75,0.475093722
-112.75,34.75,2.012250423
-112.25,34.75,2.423238039
-111.75,34.75,4.340332349
-111.25,34.75,4.343414307
-110.75,34.75,3.04273963
-110.25,34.75,4.556711515
-109.75,34.75,3.391294718
-109.25,34.75,2.450995743
-108.75,34.75,3.239238501
-108.25,34.75,3.125858307
-107.75,34.75,3.680311918
-107.25,34.75,4.412804445
-106.75,34.75,5.030546983
-106.25,34.75,4.676729838
-105.75,34.75,4.372729915
-105.25,34.75,3.062514365
-104.75,34.75,1.262372971
-104.25,34.75,1.366430879
-103.75,34.75,2.981174588
-103.25,34.75,3.062470555
-102.75,34.75,1.820096135
-102.25,34.75,1.651045442
-101.75,34.75,1.653912663
-101.25,34.75,2.586342692
-100.75,34.75,2.575351
-100.25,34.75,2.689102292
-99.75,34.75,4.546245847
-99.25,34.75,5.625650542
-98.75,34.75,7.278832027
-98.25,34.75,7.984893322
-97.75,34.75,9.290339351
-97.25,34.75,9.425747991
-96.75,34.75,9.361572862
-96.25,34.75,8.912781477
-95.75,34.75,6.222322204
-95.25,34.75,7.631495216
-94.75,34.75,8.228616714
-94.25,34.75,7.620029883
-93.75,34.75,7.544963143
-93.25,34.75,6.632610451
-92.75,34.75,8.508150842
-92.25,34.75,6.972324198
-91.75,34.75,6.690143889
-91.25,34.75,7.910730839
-90.75,34.75,7.605193257
-90.25,34.75,6.162683747
-89.75,34.75,9.122148037
-89.25,34.75,11.29987399
-88.75,34.75,8.708230853
-88.25,34.75,10.91893733
-87.75,34.75,11.43784046
-87.25,34.75,11.27736032
-86.75,34.75,10.87557912
-86.25,34.75,10.64107418
-85.75,34.75,9.918816686
-85.25,34.75,10.65893531
-84.75,34.75,7.702093991
-84.25,34.75,9.485741095
-83.75,34.75,7.01904752
-83.25,34.75,9.508786635
-82.75,34.75,11.64232427
-82.25,34.75,9.567327066
-81.75,34.75,10.03155492
-81.25,34.75,9.149930694
-80.75,34.75,5.71121736
-80.25,34.75,7.231809226
-79.75,34.75,8.256719546
-79.25,34.75,11.62841638
-78.75,34.75,11.20361762
-78.25,34.75,8.654419726
-77.75,34.75,8.580952991
