# Deepak Jaiswal, David LeBauer, Dan Wang, Tim Wertin, Andrew Leakey, and Steve Long, in prep. Please do not reuse prior to publication without consent of authors
lat,lon,salix_yield
42.31,-115.83,2.47
42.60,-115.88,1.03
42.88,-115.92,0.51
43.17,-115.97,0.24
43.46,-116.02,3.08
43.75,-116.07,4.46
44.04,-116.12,4.09
44.33,-116.17,4.74
44.61,-116.22,5.50
44.90,-116.27,4.73
45.19,-116.32,8.49
45.48,-116.37,8.22
45.77,-116.42,8.15
46.06,-116.47,9.43
46.35,-116.53,10.88
46.64,-116.58,9.24
46.92,-116.64,10.26
47.21,-116.69,10.08
47.50,-116.75,8.08
47.79,-116.80,9.23
48.08,-116.86,9.77
48.37,-116.92,7.65
48.66,-116.98,9.06
48.95,-117.04,8.21
32.42,-114.14,0.35
32.70,-114.17,0.11
32.98,-114.20,0.14
33.26,-114.23,0.36
33.54,-114.27,0.45
33.81,-114.30,0.33
34.10,-114.33,0.30
34.38,-114.36,0.28
34.66,-114.40,0.36
34.94,-114.43,1.17
35.22,-114.47,1.40
35.50,-114.50,0.15
35.78,-114.54,0.13
36.07,-114.57,0.96
36.35,-114.61,0.16
36.63,-114.64,0.48
36.91,-114.68,0.20
37.20,-114.72,2.27
37.48,-114.75,0.25
37.77,-114.79,1.85
38.05,-114.83,1.15
38.34,-114.87,3.17
38.62,-114.91,0.70
38.91,-114.94,0.48
39.19,-114.98,0.54
39.48,-115.02,0.29
39.76,-115.06,0.40
40.05,-115.10,0.38
40.33,-115.14,1.56
40.62,-115.19,4.18
40.91,-115.23,2.72
41.19,-115.27,5.41
41.48,-115.31,3.21
41.77,-115.36,2.74
42.06,-115.40,5.49
42.34,-115.44,2.17
42.63,-115.49,2.23
42.92,-115.53,1.70
43.21,-115.58,1.64
43.49,-115.62,4.65
43.78,-115.67,1.95
44.07,-115.72,4.71
44.36,-115.76,5.16
44.65,-115.81,5.80
44.94,-115.86,6.16
45.23,-115.91,5.09
45.52,-115.96,7.70
45.80,-116.01,5.74
46.09,-116.06,7.16
46.38,-116.11,11.60
46.67,-116.16,10.60
46.96,-116.21,10.28
47.25,-116.27,10.67
47.54,-116.32,8.65
47.83,-116.37,9.54
48.12,-116.43,11.88
48.41,-116.48,11.27
48.70,-116.54,6.92
48.99,-116.59,6.84
32.44,-113.81,0.23
32.72,-113.84,0.22
33.00,-113.87,0.19
33.28,-113.90,0.36
33.56,-113.93,0.28
33.84,-113.96,0.66
34.12,-113.99,0.11
34.40,-114.02,0.12
34.68,-114.06,0.93
34.97,-114.09,0.81
35.25,-114.12,0.16
35.53,-114.15,0.15
35.81,-114.19,1.48
36.09,-114.22,0.26
36.38,-114.26,0.13
36.66,-114.29,1.16
36.94,-114.33,0.27
37.23,-114.36,0.74
37.51,-114.40,0.76
37.80,-114.43,0.72
38.08,-114.47,0.78
38.36,-114.50,1.71
38.65,-114.54,0.61
38.93,-114.58,0.31
39.22,-114.62,1.00
39.51,-114.65,0.56
39.79,-114.69,0.31
40.08,-114.73,1.96
40.36,-114.77,0.32
40.65,-114.81,0.43
40.94,-114.85,2.18
41.23,-114.89,1.47
41.51,-114.93,2.89
41.80,-114.97,6.57
42.09,-115.01,4.08
42.37,-115.05,2.63
42.66,-115.10,1.98
42.95,-115.14,2.81
43.24,-115.18,3.58
43.53,-115.23,3.86
43.82,-115.27,2.20
44.10,-115.31,4.32
44.39,-115.36,2.67
44.68,-115.40,2.72
44.97,-115.45,5.88
45.26,-115.50,6.03
45.55,-115.54,5.33
45.84,-115.59,6.31
46.13,-115.64,7.59
46.42,-115.69,10.29
46.71,-115.74,6.73
47.00,-115.79,5.29
47.29,-115.84,9.82
47.58,-115.89,10.71
47.86,-115.94,10.09
48.15,-115.99,6.73
48.44,-116.05,6.21
48.73,-116.10,8.62
32.19,-113.45,0.27
32.47,-113.48,0.31
32.75,-113.51,0.17
33.03,-113.53,0.28
33.31,-113.56,0.11
33.59,-113.59,1.02
33.87,-113.62,0.54
34.15,-113.65,0.29
34.43,-113.68,0.12
34.71,-113.71,0.49
34.99,-113.75,1.09
35.27,-113.78,0.42
35.56,-113.81,1.29
35.84,-113.84,0.31
36.12,-113.87,0.59
36.40,-113.90,0.22
36.69,-113.94,0.39
36.97,-113.97,0.61
37.25,-114.00,0.34
37.54,-114.04,0.47
37.82,-114.07,0.60
38.11,-114.11,1.05
38.39,-114.14,1.21
38.68,-114.18,0.59
38.96,-114.21,0.21
39.25,-114.25,1.23
39.53,-114.28,1.28
39.82,-114.32,3.38
40.11,-114.36,0.37
40.39,-114.39,4.53
40.68,-114.43,4.59
40.97,-114.47,5.12
41.25,-114.51,1.11
41.54,-114.54,0.61
41.83,-114.58,2.06
42.12,-114.62,2.25
42.41,-114.66,1.49
42.69,-114.70,2.94
42.98,-114.74,3.93
43.27,-114.79,4.20
43.56,-114.83,3.83
43.85,-114.87,2.07
44.14,-114.91,3.53
44.42,-114.95,2.75
44.71,-115.00,5.56
45.00,-115.04,2.24
45.29,-115.09,4.60
45.58,-115.13,6.77
45.87,-115.18,6.98
46.16,-115.22,6.15
46.45,-115.27,9.80
46.74,-115.32,7.02
47.03,-115.36,10.41
47.32,-115.41,5.52
47.61,-115.46,8.82
47.90,-115.51,8.88
48.19,-115.56,5.74
48.48,-115.61,6.05
48.77,-115.66,10.72
32.21,-113.12,0.49
32.49,-113.15,0.38
32.77,-113.17,0.11
33.05,-113.20,0.24
33.33,-113.23,0.12
33.61,-113.26,0.67
33.89,-113.29,0.82
34.17,-113.31,0.55
34.45,-113.34,0.37
34.73,-113.37,0.72
35.02,-113.40,1.27
35.30,-113.43,0.46
35.58,-113.46,0.21
35.86,-113.49,2.34
36.15,-113.52,1.93
36.43,-113.55,2.69
36.71,-113.58,0.64
37.00,-113.61,0.64
37.28,-113.65,2.99
37.56,-113.68,4.55
37.85,-113.71,4.45
38.13,-113.74,1.58
38.42,-113.78,1.82
38.70,-113.81,2.61
38.99,-113.84,2.50
39.28,-113.88,2.54
39.56,-113.91,2.81
39.85,-113.95,0.78
40.13,-113.98,3.85
40.42,-114.02,2.37
40.71,-114.05,2.51
41.00,-114.09,0.33
41.28,-114.12,3.24
41.57,-114.16,1.31
41.86,-114.20,1.97
42.15,-114.24,4.81
42.43,-114.27,4.00
42.72,-114.31,3.16
43.01,-114.35,4.25
43.30,-114.39,6.45
43.59,-114.43,4.04
43.88,-114.47,3.84
44.17,-114.51,2.06
44.45,-114.55,1.94
44.74,-114.59,2.07
45.03,-114.63,5.94
45.32,-114.67,6.59
45.61,-114.72,6.06
45.90,-114.76,6.80
46.19,-114.80,6.73
46.48,-114.85,10.62
46.77,-114.89,7.88
47.06,-114.94,9.32
47.35,-114.98,6.82
47.64,-115.03,7.05
47.93,-115.08,9.21
48.22,-115.12,5.51
48.51,-115.17,5.49
48.80,-115.22,7.22
31.96,-112.76,0.33
32.24,-112.79,0.21
32.52,-112.82,0.26
32.79,-112.84,0.11
33.07,-112.87,0.12
33.35,-112.89,0.14
33.63,-112.92,0.12
33.91,-112.95,0.44
34.20,-112.97,2.62
34.48,-113.00,0.42
34.76,-113.03,1.21
35.04,-113.06,2.21
35.32,-113.09,0.38
35.60,-113.11,2.82
35.89,-113.14,0.33
36.17,-113.17,2.26
36.45,-113.20,1.99
36.74,-113.23,3.55
37.02,-113.26,3.23
37.31,-113.29,2.07
37.59,-113.32,2.35
37.87,-113.35,4.50
38.16,-113.38,0.52
38.44,-113.41,3.82
38.73,-113.44,2.56
39.02,-113.48,0.33
39.30,-113.51,3.76
39.59,-113.54,0.34
39.87,-113.57,2.81
40.16,-113.61,2.65
40.45,-113.64,2.84
40.73,-113.67,2.89
41.02,-113.71,2.81
41.31,-113.74,2.73
41.60,-113.78,3.57
41.89,-113.81,4.15
42.17,-113.85,4.32
42.46,-113.88,4.00
42.75,-113.92,3.08
43.04,-113.96,2.42
43.33,-113.99,3.55
43.62,-114.03,4.44
43.90,-114.07,1.18
44.19,-114.11,2.49
44.48,-114.14,1.00
44.77,-114.18,2.49
45.06,-114.22,6.39
45.35,-114.26,6.58
45.64,-114.30,7.49
45.93,-114.34,9.02
46.22,-114.39,9.50
46.51,-114.43,6.73
46.80,-114.47,9.45
47.09,-114.51,6.93
47.38,-114.56,5.67
47.67,-114.60,10.37
47.96,-114.64,5.36
48.25,-114.69,5.40
48.54,-114.73,5.66
48.83,-114.78,10.06
31.98,-112.44,0.20
32.26,-112.46,0.18
32.54,-112.48,0.11
32.82,-112.51,0.11
33.10,-112.53,0.11
33.38,-112.56,0.11
33.66,-112.58,0.25
33.94,-112.61,1.07
34.22,-112.63,1.56
34.50,-112.66,4.70
34.78,-112.69,2.12
35.06,-112.71,2.89
35.34,-112.74,1.70
35.63,-112.77,1.57
35.91,-112.79,0.51
36.19,-112.82,0.56
36.48,-112.85,3.06
36.76,-112.88,0.98
37.04,-112.90,4.30
37.33,-112.93,4.44
37.61,-112.96,4.67
37.90,-112.99,2.46
38.18,-113.02,4.60
38.47,-113.05,2.33
38.75,-113.08,0.33
39.04,-113.11,1.91
39.33,-113.14,2.47
39.61,-113.17,3.44
39.90,-113.20,2.17
40.19,-113.23,3.40
40.47,-113.26,3.15
40.76,-113.29,2.86
41.05,-113.33,2.99
41.33,-113.36,3.40
41.62,-113.39,4.62
41.91,-113.42,3.71
42.20,-113.46,3.22
42.49,-113.49,5.20
42.78,-113.53,2.56
43.06,-113.56,5.57
43.35,-113.60,5.64
43.64,-113.63,3.25
43.93,-113.67,5.51
44.22,-113.70,0.54
44.51,-113.74,1.10
44.80,-113.78,2.95
45.09,-113.81,3.78
45.38,-113.85,3.38
45.67,-113.89,5.98
45.96,-113.93,7.89
46.25,-113.97,5.95
46.54,-114.01,6.34
46.83,-114.05,9.78
47.12,-114.09,9.50
47.41,-114.13,11.39
47.70,-114.17,11.82
47.99,-114.21,10.34
48.28,-114.25,11.45
48.57,-114.29,10.24
48.86,-114.34,7.89
31.72,-112.09,0.19
32.00,-112.11,0.20
32.28,-112.13,0.15
32.56,-112.15,0.21
32.84,-112.18,0.20
33.12,-112.20,0.12
33.40,-112.22,0.13
33.68,-112.25,0.19
33.96,-112.27,0.10
34.24,-112.29,1.86
34.52,-112.32,3.25
34.80,-112.34,2.41
35.08,-112.37,2.35
35.37,-112.39,2.43
35.65,-112.42,0.61
35.93,-112.44,0.61
36.21,-112.47,3.72
36.50,-112.49,3.47
36.78,-112.52,0.76
37.07,-112.55,2.14
37.35,-112.57,2.44
37.63,-112.60,2.95
37.92,-112.63,2.74
38.21,-112.66,2.64
38.49,-112.68,2.52
38.78,-112.71,4.06
39.06,-112.74,3.40
39.35,-112.77,3.76
39.64,-112.80,0.33
39.92,-112.83,2.05
40.21,-112.85,2.60
40.50,-112.88,2.54
40.78,-112.91,0.49
41.07,-112.94,2.47
41.36,-112.97,6.13
41.65,-113.01,6.14
41.93,-113.04,5.19
42.22,-113.07,6.22
42.51,-113.10,7.00
42.80,-113.13,5.17
43.09,-113.16,3.49
43.38,-113.20,5.59
43.67,-113.23,2.29
43.96,-113.26,2.47
44.25,-113.30,3.26
44.54,-113.33,3.02
44.83,-113.37,7.62
45.12,-113.40,5.52
45.41,-113.44,4.00
45.69,-113.47,6.00
45.99,-113.51,8.80
46.28,-113.55,9.39
46.57,-113.58,8.65
46.86,-113.62,9.23
47.15,-113.66,6.95
47.44,-113.70,7.06
47.73,-113.74,7.41
48.02,-113.78,8.17
48.31,-113.82,8.11
48.60,-113.86,6.49
48.89,-113.90,5.72
31.74,-111.76,0.42
32.02,-111.78,0.34
32.30,-111.80,0.18
32.58,-111.82,0.15
32.85,-111.84,0.13
33.13,-111.87,0.14
33.41,-111.89,0.12
33.70,-111.91,0.14
33.98,-111.93,2.18
34.26,-111.95,1.56
34.54,-111.98,3.16
34.82,-112.00,2.59
35.10,-112.02,5.25
35.39,-112.05,5.28
35.67,-112.07,0.65
35.95,-112.09,2.85
36.23,-112.12,3.80
36.52,-112.14,4.23
36.80,-112.17,2.16
37.09,-112.19,2.84
37.37,-112.22,2.07
37.66,-112.24,2.13
37.94,-112.27,3.40
38.23,-112.29,2.50
38.51,-112.32,4.33
38.80,-112.34,1.54
39.08,-112.37,4.13
39.37,-112.40,3.69
39.66,-112.42,3.16
39.94,-112.45,0.56
40.23,-112.48,3.88
40.52,-112.51,4.24
40.81,-112.53,3.97
41.09,-112.56,6.50
41.67,-112.62,6.24
41.96,-112.65,6.06
42.25,-112.68,3.00
42.53,-112.71,4.52
42.82,-112.74,6.49
43.11,-112.77,4.92
43.40,-112.80,5.08
43.69,-112.83,5.19
43.98,-112.86,2.57
44.27,-112.89,1.70
44.56,-112.93,3.20
44.85,-112.96,2.51
45.14,-112.99,4.12
45.43,-113.02,6.61
45.72,-113.06,4.26
46.01,-113.09,8.73
46.30,-113.13,5.37
46.59,-113.16,10.01
46.88,-113.20,9.44
47.17,-113.23,8.31
47.46,-113.27,8.78
47.75,-113.30,7.55
48.04,-113.34,9.85
48.33,-113.38,6.18
48.62,-113.42,6.62
48.92,-113.45,6.19
31.48,-111.41,1.19
31.76,-111.43,1.01
32.03,-111.45,0.46
32.31,-111.47,0.19
32.59,-111.49,0.19
32.87,-111.51,0.14
33.15,-111.53,0.15
33.43,-111.55,0.13
33.71,-111.57,0.74
33.99,-111.59,1.33
34.28,-111.61,1.63
34.56,-111.63,1.20
34.84,-111.66,2.50
35.12,-111.68,5.65
35.40,-111.70,5.18
35.69,-111.72,0.37
35.97,-111.74,1.78
36.25,-111.77,0.40
36.54,-111.79,1.62
36.82,-111.81,0.80
37.11,-111.83,1.88
37.39,-111.86,2.53
37.67,-111.88,2.03
37.96,-111.90,5.25
38.25,-111.93,4.77
38.53,-111.95,3.09
38.82,-111.98,5.26
39.10,-112.00,2.89
39.39,-112.03,5.30
39.68,-112.05,0.38
39.96,-112.08,0.48
40.25,-112.10,6.18
40.54,-112.13,4.23
40.83,-112.15,7.19
41.11,-112.18,6.97
41.40,-112.21,4.82
41.69,-112.23,7.30
41.98,-112.26,4.15
42.27,-112.29,5.11
42.56,-112.32,5.36
42.84,-112.34,4.76
43.13,-112.37,7.01
43.42,-112.40,5.48
43.71,-112.43,5.24
44.00,-112.46,4.66
44.29,-112.49,5.73
44.58,-112.52,3.01
44.87,-112.55,3.98
45.16,-112.58,5.71
45.45,-112.61,6.95
45.74,-112.64,2.64
46.03,-112.67,3.96
46.32,-112.71,9.29
46.61,-112.74,8.99
46.90,-112.77,4.60
47.19,-112.80,3.73
47.49,-112.84,3.84
47.78,-112.87,5.77
48.07,-112.91,6.65
48.36,-112.94,5.92
48.65,-112.98,7.22
48.94,-113.01,5.63
31.49,-111.09,2.80
31.77,-111.10,0.77
32.05,-111.12,1.16
32.33,-111.14,0.40
32.61,-111.16,0.25
32.89,-111.18,0.27
33.17,-111.20,1.54
33.45,-111.22,0.40
33.73,-111.23,0.53
34.01,-111.25,0.62
34.29,-111.27,1.31
34.57,-111.29,3.75
34.86,-111.31,3.81
35.14,-111.33,0.41
35.42,-111.35,1.47
35.70,-111.37,0.71
35.99,-111.39,1.71
36.27,-111.41,1.53
36.55,-111.43,1.45
36.84,-111.46,0.29
37.12,-111.48,0.25
37.41,-111.50,1.46
37.69,-111.52,0.95
37.98,-111.54,2.85
38.26,-111.56,3.96
38.55,-111.59,2.90
38.84,-111.61,3.58
39.12,-111.63,2.49
39.41,-111.66,2.91
39.70,-111.68,4.03
39.98,-111.70,2.68
40.27,-111.73,6.05
40.56,-111.75,3.65
40.85,-111.77,0.68
41.13,-111.80,6.34
41.42,-111.82,6.95
41.71,-111.85,7.61
42.00,-111.87,6.75
42.29,-111.90,5.25
42.58,-111.92,4.54
42.86,-111.95,7.25
43.15,-111.98,7.18
43.44,-112.00,6.12
43.73,-112.03,6.09
44.02,-112.06,4.78
44.31,-112.08,5.29
44.60,-112.11,8.35
44.89,-112.14,6.51
45.18,-112.17,5.48
45.47,-112.20,7.84
45.76,-112.23,8.87
46.05,-112.26,2.70
46.34,-112.29,6.96
46.63,-112.32,3.94
46.93,-112.35,4.17
47.22,-112.38,5.65
47.51,-112.41,10.21
47.80,-112.44,7.89
48.09,-112.47,6.70
48.38,-112.50,6.65
48.67,-112.53,6.17
48.96,-112.57,8.99
31.51,-110.76,2.75
31.79,-110.78,0.75
32.07,-110.79,0.87
32.34,-110.81,0.52
32.62,-110.83,1.97
32.90,-110.84,2.03
33.18,-110.86,1.04
33.46,-110.88,1.07
33.74,-110.90,2.60
34.03,-110.91,2.48
34.31,-110.93,3.31
34.59,-110.95,5.20
34.87,-110.97,0.35
35.15,-110.99,0.16
35.44,-111.01,0.26
35.72,-111.02,1.49
36.00,-111.04,1.89
36.29,-111.06,1.45
36.57,-111.08,1.08
36.85,-111.10,1.65
37.14,-111.12,1.20
37.42,-111.14,1.57
37.71,-111.16,0.68
37.99,-111.18,0.83
38.28,-111.20,2.42
38.57,-111.22,0.40
38.85,-111.24,4.49
39.14,-111.26,2.83
39.43,-111.28,3.49
39.71,-111.31,3.70
40.00,-111.33,3.39
40.29,-111.35,4.98
40.58,-111.37,4.00
40.86,-111.39,6.32
41.15,-111.42,6.98
41.44,-111.44,4.31
41.73,-111.46,6.67
42.02,-111.48,4.89
42.31,-111.51,5.48
42.59,-111.53,7.63
42.88,-111.56,6.71
43.17,-111.58,4.53
43.46,-111.60,4.41
43.75,-111.63,5.05
44.04,-111.65,5.41
44.33,-111.68,7.19
44.62,-111.70,9.59
44.91,-111.73,6.36
45.20,-111.76,8.81
45.49,-111.78,4.32
45.78,-111.81,7.31
46.07,-111.84,3.40
46.36,-111.86,5.50
46.65,-111.89,4.43
46.95,-111.92,4.06
47.24,-111.95,2.45
47.53,-111.98,3.74
47.82,-112.01,9.26
48.11,-112.03,9.14
48.40,-112.06,7.16
48.69,-112.09,8.56
48.98,-112.12,8.42
31.52,-110.43,1.43
31.80,-110.45,0.38
32.08,-110.46,2.51
32.36,-110.48,1.78
32.64,-110.50,1.99
32.92,-110.51,0.95
33.20,-110.53,0.71
33.48,-110.54,3.66
33.76,-110.56,1.71
34.04,-110.57,1.64
34.32,-110.59,4.90
34.60,-110.61,1.04
34.89,-110.62,0.20
35.17,-110.64,0.68
35.45,-110.66,0.83
35.73,-110.68,2.06
36.02,-110.69,0.41
36.30,-110.71,0.51
36.59,-110.73,1.60
36.87,-110.74,1.48
37.15,-110.76,1.40
37.44,-110.78,1.56
37.72,-110.80,0.48
38.01,-110.82,1.57
38.30,-110.84,2.03
38.58,-110.86,1.71
38.87,-110.87,1.36
39.15,-110.89,3.10
39.44,-110.91,2.25
39.73,-110.93,2.96
40.02,-110.95,2.61
40.30,-110.97,3.39
40.59,-110.99,1.67
40.88,-111.01,3.87
41.17,-111.03,2.53
41.46,-111.05,5.54
41.74,-111.07,6.46
42.03,-111.10,3.24
42.32,-111.12,4.01
42.61,-111.14,5.05
42.90,-111.16,5.85
43.19,-111.18,6.12
43.48,-111.21,6.89
43.77,-111.23,9.08
44.06,-111.25,7.62
44.35,-111.27,8.26
44.64,-111.30,8.38
44.93,-111.32,7.96
45.22,-111.34,7.99
45.51,-111.37,8.75
45.80,-111.39,9.03
46.09,-111.42,1.27
46.38,-111.44,9.31
46.67,-111.47,4.33
46.96,-111.49,6.29
47.26,-111.52,4.93
47.55,-111.55,8.71
47.84,-111.57,8.40
48.13,-111.60,7.17
48.42,-111.63,7.44
48.71,-111.65,7.65
31.53,-110.11,1.21
31.81,-110.12,1.80
32.09,-110.14,0.44
32.37,-110.15,0.41
32.65,-110.16,2.69
32.93,-110.18,0.51
33.21,-110.19,0.90
33.49,-110.21,1.64
33.77,-110.22,1.87
34.05,-110.24,1.61
34.33,-110.25,4.40
34.62,-110.26,0.41
34.90,-110.28,0.18
35.18,-110.30,0.13
35.46,-110.31,2.24
35.75,-110.33,1.36
36.03,-110.34,2.45
36.31,-110.36,0.54
36.60,-110.37,0.53
36.88,-110.39,2.71
37.17,-110.41,1.16
37.45,-110.42,1.62
37.74,-110.44,1.42
38.02,-110.46,2.67
38.31,-110.47,2.61
38.60,-110.49,1.26
38.88,-110.51,1.33
39.17,-110.52,2.49
39.46,-110.54,3.30
39.74,-110.56,2.71
40.03,-110.58,1.42
40.32,-110.59,1.24
40.61,-110.61,1.57
40.89,-110.63,2.12
41.18,-110.65,6.08
41.47,-110.67,1.99
41.76,-110.69,2.30
42.05,-110.71,4.42
42.34,-110.73,3.74
42.63,-110.75,3.54
42.92,-110.77,3.74
43.20,-110.79,4.57
43.49,-110.81,4.43
43.78,-110.83,7.38
44.07,-110.85,8.26
44.36,-110.87,5.31
44.65,-110.89,5.15
44.95,-110.91,8.04
45.24,-110.93,4.34
45.53,-110.95,10.13
45.82,-110.98,5.77
46.11,-111.00,10.01
46.40,-111.02,4.78
46.69,-111.04,4.75
46.98,-111.07,4.84
47.27,-111.09,5.47
47.56,-111.11,3.64
47.85,-111.14,7.95
48.15,-111.16,6.12
48.44,-111.19,4.20
48.73,-111.21,6.70
31.55,-109.78,1.25
31.82,-109.79,0.65
32.10,-109.81,1.81
32.38,-109.82,1.19
32.66,-109.83,0.60
32.94,-109.84,0.85
33.22,-109.86,0.85
33.50,-109.87,1.13
33.78,-109.88,6.34
34.06,-109.90,6.05
34.35,-109.91,1.27
34.63,-109.92,1.85
34.91,-109.94,0.36
35.19,-109.95,2.13
35.48,-109.96,1.70
35.76,-109.98,2.51
36.04,-109.99,2.68
36.33,-110.00,0.56
36.61,-110.02,1.51
36.90,-110.03,1.35
37.18,-110.05,2.60
37.47,-110.06,1.16
37.75,-110.08,2.32
38.04,-110.09,3.36
38.32,-110.11,0.74
38.61,-110.12,3.27
38.90,-110.14,1.30
39.18,-110.15,1.80
39.47,-110.17,4.29
39.76,-110.19,0.97
40.04,-110.20,0.22
40.33,-110.22,1.17
40.62,-110.23,1.44
40.91,-110.25,1.68
41.20,-110.27,1.43
41.48,-110.28,1.25
41.77,-110.30,1.75
42.06,-110.32,1.82
42.35,-110.34,2.64
42.64,-110.35,3.16
42.93,-110.37,3.30
43.22,-110.39,2.09
43.51,-110.41,2.11
43.80,-110.42,3.89
44.09,-110.44,4.12
44.38,-110.46,4.99
44.67,-110.48,4.99
44.96,-110.50,3.09
45.25,-110.52,2.85
45.54,-110.54,5.50
45.83,-110.56,6.00
46.12,-110.58,5.37
46.41,-110.60,7.07
46.70,-110.62,5.40
47.00,-110.64,3.92
47.29,-110.66,4.85
47.58,-110.68,3.53
47.87,-110.70,4.86
48.16,-110.73,6.12
48.45,-110.75,4.80
48.74,-110.77,4.66
31.55,-109.46,1.20
31.83,-109.47,0.40
32.11,-109.48,1.91
32.39,-109.49,0.88
32.67,-109.50,1.37
32.95,-109.51,1.02
33.23,-109.52,0.32
33.51,-109.53,2.28
33.79,-109.54,7.12
34.07,-109.56,7.41
34.36,-109.57,1.79
34.64,-109.58,2.59
34.92,-109.59,3.06
35.20,-109.60,0.88
35.49,-109.62,1.08
35.77,-109.63,3.12
36.05,-109.64,0.96
36.34,-109.65,1.33
36.62,-109.66,1.07
36.91,-109.68,2.43
37.19,-109.69,1.62
37.48,-109.70,2.70
37.76,-109.72,2.12
38.05,-109.73,3.74
38.33,-109.74,3.27
38.62,-109.76,2.34
38.91,-109.77,2.51
39.19,-109.78,2.66
39.48,-109.80,1.69
39.77,-109.81,0.34
40.06,-109.83,1.68
40.34,-109.84,1.43
40.63,-109.85,2.98
40.92,-109.87,4.43
41.21,-109.88,1.23
41.50,-109.90,1.69
41.78,-109.91,1.94
42.07,-109.93,0.80
42.36,-109.94,1.18
42.65,-109.96,4.97
42.94,-109.97,4.08
43.23,-109.99,1.93
43.52,-110.01,2.78
43.81,-110.02,3.58
44.10,-110.04,3.96
44.39,-110.06,4.83
44.68,-110.07,3.94
44.97,-110.09,3.50
45.26,-110.11,5.40
45.55,-110.12,2.59
45.84,-110.14,3.82
46.14,-110.16,4.61
46.43,-110.18,3.51
46.72,-110.19,5.44
47.01,-110.21,4.40
47.30,-110.23,4.88
47.59,-110.25,7.59
47.88,-110.27,5.44
48.17,-110.29,6.90
48.47,-110.31,5.31
48.76,-110.33,5.47
31.56,-109.13,1.51
31.84,-109.14,0.49
32.12,-109.15,0.48
32.40,-109.16,1.13
32.68,-109.17,0.36
32.96,-109.18,1.94
33.24,-109.19,0.73
33.52,-109.20,2.35
33.80,-109.21,6.98
34.08,-109.22,3.68
34.37,-109.23,3.10
34.65,-109.24,2.95
34.93,-109.25,3.71
35.21,-109.26,3.47
35.50,-109.27,3.49
35.78,-109.28,3.41
36.06,-109.29,3.71
36.35,-109.30,2.50
36.63,-109.31,1.77
36.92,-109.32,2.94
37.20,-109.33,2.99
37.49,-109.34,2.94
37.77,-109.35,3.76
38.06,-109.37,4.90
38.34,-109.38,1.85
38.63,-109.39,4.56
38.92,-109.40,2.36
39.20,-109.41,0.84
39.49,-109.43,1.65
39.78,-109.44,0.88
40.07,-109.45,0.55
40.35,-109.46,3.91
40.64,-109.47,0.38
40.93,-109.49,6.30
41.22,-109.50,1.10
41.51,-109.51,1.17
41.80,-109.53,1.19
42.08,-109.54,1.03
42.37,-109.55,1.66
42.66,-109.57,5.30
42.95,-109.58,1.73
43.24,-109.59,6.06
43.53,-109.61,1.72
43.82,-109.62,2.60
44.11,-109.64,2.45
44.40,-109.65,3.43
44.69,-109.66,2.65
44.98,-109.68,2.30
45.27,-109.69,1.51
45.57,-109.71,3.98
45.86,-109.72,3.39
46.15,-109.74,3.68
46.44,-109.75,5.50
46.73,-109.77,4.87
47.02,-109.79,7.90
47.31,-109.80,7.07
47.60,-109.82,3.40
47.90,-109.83,6.89
48.19,-109.85,4.09
48.48,-109.87,5.58
48.77,-109.88,5.36
31.57,-108.80,0.41
31.85,-108.81,0.52
32.13,-108.82,0.60
32.41,-108.83,0.29
32.69,-108.83,0.51
32.97,-108.84,0.42
33.25,-108.85,1.66
33.53,-108.86,3.71
33.81,-108.87,2.51
34.09,-108.88,2.46
34.37,-108.88,1.43
34.66,-108.89,1.97
34.94,-108.90,1.99
35.22,-108.91,2.19
35.50,-108.92,1.78
35.79,-108.93,3.51
36.07,-108.94,2.44
36.36,-108.95,2.58
36.64,-108.96,0.92
36.92,-108.96,3.37
37.21,-108.97,0.98
37.49,-108.98,3.59
37.78,-108.99,4.44
38.07,-109.00,4.36
38.35,-109.01,1.29
38.64,-109.02,1.31
38.92,-109.03,2.69
39.21,-109.04,2.75
39.50,-109.05,3.52
39.79,-109.06,1.60
40.07,-109.07,0.56
40.36,-109.08,2.89
40.65,-109.09,1.80
40.94,-109.11,1.60
41.23,-109.12,1.84
41.52,-109.13,1.00
41.80,-109.14,1.23
42.09,-109.15,1.17
42.38,-109.16,2.59
42.67,-109.17,3.19
42.96,-109.18,6.41
43.25,-109.20,4.44
43.54,-109.21,3.20
43.83,-109.22,1.45
44.12,-109.23,1.98
44.41,-109.24,3.53
44.70,-109.26,2.06
44.99,-109.27,1.71
45.28,-109.28,4.70
45.57,-109.29,2.48
45.87,-109.31,3.05
46.16,-109.32,2.68
46.45,-109.33,2.43
46.74,-109.34,5.82
47.03,-109.36,5.29
47.32,-109.37,4.27
47.61,-109.39,3.87
47.91,-109.40,1.25
48.20,-109.41,3.66
48.49,-109.43,4.70
48.78,-109.44,5.22
31.58,-108.48,1.44
31.86,-108.48,0.39
32.13,-108.49,0.58
32.41,-108.49,1.09
32.69,-108.50,2.23
32.97,-108.51,1.33
33.25,-108.51,3.17
33.53,-108.52,3.85
33.82,-108.53,2.49
34.10,-108.54,4.76
34.38,-108.54,4.77
34.66,-108.55,2.15
34.94,-108.56,2.40
35.23,-108.56,1.83
35.51,-108.57,2.04
35.79,-108.58,1.30
36.08,-108.59,0.93
36.36,-108.59,1.35
