# Deepak Jaiswal, David LeBauer, Dan Wang, Tim Wertin, Andrew Leakey, and Steve Long, in prep. Please do not reuse prior to publication without consent of authors
lat,lon,salix_yield
31.77,-102.90,1.63
32.05,-102.89,1.50
32.33,-102.87,1.93
32.61,-102.85,1.63
32.89,-102.83,1.93
33.17,-102.81,2.21
33.45,-102.79,2.10
33.73,-102.77,2.12
34.01,-102.75,2.81
34.29,-102.74,2.39
34.57,-102.72,2.27
34.86,-102.70,2.39
35.14,-102.68,5.81
35.42,-102.66,5.10
35.70,-102.64,5.09
35.99,-102.62,1.24
36.27,-102.59,2.33
36.55,-102.57,2.52
36.84,-102.55,1.06
37.12,-102.53,4.35
37.41,-102.51,3.64
37.69,-102.49,2.70
37.98,-102.47,2.70
38.26,-102.44,3.56
38.55,-102.42,2.70
38.84,-102.40,3.27
39.12,-102.38,6.04
39.41,-102.35,5.29
39.70,-102.33,5.76
39.98,-102.31,5.58
40.27,-102.28,8.13
40.56,-102.26,4.44
40.85,-102.24,4.51
41.13,-102.21,6.14
41.42,-102.19,4.20
41.71,-102.16,9.30
42.00,-102.14,9.52
42.29,-102.11,9.45
42.58,-102.09,9.52
42.87,-102.06,9.36
43.15,-102.03,5.91
43.44,-102.01,4.15
43.73,-101.98,5.81
44.02,-101.95,4.09
44.31,-101.93,6.27
44.60,-101.90,3.51
44.89,-101.87,4.06
45.18,-101.84,6.39
45.47,-101.81,4.14
45.76,-101.78,4.80
46.05,-101.75,2.43
46.34,-101.73,2.58
46.64,-101.70,4.02
46.93,-101.66,4.01
47.22,-101.63,4.35
47.51,-101.60,2.06
47.80,-101.57,7.02
48.09,-101.54,9.25
48.38,-101.51,7.96
48.67,-101.48,7.57
48.96,-101.44,6.60
29.82,-102.71,0.17
30.09,-102.69,0.23
30.37,-102.67,0.26
30.65,-102.65,0.21
30.92,-102.63,0.20
31.20,-102.61,0.40
31.48,-102.60,1.53
31.76,-102.58,0.53
32.04,-102.56,0.34
32.31,-102.54,1.26
32.59,-102.52,2.28
32.87,-102.50,2.20
33.15,-102.48,2.37
33.43,-102.46,2.25
33.71,-102.44,2.19
33.99,-102.42,2.19
34.28,-102.39,3.80
34.56,-102.37,3.55
34.84,-102.35,3.00
35.12,-102.33,4.62
35.40,-102.31,7.17
35.69,-102.29,5.45
35.97,-102.27,2.08
36.25,-102.24,0.88
36.54,-102.22,3.03
36.82,-102.20,2.54
37.11,-102.17,2.00
37.39,-102.15,3.90
37.68,-102.13,2.31
37.96,-102.10,2.65
38.25,-102.08,2.78
38.53,-102.06,3.76
38.82,-102.03,4.09
39.10,-102.01,4.87
39.39,-101.98,4.95
39.68,-101.96,4.30
39.96,-101.93,4.30
40.25,-101.91,8.34
40.54,-101.88,3.92
40.83,-101.86,4.32
41.11,-101.83,4.48
41.40,-101.80,8.33
41.69,-101.78,9.23
41.98,-101.75,9.56
42.27,-101.72,9.53
42.56,-101.69,8.84
42.85,-101.67,8.50
43.13,-101.64,7.12
43.42,-101.61,4.07
43.71,-101.58,2.97
44.00,-101.55,2.96
44.29,-101.52,4.29
44.58,-101.49,2.85
44.87,-101.46,4.34
45.16,-101.43,2.76
45.45,-101.40,4.65
45.74,-101.37,4.39
46.03,-101.34,4.79
46.32,-101.30,3.05
46.61,-101.27,2.42
46.90,-101.24,4.18
47.20,-101.21,2.20
47.49,-101.17,7.68
47.78,-101.14,7.94
48.07,-101.10,8.85
48.36,-101.07,9.09
48.65,-101.04,10.24
48.94,-101.00,8.94
29.80,-102.39,0.15
30.08,-102.37,0.19
30.35,-102.35,0.22
30.63,-102.33,0.23
30.91,-102.31,0.22
31.18,-102.29,0.58
31.46,-102.27,0.52
31.74,-102.25,0.29
32.02,-102.23,1.17
32.30,-102.21,0.44
32.58,-102.19,0.60
32.86,-102.16,2.30
33.13,-102.14,2.52
33.42,-102.12,3.32
33.70,-102.10,2.46
33.98,-102.08,3.86
34.26,-102.05,4.12
34.54,-102.03,3.86
34.82,-102.01,3.24
35.10,-101.99,5.77
35.39,-101.96,2.38
35.67,-101.94,5.70
35.95,-101.92,1.42
36.23,-101.89,1.25
36.52,-101.87,2.55
36.80,-101.84,2.41
37.09,-101.82,2.69
37.37,-101.79,2.08
37.66,-101.77,2.03
37.94,-101.74,5.85
38.23,-101.72,3.13
38.51,-101.69,3.30
38.80,-101.67,4.33
39.08,-101.64,5.20
39.37,-101.61,4.73
39.66,-101.59,4.92
39.94,-101.56,5.38
40.23,-101.53,8.52
40.52,-101.50,5.81
40.81,-101.48,8.58
41.09,-101.45,3.42
41.38,-101.42,8.93
41.67,-101.39,9.54
41.96,-101.36,9.60
42.25,-101.33,9.84
42.54,-101.30,9.93
42.82,-101.27,5.32
43.11,-101.24,9.97
43.40,-101.21,5.92
43.69,-101.18,2.92
43.98,-101.15,4.53
44.27,-101.12,6.96
44.56,-101.08,5.01
44.85,-101.05,5.07
45.14,-101.02,2.25
45.43,-100.99,4.30
45.72,-100.95,3.69
46.01,-100.92,2.88
46.30,-100.88,4.35
46.59,-100.85,2.49
46.88,-100.81,4.08
47.17,-100.78,8.19
47.46,-100.74,9.87
47.75,-100.71,7.88
48.04,-100.67,9.26
48.33,-100.63,10.17
48.63,-100.60,9.77
48.92,-100.56,9.29
30.06,-102.05,0.25
30.34,-102.03,2.06
30.61,-102.01,0.24
30.89,-101.99,0.24
31.17,-101.97,0.71
31.44,-101.94,2.08
31.72,-101.92,2.63
32.00,-101.90,2.51
32.28,-101.88,3.66
32.56,-101.85,4.26
32.84,-101.83,4.57
33.12,-101.81,3.44
33.40,-101.79,3.40
33.68,-101.76,3.56
33.96,-101.74,3.45
34.24,-101.71,4.44
34.52,-101.69,4.28
34.80,-101.67,4.39
35.08,-101.64,5.90
35.37,-101.62,6.59
35.65,-101.59,6.01
35.93,-101.57,5.85
36.21,-101.54,3.15
36.50,-101.51,3.00
36.78,-101.49,2.91
37.07,-101.46,5.27
37.35,-101.43,2.30
37.64,-101.41,2.31
37.92,-101.38,2.46
38.21,-101.35,3.13
38.49,-101.33,3.22
38.78,-101.30,1.72
39.06,-101.27,4.53
39.35,-101.24,4.63
39.64,-101.21,5.03
39.92,-101.18,6.23
40.21,-101.15,6.31
40.50,-101.13,7.09
40.78,-101.10,7.17
41.07,-101.07,7.29
41.36,-101.03,9.31
41.65,-101.00,9.77
41.94,-100.97,10.21
42.22,-100.94,9.45
42.51,-100.91,10.60
42.80,-100.88,5.38
43.09,-100.84,4.57
43.38,-100.81,2.87
43.67,-100.78,3.50
43.96,-100.75,3.65
44.25,-100.71,2.50
44.54,-100.68,2.45
44.83,-100.64,8.67
45.12,-100.61,4.88
45.41,-100.57,2.24
45.70,-100.54,4.52
45.99,-100.50,4.05
46.28,-100.46,5.29
46.57,-100.43,6.37
46.86,-100.39,4.67
47.15,-100.35,8.30
47.44,-100.31,6.81
47.73,-100.27,9.25
48.02,-100.24,9.35
48.31,-100.20,10.12
48.60,-100.16,8.11
48.89,-100.11,9.15
30.04,-101.73,0.27
30.32,-101.71,0.27
30.59,-101.69,0.28
30.87,-101.67,1.59
31.15,-101.64,1.36
31.42,-101.62,0.72
31.70,-101.60,3.17
31.98,-101.57,3.64
32.26,-101.55,5.54
32.54,-101.52,3.75
32.82,-101.50,6.75
33.10,-101.47,6.97
33.38,-101.45,4.55
33.66,-101.42,4.13
33.94,-101.40,3.55
34.22,-101.37,4.84
34.50,-101.35,5.14
34.78,-101.32,4.68
35.06,-101.30,7.26
35.34,-101.27,8.01
35.63,-101.24,8.01
35.91,-101.22,6.14
36.19,-101.19,4.59
36.48,-101.16,0.97
36.76,-101.13,3.72
37.04,-101.11,5.39
37.33,-101.08,4.98
37.61,-101.05,2.77
37.90,-101.02,6.66
38.18,-100.99,3.07
38.47,-100.96,4.12
38.75,-100.93,6.46
39.04,-100.90,4.52
39.33,-100.87,5.03
39.61,-100.84,5.89
39.90,-100.81,5.41
40.19,-100.78,6.62
40.47,-100.75,6.81
40.76,-100.72,7.64
41.05,-100.68,4.33
41.34,-100.65,9.32
41.62,-100.62,9.93
41.91,-100.59,10.57
42.20,-100.55,9.59
42.49,-100.52,10.22
42.78,-100.48,9.86
43.07,-100.45,6.39
43.35,-100.41,5.88
43.64,-100.38,6.38
43.93,-100.34,3.85
44.22,-100.31,6.42
44.51,-100.27,8.19
44.80,-100.23,6.74
45.09,-100.20,2.56
45.38,-100.16,7.34
45.67,-100.12,5.19
45.96,-100.08,8.05
46.25,-100.04,3.41
46.54,-100.00,8.28
46.83,-99.96,7.81
47.12,-99.92,10.53
47.41,-99.88,3.15
47.70,-99.84,9.48
47.99,-99.80,11.07
48.28,-99.76,10.77
48.57,-99.72,11.49
48.86,-99.67,10.14
29.75,-101.44,0.25
30.02,-101.42,0.29
30.30,-101.39,0.33
30.57,-101.37,0.42
30.85,-101.34,1.62
31.13,-101.32,0.35
31.40,-101.29,2.17
31.68,-101.27,0.85
31.96,-101.24,2.04
32.24,-101.22,3.73
32.52,-101.19,5.52
32.80,-101.17,7.43
33.07,-101.14,5.39
33.35,-101.11,5.23
33.63,-101.09,5.83
33.92,-101.06,5.32
34.20,-101.03,3.39
34.48,-101.01,2.83
34.76,-100.98,3.15
35.04,-100.95,6.80
35.32,-100.92,9.50
35.60,-100.90,5.90
35.89,-100.87,7.85
36.17,-100.84,4.99
36.45,-100.81,4.42
36.74,-100.78,4.23
37.02,-100.75,4.67
37.31,-100.72,3.36
37.59,-100.69,3.89
37.87,-100.66,5.79
38.16,-100.63,4.00
38.45,-100.60,4.48
38.73,-100.57,2.04
39.02,-100.53,4.69
39.30,-100.50,3.35
39.59,-100.47,6.62
39.87,-100.44,7.86
40.16,-100.40,6.88
40.45,-100.37,7.71
40.74,-100.34,8.60
41.02,-100.30,11.26
41.31,-100.27,10.29
41.60,-100.23,10.62
41.89,-100.20,10.45
42.17,-100.16,10.82
42.46,-100.13,10.23
42.75,-100.09,9.85
43.04,-100.05,7.01
43.33,-100.02,7.83
43.62,-99.98,2.87
43.91,-99.94,6.21
44.19,-99.90,5.60
44.48,-99.87,9.50
44.77,-99.83,9.18
45.06,-99.79,8.89
45.35,-99.75,8.55
45.64,-99.71,6.98
45.93,-99.67,8.69
46.22,-99.62,5.16
46.51,-99.58,9.38
46.80,-99.54,3.18
47.09,-99.50,10.59
47.38,-99.46,10.81
47.67,-99.41,10.76
47.96,-99.37,11.28
48.25,-99.32,11.52
48.54,-99.28,11.95
48.83,-99.23,10.78
29.72,-101.12,0.35
30.00,-101.10,0.28
30.28,-101.07,0.30
30.55,-101.05,0.38
30.83,-101.02,0.45
31.10,-100.99,0.41
31.38,-100.97,1.85
31.66,-100.94,1.03
31.94,-100.92,2.39
32.22,-100.89,3.51
32.49,-100.86,4.45
32.77,-100.83,7.73
33.05,-100.81,5.24
33.33,-100.78,4.29
33.61,-100.75,5.22
33.89,-100.72,6.20
34.17,-100.69,4.90
34.45,-100.67,4.70
34.74,-100.64,6.42
35.02,-100.61,7.67
35.30,-100.58,8.43
35.58,-100.55,7.62
35.86,-100.52,7.64
36.15,-100.49,7.49
36.43,-100.46,5.65
36.71,-100.43,4.87
37.00,-100.39,7.40
37.28,-100.36,2.49
37.57,-100.33,2.47
37.85,-100.30,4.61
38.13,-100.27,2.51
38.42,-100.23,3.77
38.71,-100.20,2.50
38.99,-100.17,4.60
39.28,-100.13,6.26
39.56,-100.10,5.10
39.85,-100.06,7.54
40.14,-100.03,8.55
40.42,-99.99,9.20
40.71,-99.96,8.98
41.00,-99.92,6.03
41.28,-99.89,11.50
41.57,-99.85,10.29
41.86,-99.81,11.90
42.15,-99.77,11.29
42.43,-99.74,11.05
42.72,-99.70,9.84
43.01,-99.66,7.43
43.30,-99.62,8.58
43.59,-99.58,7.18
43.88,-99.54,2.60
44.17,-99.50,5.60
44.46,-99.46,8.39
44.74,-99.42,9.67
45.03,-99.38,9.27
45.32,-99.34,10.05
45.61,-99.29,10.53
45.90,-99.25,6.77
46.19,-99.21,10.41
46.48,-99.16,10.70
46.77,-99.12,9.89
47.06,-99.07,9.29
47.35,-99.03,11.13
47.64,-98.98,11.41
47.93,-98.93,12.21
48.22,-98.89,12.49
48.51,-98.84,12.24
48.80,-98.79,12.41
29.43,-100.83,0.76
29.70,-100.81,0.31
29.98,-100.78,0.34
30.25,-100.75,0.36
30.53,-100.73,0.35
30.81,-100.70,1.24
31.08,-100.67,0.52
31.36,-100.64,2.18
31.64,-100.62,2.34
31.91,-100.59,1.45
32.19,-100.56,1.15
32.47,-100.53,7.24
32.75,-100.50,4.18
33.03,-100.47,5.16
33.31,-100.44,5.05
33.59,-100.41,5.13
33.87,-100.39,7.43
34.15,-100.36,5.09
34.43,-100.32,3.69
34.71,-100.29,2.44
34.99,-100.26,5.54
35.27,-100.23,1.62
35.56,-100.20,8.67
35.84,-100.17,7.75
36.12,-100.14,8.21
36.40,-100.10,6.27
36.69,-100.07,7.35
36.97,-100.04,7.85
37.26,-100.01,1.44
37.54,-99.97,5.10
37.82,-99.94,4.76
38.11,-99.90,4.32
38.39,-99.87,3.48
38.68,-99.83,5.59
38.96,-99.80,4.85
39.25,-99.76,4.69
39.54,-99.73,7.91
39.82,-99.69,4.80
40.11,-99.65,8.73
40.39,-99.62,8.93
40.68,-99.58,10.92
40.97,-99.54,10.05
41.26,-99.50,10.37
41.54,-99.46,10.14
41.83,-99.43,12.52
42.12,-99.39,11.70
42.41,-99.35,11.44
42.69,-99.31,11.05
42.98,-99.27,10.08
43.27,-99.22,8.11
43.56,-99.18,8.98
43.85,-99.14,8.06
44.14,-99.10,8.11
44.43,-99.06,9.05
44.71,-99.01,9.02
45.00,-98.97,9.72
45.29,-98.92,7.17
45.58,-98.88,11.09
45.87,-98.83,10.55
46.16,-98.79,11.04
46.45,-98.74,11.52
46.74,-98.69,10.01
47.03,-98.65,9.79
47.32,-98.60,9.59
47.61,-98.55,12.19
47.90,-98.50,12.79
48.19,-98.45,12.79
48.48,-98.40,12.89
48.77,-98.35,12.81
28.86,-100.57,1.17
29.13,-100.54,1.14
29.40,-100.52,0.66
29.68,-100.49,0.42
29.95,-100.46,0.36
30.23,-100.43,0.46
30.51,-100.41,0.46
30.78,-100.38,0.41
31.06,-100.35,0.59
31.33,-100.32,3.34
31.61,-100.29,4.49
31.89,-100.26,1.78
32.17,-100.23,1.22
32.45,-100.20,5.04
32.72,-100.17,5.72
33.00,-100.14,3.05
33.28,-100.11,3.15
33.56,-100.08,2.40
33.84,-100.05,5.95
34.12,-100.02,2.69
34.40,-99.98,4.22
34.68,-99.95,5.27
34.97,-99.92,1.68
35.25,-99.89,8.59
35.53,-99.85,8.95
35.81,-99.82,9.23
36.09,-99.79,4.26
36.38,-99.75,6.11
36.66,-99.72,6.32
36.94,-99.68,3.45
37.23,-99.65,6.00
37.51,-99.61,5.67
37.80,-99.58,8.13
38.08,-99.54,4.57
38.37,-99.51,4.91
38.65,-99.47,4.67
38.94,-99.43,6.61
39.22,-99.39,5.20
39.51,-99.36,6.17
39.79,-99.32,6.14
40.08,-99.28,9.06
40.37,-99.24,9.95
40.65,-99.20,11.27
40.94,-99.16,9.95
41.23,-99.12,11.14
41.51,-99.08,10.50
41.80,-99.04,12.38
42.09,-99.00,11.31
42.38,-98.96,11.23
42.66,-98.91,10.58
42.95,-98.87,4.23
43.24,-98.83,10.17
43.53,-98.78,9.34
43.82,-98.74,10.62
44.11,-98.70,10.89
44.39,-98.65,10.27
44.68,-98.61,8.29
44.97,-98.56,9.87
45.26,-98.51,9.51
45.55,-98.47,9.73
45.84,-98.42,10.72
46.13,-98.37,11.06
46.42,-98.32,11.04
46.71,-98.27,11.48
47.00,-98.22,10.31
47.29,-98.17,10.15
47.58,-98.12,6.63
47.87,-98.07,12.73
48.16,-98.02,13.34
48.44,-97.96,7.25
48.73,-97.91,7.91
28.56,-100.29,1.17
28.83,-100.26,3.60
29.11,-100.23,1.30
29.38,-100.20,0.32
29.65,-100.17,0.42
29.93,-100.14,0.50
30.20,-100.12,0.49
30.48,-100.09,0.43
30.76,-100.06,0.47
31.03,-100.03,0.55
31.31,-100.00,1.27
31.59,-99.96,3.61
31.86,-99.93,3.00
32.14,-99.90,3.05
32.42,-99.87,2.55
32.70,-99.84,6.01
32.98,-99.81,4.46
33.26,-99.78,2.56
33.54,-99.74,3.48
33.82,-99.71,6.30
34.10,-99.68,6.38
34.38,-99.64,6.92
34.66,-99.61,7.41
34.94,-99.58,7.52
35.22,-99.54,8.24
35.50,-99.51,5.31
35.78,-99.47,5.65
36.07,-99.44,5.51
36.35,-99.40,5.34
36.63,-99.37,2.75
36.92,-99.33,9.02
37.20,-99.29,10.05
37.48,-99.26,8.74
37.77,-99.22,8.12
38.05,-99.18,9.01
38.34,-99.14,5.30
38.62,-99.10,5.85
38.91,-99.06,6.97
39.19,-99.03,8.47
39.48,-98.99,5.87
39.76,-98.95,7.28
40.05,-98.91,8.56
40.33,-98.86,11.03
40.62,-98.82,12.12
40.91,-98.78,10.58
41.19,-98.74,10.21
41.48,-98.70,10.83
41.77,-98.65,12.54
42.06,-98.61,11.15
42.34,-98.57,10.58
42.63,-98.52,9.97
42.92,-98.48,9.67
43.21,-98.43,9.89
43.50,-98.39,11.23
43.78,-98.34,10.77
44.07,-98.29,11.00
44.36,-98.25,10.74
44.65,-98.20,8.92
44.94,-98.15,9.96
45.23,-98.10,10.24
45.52,-98.05,10.95
45.81,-98.00,10.53
46.09,-97.95,10.94
46.38,-97.90,10.51
46.67,-97.85,6.79
46.96,-97.80,6.45
47.25,-97.75,11.57
47.54,-97.69,12.96
47.83,-97.64,11.64
48.12,-97.58,12.57
48.41,-97.53,12.33
48.70,-97.47,11.63
48.99,-97.42,11.92
28.26,-100.01,1.49
28.53,-99.98,1.09
28.81,-99.95,2.64
29.08,-99.92,2.08
29.35,-99.89,0.35
29.63,-99.86,1.20
29.90,-99.83,0.97
30.18,-99.80,0.71
30.45,-99.77,0.56
30.73,-99.73,0.53
31.01,-99.70,0.61
31.28,-99.67,0.87
31.56,-99.64,1.64
31.84,-99.61,3.25
32.11,-99.57,5.55
32.39,-99.54,6.01
32.67,-99.51,1.98
32.95,-99.48,2.03
33.23,-99.44,3.86
33.51,-99.41,4.40
33.79,-99.37,6.92
34.07,-99.34,6.55
34.35,-99.30,6.75
34.63,-99.27,6.33
34.91,-99.23,7.01
35.19,-99.20,5.82
35.47,-99.16,4.70
35.75,-99.12,4.81
36.04,-99.09,3.43
36.32,-99.05,6.42
36.60,-99.01,1.37
36.89,-98.97,4.23
37.17,-98.94,4.58
37.45,-98.90,9.26
37.74,-98.86,9.91
38.02,-98.82,8.51
38.31,-98.78,8.40
38.59,-98.74,8.04
38.87,-98.70,5.79
39.16,-98.66,6.32
39.45,-98.62,7.87
39.73,-98.57,6.94
40.02,-98.53,7.53
40.30,-98.49,11.70
40.59,-98.45,11.71
40.88,-98.40,12.49
41.16,-98.36,12.11
41.45,-98.31,11.46
41.74,-98.27,13.36
42.02,-98.22,12.98
42.31,-98.18,9.66
42.60,-98.13,6.43
42.89,-98.09,6.47
43.17,-98.04,10.36
43.46,-97.99,10.93
43.75,-97.94,11.09
44.04,-97.89,10.59
44.33,-97.84,10.31
44.61,-97.79,9.06
44.90,-97.74,9.70
45.19,-97.69,12.07
45.48,-97.64,11.29
45.77,-97.59,10.84
46.06,-97.54,7.42
46.35,-97.48,10.74
46.64,-97.43,8.58
46.93,-97.37,3.17
47.21,-97.32,6.38
47.50,-97.26,12.68
47.79,-97.21,12.60
48.08,-97.15,12.75
48.37,-97.09,13.09
48.66,-97.03,13.81
48.95,-96.98,11.37
27.96,-99.73,1.98
28.24,-99.70,2.26
28.51,-99.67,1.23
28.78,-99.64,1.32
29.05,-99.60,1.64
29.33,-99.57,1.48
29.60,-99.54,1.86
29.88,-99.51,1.57
30.15,-99.48,1.18
30.43,-99.45,0.61
30.70,-99.41,0.79
30.98,-99.38,3.27
31.25,-99.35,0.96
31.53,-99.31,2.06
31.81,-99.28,2.32
32.09,-99.25,4.88
32.36,-99.21,2.23
32.64,-99.18,4.86
32.92,-99.14,2.95
33.20,-99.11,4.69
33.48,-99.07,6.53
33.76,-99.04,5.07
34.04,-99.00,5.68
34.32,-98.96,7.56
34.60,-98.93,7.94
34.88,-98.89,8.49
35.16,-98.85,5.56
35.44,-98.81,6.68
35.72,-98.78,4.86
36.01,-98.74,8.81
36.29,-98.70,1.42
36.57,-98.66,6.09
36.85,-98.62,4.27
37.14,-98.58,6.84
37.42,-98.54,8.24
37.70,-98.50,8.32
37.99,-98.46,10.54
38.27,-98.42,10.02
38.56,-98.37,6.86
38.84,-98.33,7.42
39.13,-98.29,6.69
39.41,-98.25,6.83
39.70,-98.20,6.99
39.98,-98.16,8.99
40.27,-98.11,11.75
40.56,-98.07,12.40
40.84,-98.02,12.57
41.13,-97.98,13.53
41.41,-97.93,12.96
41.70,-97.88,13.12
41.99,-97.84,12.61
42.28,-97.79,13.21
42.56,-97.74,11.48
42.85,-97.69,10.98
43.14,-97.64,10.88
43.43,-97.59,11.05
43.71,-97.54,11.31
44.00,-97.49,11.28
44.29,-97.44,11.56
44.58,-97.39,11.51
44.87,-97.34,11.35
45.15,-97.28,11.12
45.44,-97.23,12.01
45.73,-97.17,11.41
46.02,-97.12,6.95
46.31,-97.06,11.51
46.60,-97.01,12.76
46.89,-96.95,7.66
47.18,-96.89,13.24
47.46,-96.84,13.99
47.75,-96.78,11.80
48.04,-96.72,12.35
48.33,-96.66,12.83
48.62,-96.60,14.18
48.91,-96.54,12.70
27.39,-99.48,0.55
27.67,-99.45,0.76
27.94,-99.42,1.13
28.21,-99.39,1.12
28.48,-99.36,1.37
28.75,-99.32,1.80
29.03,-99.29,1.86
29.30,-99.26,2.54
29.57,-99.23,1.11
29.85,-99.19,1.67
30.12,-99.16,1.38
30.40,-99.13,1.41
30.67,-99.09,3.32
30.95,-99.06,3.02
31.23,-99.02,3.53
31.50,-98.99,3.91
31.78,-98.95,2.94
32.06,-98.92,6.23
32.33,-98.88,6.81
32.61,-98.85,3.87
32.89,-98.81,4.29
33.17,-98.77,7.09
33.45,-98.74,1.57
33.73,-98.70,5.05
34.01,-98.66,5.77
34.29,-98.62,6.80
34.57,-98.59,8.88
34.85,-98.55,5.05
35.13,-98.51,7.06
35.41,-98.47,7.03
35.69,-98.43,6.78
35.97,-98.39,3.39
36.26,-98.35,4.39
36.54,-98.31,4.58
36.82,-98.27,7.24
37.10,-98.23,9.67
37.39,-98.18,8.75
37.67,-98.14,9.23
37.96,-98.10,10.52
38.24,-98.05,11.11
38.52,-98.01,4.56
38.81,-97.97,5.12
39.09,-97.92,6.29
39.38,-97.88,9.78
39.66,-97.83,11.15
39.95,-97.79,7.09
40.23,-97.74,12.51
40.52,-97.69,13.15
40.81,-97.65,13.37
41.09,-97.60,13.66
41.38,-97.55,12.81
41.67,-97.50,12.62
41.95,-97.45,13.03
42.24,-97.40,13.05
42.53,-97.35,12.99
42.81,-97.30,11.60
43.10,-97.25,10.91
43.39,-97.20,12.20
43.68,-97.15,12.39
43.96,-97.09,11.97
44.25,-97.04,12.36
44.54,-96.98,12.08
44.83,-96.93,11.36
45.12,-96.87,11.77
45.40,-96.82,11.39
45.69,-96.76,11.16
45.98,-96.70,11.53
46.27,-96.65,11.57
46.56,-96.59,12.69
46.85,-96.53,12.14
47.14,-96.47,13.03
47.42,-96.41,13.10
47.71,-96.35,12.92
48.00,-96.29,13.28
48.29,-96.22,14.42
48.58,-96.16,14.15
48.87,-96.10,10.83
26.83,-99.24,0.88
27.10,-99.21,2.40
27.37,-99.18,1.93
27.64,-99.14,2.31
27.91,-99.11,2.58
28.18,-99.08,3.29
28.45,-99.05,3.57
28.72,-99.01,1.73
29.00,-98.98,3.14
29.27,-98.95,2.60
29.54,-98.91,1.46
29.82,-98.88,3.17
30.09,-98.84,1.94
30.37,-98.81,1.82
30.64,-98.77,2.93
30.92,-98.74,2.92
31.20,-98.70,3.87
31.47,-98.67,2.93
31.75,-98.63,4.22
32.03,-98.59,7.70
32.30,-98.55,7.76
32.58,-98.52,3.42
32.86,-98.48,3.73
33.14,-98.44,4.93
33.42,-98.40,5.94
33.70,-98.36,7.35
33.98,-98.33,5.86
34.26,-98.29,6.87
34.54,-98.25,8.23
34.82,-98.21,6.11
35.10,-98.17,9.18
35.38,-98.12,8.50
35.66,-98.08,9.67
35.94,-98.04,6.17
36.22,-98.00,3.80
36.51,-97.96,9.49
36.79,-97.91,9.71
37.07,-97.87,8.76
37.35,-97.83,10.32
37.64,-97.78,9.64
37.92,-97.74,11.20
38.20,-97.69,10.54
38.49,-97.65,7.66
38.77,-97.60,10.00
39.06,-97.56,6.54
39.34,-97.51,7.48
39.63,-97.46,9.04
39.91,-97.41,12.53
40.20,-97.37,6.41
40.48,-97.32,13.16
40.77,-97.27,12.66
41.06,-97.22,12.95
41.34,-97.17,13.12
41.63,-97.12,12.72
41.92,-97.07,12.56
42.20,-97.01,13.01
42.49,-96.96,13.28
42.78,-96.91,13.07
43.06,-96.86,12.57
43.35,-96.80,12.24
43.64,-96.75,12.52
43.93,-96.69,12.75
44.21,-96.64,13.77
44.50,-96.58,12.29
44.79,-96.52,13.09
45.08,-96.47,12.16
45.36,-96.41,12.49
45.65,-96.35,11.12
45.94,-96.29,13.88
46.23,-96.23,12.47
46.52,-96.17,13.21
46.81,-96.11,14.26
47.09,-96.05,14.18
47.38,-95.98,14.58
47.67,-95.92,13.94
47.96,-95.85,12.33
48.25,-95.79,10.68
48.54,-95.72,11.91
48.83,-95.66,11.40
26.53,-98.97,2.36
26.80,-98.94,1.68
27.07,-98.90,1.88
27.34,-98.87,2.51
27.61,-98.84,0.94
27.88,-98.80,2.31
28.15,-98.77,3.39
28.42,-98.74,1.88
28.70,-98.70,2.12
28.97,-98.67,3.74
29.24,-98.63,4.26
29.51,-98.60,2.57
29.79,-98.56,4.00
30.06,-98.53,4.17
30.34,-98.49,4.08
30.61,-98.45,4.03
30.89,-98.42,1.65
31.16,-98.38,2.40
31.44,-98.34,5.80
31.72,-98.30,5.35
31.99,-98.27,1.97
32.27,-98.23,5.07
32.55,-98.19,5.04
32.83,-98.15,5.10
33.11,-98.11,5.19
33.38,-98.07,5.48
33.66,-98.03,4.87
33.94,-97.99,7.97
34.22,-97.95,8.70
34.50,-97.91,8.37
34.78,-97.86,8.57
35.06,-97.82,8.95
35.34,-97.78,10.47
35.63,-97.74,9.76
35.91,-97.69,10.70
36.19,-97.65,8.32
36.47,-97.61,8.77
36.75,-97.56,10.11
37.04,-97.52,10.67
37.32,-97.47,11.63
37.60,-97.42,10.75
37.89,-97.38,11.38
38.17,-97.33,12.59
38.45,-97.28,10.74
38.74,-97.24,9.92
39.02,-97.19,7.98
39.31,-97.14,7.81
39.59,-97.09,8.57
39.88,-97.04,8.77
40.16,-96.99,13.00
40.45,-96.94,12.45
40.73,-96.89,13.00
41.02,-96.84,12.85
41.30,-96.79,13.27
41.59,-96.73,13.82
41.88,-96.68,13.31
42.16,-96.63,13.63
42.45,-96.57,13.00
42.74,-96.52,12.28
43.02,-96.46,13.54
43.31,-96.41,12.90
43.60,-96.35,12.53
43.88,-96.29,13.18
44.17,-96.24,13.23
44.46,-96.18,14.43
44.75,-96.12,12.86
45.03,-96.06,12.53
45.32,-96.00,12.88
45.61,-95.94,14.16
45.90,-95.88,13.29
46.19,-95.81,7.70
46.47,-95.75,9.24
46.76,-95.69,12.91
47.05,-95.62,14.74
47.34,-95.56,14.25
47.63,-95.49,13.27
47.92,-95.42,12.94
48.20,-95.36,12.28
48.49,-95.29,6.94
48.78,-95.22,13.62
26.50,-98.67,2.14
26.77,-98.64,0.96
27.04,-98.60,2.68
27.31,-98.57,2.34
27.58,-98.53,0.85
