# Deepak Jaiswal, David LeBauer, Dan Wang, Tim Wertin, and Steve Long, in prep. Please do not reuse prior to publication without consent of authors
"lat","lon","yield"
48.37,-116.92,12.45
48.66,-116.98,12.81
48.95,-117.04,11.18
32.42,-114.14,0.3
32.7,-114.17,0.16
32.98,-114.2,0.34
33.26,-114.23,0.66
33.54,-114.27,0.77
33.81,-114.3,0.37
34.1,-114.33,0.21
34.38,-114.36,0.17
34.66,-114.4,0.27
34.94,-114.43,0.83
35.22,-114.47,1.08
35.5,-114.5,0.36
35.78,-114.54,0.19
36.07,-114.57,0.74
36.35,-114.61,0.25
36.63,-114.64,0.34
36.91,-114.68,0.35
37.2,-114.72,3.55
37.48,-114.75,3.96
37.77,-114.79,7.16
38.05,-114.83,4.87
38.34,-114.87,8.67
38.62,-114.91,6.44
38.91,-114.94,6.52
39.19,-114.98,6.64
39.48,-115.02,6.28
39.76,-115.06,6.36
40.05,-115.1,7.06
40.33,-115.14,8.2
40.62,-115.19,9.65
40.91,-115.23,10.09
41.19,-115.27,9.87
41.48,-115.31,9.89
41.77,-115.36,10.06
42.06,-115.4,11.02
42.34,-115.44,7.14
42.63,-115.49,2.95
42.92,-115.53,4.36
43.21,-115.58,5.77
43.49,-115.62,11.44
43.78,-115.67,10.99
44.07,-115.72,11.95
44.36,-115.76,11.07
44.65,-115.81,11.89
44.94,-115.86,10.7
45.23,-115.91,10.85
45.52,-115.96,12.45
45.8,-116.01,11.25
46.09,-116.06,12.51
46.38,-116.11,13.35
46.67,-116.16,13.41
46.96,-116.21,12.79
47.25,-116.27,13.32
47.54,-116.32,12.94
47.83,-116.37,13.45
48.12,-116.43,13.53
48.41,-116.48,13.32
48.7,-116.54,12.12
48.99,-116.59,11.11
32.44,-113.81,0.24
32.72,-113.84,0.24
33,-113.87,0.15
33.28,-113.9,0.31
33.56,-113.93,0.23
33.84,-113.96,0.29
34.12,-113.99,0.18
34.4,-114.02,0.18
34.68,-114.06,0.58
34.97,-114.09,2.01
35.25,-114.12,0.38
35.53,-114.15,0.35
35.81,-114.19,1.1
36.09,-114.22,0.2
36.38,-114.26,0.2
36.66,-114.29,0.75
36.94,-114.33,0.37
37.23,-114.36,1.84
37.51,-114.4,6.39
37.8,-114.43,6.41
38.08,-114.47,7.6
38.36,-114.5,6.54
38.65,-114.54,6.55
38.93,-114.58,6.38
39.22,-114.62,7.73
39.51,-114.65,6.74
39.79,-114.69,6.09
40.08,-114.73,6.05
40.36,-114.77,6.32
40.65,-114.81,7.02
40.94,-114.85,8.13
41.23,-114.89,8.25
41.51,-114.93,10.1
41.8,-114.97,10.98
42.09,-115.01,11.04
42.37,-115.05,5.54
42.66,-115.1,3.06
42.95,-115.14,4.82
43.24,-115.18,10.67
43.53,-115.23,11.7
43.82,-115.27,10.72
44.1,-115.31,9.6
44.39,-115.36,9.98
44.68,-115.4,9.66
44.97,-115.45,10.07
45.26,-115.5,10.01
45.55,-115.54,11.05
45.84,-115.59,11.88
46.13,-115.64,12.4
46.42,-115.69,13.55
46.71,-115.74,11.85
47,-115.79,11.01
47.29,-115.84,13.34
47.58,-115.89,13.05
47.86,-115.94,13.4
48.15,-115.99,12.03
48.44,-116.05,10.43
48.73,-116.1,12.51
32.19,-113.45,0.25
32.47,-113.48,0.3
32.75,-113.51,0.14
33.03,-113.53,0.48
33.31,-113.56,0.16
33.59,-113.59,0.44
33.87,-113.62,0.22
34.15,-113.65,0.24
34.43,-113.68,0.22
34.71,-113.71,0.58
34.99,-113.75,3.07
35.27,-113.78,1.96
35.56,-113.81,1.77
35.84,-113.84,1.77
36.12,-113.87,2.5
36.4,-113.9,0.27
36.69,-113.94,0.64
36.97,-113.97,0.88
37.25,-114,0.72
37.54,-114.04,3.96
37.82,-114.07,6.08
38.11,-114.11,6.35
38.39,-114.14,7.77
38.68,-114.18,6.61
38.96,-114.21,8.05
39.25,-114.25,7.92
39.53,-114.28,8.34
39.82,-114.32,9.26
40.11,-114.36,6.53
40.39,-114.39,10.16
40.68,-114.43,10.22
40.97,-114.47,11.39
41.25,-114.51,7.37
41.54,-114.54,7.55
41.83,-114.58,8.08
42.12,-114.62,8.4
42.41,-114.66,7.05
42.69,-114.7,6.76
42.98,-114.74,6.71
43.27,-114.79,10.51
43.56,-114.83,10.91
43.85,-114.87,8.72
44.14,-114.91,8.97
44.42,-114.95,9.78
44.71,-115,10.24
45,-115.04,8.19
45.29,-115.09,10.06
45.58,-115.13,10.73
45.87,-115.18,11.54
46.16,-115.22,11.41
46.45,-115.27,12.7
46.74,-115.32,11.78
47.03,-115.36,12.02
47.32,-115.41,11.21
47.61,-115.46,12.98
47.9,-115.51,12.76
48.19,-115.56,10.57
48.48,-115.61,10.43
48.77,-115.66,12.63
32.21,-113.12,0.22
32.49,-113.15,0.46
32.77,-113.17,0.16
33.05,-113.2,0.26
33.33,-113.23,0.21
33.61,-113.26,0.63
33.89,-113.29,0.66
34.17,-113.31,0.36
34.45,-113.34,0.52
34.73,-113.37,0.5
35.02,-113.4,2.32
35.3,-113.43,1.34
35.58,-113.46,1.3
35.86,-113.49,2.9
36.15,-113.52,3.07
36.43,-113.55,5.32
36.71,-113.58,1.98
37,-113.61,0.51
37.28,-113.65,2.58
37.56,-113.68,10.22
37.85,-113.71,10.39
38.13,-113.74,8.7
38.42,-113.78,8.84
38.7,-113.81,9.51
38.99,-113.84,9.29
39.28,-113.88,9.4
39.56,-113.91,10.19
39.85,-113.95,7.86
40.13,-113.98,10.23
40.42,-114.02,9.32
40.71,-114.05,4.33
41,-114.09,3.85
41.28,-114.12,10.9
41.57,-114.16,7.55
41.86,-114.2,7.38
42.15,-114.24,11.62
42.43,-114.27,6.74
42.72,-114.31,6.77
43.01,-114.35,7.15
43.3,-114.39,10.74
43.59,-114.43,9.91
43.88,-114.47,9.75
44.17,-114.51,8.24
44.45,-114.55,8.5
44.74,-114.59,8.2
45.03,-114.63,11.07
45.32,-114.67,11.43
45.61,-114.72,10.76
45.9,-114.76,11.37
46.19,-114.8,10.96
46.48,-114.85,12.24
46.77,-114.89,11.77
47.06,-114.94,13.15
47.35,-114.98,12.04
47.64,-115.03,12.59
47.93,-115.08,12.77
48.22,-115.12,10.37
48.51,-115.17,11.15
48.8,-115.22,11.01
31.96,-112.76,0.4
32.24,-112.79,0.18
32.52,-112.82,0.18
32.79,-112.84,0.16
33.07,-112.87,0.16
33.35,-112.89,0.17
33.63,-112.92,0.22
33.91,-112.95,0.15
34.2,-112.97,3.93
34.48,-113,0.75
34.76,-113.03,4.24
35.04,-113.06,4.75
35.32,-113.09,2.55
35.6,-113.11,6.62
35.89,-113.14,2.66
36.17,-113.17,2.63
36.45,-113.2,4.89
36.74,-113.23,4.26
37.02,-113.26,3.7
37.31,-113.29,5.91
37.59,-113.32,7.9
37.87,-113.35,10.64
38.16,-113.38,6.21
38.44,-113.41,10.98
38.73,-113.44,9.44
39.02,-113.48,2.28
39.3,-113.51,11.03
39.59,-113.54,5.59
39.87,-113.57,4.27
40.16,-113.61,4.04
40.45,-113.64,4.58
40.73,-113.67,5.11
41.02,-113.71,7.71
41.31,-113.74,5.18
41.6,-113.78,10.19
41.89,-113.81,10.99
42.17,-113.85,10.87
42.46,-113.88,6.34
42.75,-113.92,6.15
43.04,-113.96,7.56
43.33,-113.99,10.84
43.62,-114.03,11.61
43.9,-114.07,7.71
44.19,-114.11,8.99
44.48,-114.14,8.85
44.77,-114.18,9.35
45.06,-114.22,11.36
45.35,-114.26,11.41
45.64,-114.3,11.8
45.93,-114.34,11.41
46.22,-114.39,11.67
46.51,-114.43,11.46
46.8,-114.47,12.85
47.09,-114.51,12.5
47.38,-114.56,11.59
47.67,-114.6,12.09
47.96,-114.64,10.17
48.25,-114.69,10.5
48.54,-114.73,10.83
48.83,-114.78,11.94
31.98,-112.44,0.16
32.26,-112.46,0.16
32.54,-112.48,0.27
32.82,-112.51,0.21
33.1,-112.53,0.14
33.38,-112.56,0.1
33.66,-112.58,0.27
33.94,-112.61,0.73
34.22,-112.63,2.48
34.5,-112.66,8.86
34.78,-112.69,3.63
35.06,-112.71,5.07
35.34,-112.74,4.31
35.63,-112.77,5.99
35.91,-112.79,3.21
36.19,-112.82,3.82
36.48,-112.85,6.4
36.76,-112.88,3.42
37.04,-112.9,6.94
37.33,-112.93,7.06
37.61,-112.96,11.04
37.9,-112.99,8.99
38.18,-113.02,10.91
38.47,-113.05,8.56
38.75,-113.08,2.27
39.04,-113.11,5.72
39.33,-113.14,9.47
39.61,-113.17,8.88
39.9,-113.2,3.39
40.19,-113.23,4.66
40.47,-113.26,7.53
40.76,-113.29,4.94
41.05,-113.33,5.58
41.33,-113.36,6.37
41.62,-113.39,6.65
41.91,-113.42,10.93
42.2,-113.46,9.67
42.49,-113.49,7.36
42.78,-113.53,6.03
43.06,-113.56,9.87
43.35,-113.6,10.2
43.64,-113.63,9.41
43.93,-113.67,10.61
44.22,-113.7,6.74
44.51,-113.74,9.05
44.8,-113.78,9.9
45.09,-113.81,10
45.38,-113.85,9.89
45.67,-113.89,10.61
45.96,-113.93,11.41
46.25,-113.97,10.96
46.54,-114.01,9.79
46.83,-114.05,12.9
47.12,-114.09,12.84
47.41,-114.13,13.14
47.7,-114.17,11.59
47.99,-114.21,12.73
48.28,-114.25,12.57
48.57,-114.29,11.87
48.86,-114.34,10.66
31.72,-112.09,0.15
32,-112.11,0.23
32.28,-112.13,0.23
32.56,-112.15,0.26
32.84,-112.18,0.23
33.12,-112.2,0.15
33.4,-112.22,0.15
33.68,-112.25,0.14
33.96,-112.27,0.17
34.24,-112.29,2.57
34.52,-112.32,3.67
34.8,-112.34,2.7
35.08,-112.37,5.27
35.37,-112.39,7.22
35.65,-112.42,5.38
35.93,-112.44,5.48
36.21,-112.47,5.32
36.5,-112.49,6.38
36.78,-112.52,6.99
37.07,-112.55,6.77
37.35,-112.57,9.03
37.63,-112.6,9.97
37.92,-112.63,10.42
38.21,-112.66,9.57
38.49,-112.68,8.95
38.78,-112.71,10.85
39.06,-112.74,5.33
39.35,-112.77,6.02
39.64,-112.8,4.34
39.92,-112.83,7.87
40.21,-112.85,6.22
40.5,-112.88,6.46
40.78,-112.91,4.09
41.07,-112.94,4.92
41.36,-112.97,6.4
41.65,-113.01,6.84
41.93,-113.04,10.34
42.22,-113.07,9.7
42.51,-113.1,9.81
42.8,-113.13,8.57
43.09,-113.16,7.76
43.38,-113.2,11.49
43.67,-113.23,10.39
43.96,-113.26,9.07
44.25,-113.3,9.66
44.54,-113.33,9.1
44.83,-113.37,11.59
45.12,-113.4,10.88
45.41,-113.44,7.93
45.69,-113.47,9.71
45.99,-113.51,10.49
46.28,-113.55,11.67
46.57,-113.58,11.67
46.86,-113.62,12.17
47.15,-113.66,11.19
47.44,-113.7,11.11
47.73,-113.74,10.25
48.02,-113.78,11.82
48.31,-113.82,11.24
48.6,-113.86,10.05
48.89,-113.9,9.74
31.74,-111.76,0.33
32.02,-111.78,0.43
32.3,-111.8,0.16
32.58,-111.82,0.11
32.85,-111.84,0.11
33.13,-111.87,0.16
33.41,-111.89,0.1
33.7,-111.91,0.13
33.98,-111.93,1.05
34.26,-111.95,1.24
34.54,-111.98,2.55
34.82,-112,3.94
35.1,-112.02,10.83
35.39,-112.05,10.5
35.67,-112.07,5.32
35.95,-112.09,8.39
36.23,-112.12,8.49
36.52,-112.14,10.66
36.8,-112.17,4.86
37.09,-112.19,6.56
37.37,-112.22,6.72
37.66,-112.24,9.81
37.94,-112.27,10.59
38.23,-112.29,10.24
38.51,-112.32,11.23
38.8,-112.34,7.75
39.08,-112.37,5.84
39.37,-112.4,6.32
39.66,-112.42,9.02
39.94,-112.45,7.41
40.23,-112.48,6.8
40.52,-112.51,10.97
40.81,-112.53,6.34
41.09,-112.56,6.56
41.67,-112.62,10.43
41.96,-112.65,10.66
42.25,-112.68,10.14
42.53,-112.71,11.02
42.82,-112.74,9
43.11,-112.77,7.81
43.4,-112.8,9.67
43.69,-112.83,10.35
43.98,-112.86,10.62
44.27,-112.89,8.14
44.56,-112.93,8.03
44.85,-112.96,7.09
45.14,-112.99,10.08
45.43,-113.02,8.55
45.72,-113.06,9.3
46.01,-113.09,11.45
46.3,-113.13,9.81
46.59,-113.16,11.91
46.88,-113.2,12.58
47.17,-113.23,12.63
47.46,-113.27,10.14
47.75,-113.3,10.23
48.04,-113.34,10.68
48.33,-113.38,9.72
48.62,-113.42,11.3
48.92,-113.45,9.87
31.48,-111.41,1.38
31.76,-111.43,1.06
32.03,-111.45,0.46
32.31,-111.47,0.19
32.59,-111.49,0.12
32.87,-111.51,0.14
33.15,-111.53,0.15
33.43,-111.55,0.1
33.71,-111.57,0.38
33.99,-111.59,1.13
34.28,-111.61,1.27
34.56,-111.63,3.72
34.84,-111.66,6.17
35.12,-111.68,10.12
35.4,-111.7,10.15
35.69,-111.72,1.61
35.97,-111.74,5.74
36.25,-111.77,2.52
36.54,-111.79,3.2
36.82,-111.81,2.23
37.11,-111.83,4.28
37.39,-111.86,9.26
37.67,-111.88,9.36
37.96,-111.9,12.11
38.25,-111.93,11.91
38.53,-111.95,10.61
38.82,-111.98,12.1
39.1,-112,9.94
39.39,-112.03,9.39
39.68,-112.05,5.84
39.96,-112.08,6.27
40.25,-112.1,11.24
40.54,-112.13,10.41
40.83,-112.15,11.37
41.11,-112.18,7.7
41.4,-112.21,10.58
41.69,-112.23,10.55
41.98,-112.26,10.32
42.27,-112.29,11.01
42.56,-112.32,11.4
42.84,-112.34,10.83
43.13,-112.37,10.77
43.42,-112.4,8.36
43.71,-112.43,9.94
44,-112.46,10.22
44.29,-112.49,10.98
44.58,-112.52,7.55
44.87,-112.55,9.33
45.16,-112.58,10.59
45.45,-112.61,10.44
45.74,-112.64,9.84
46.03,-112.67,9.49
46.32,-112.71,11.86
46.61,-112.74,11.26
46.9,-112.77,10.76
47.19,-112.8,9.22
47.49,-112.84,10.53
47.78,-112.87,9.69
48.07,-112.91,10.21
48.36,-112.94,9.69
48.65,-112.98,11.12
48.94,-113.01,8.05
31.49,-111.09,2.71
31.77,-111.1,0.63
32.05,-111.12,0.6
32.33,-111.14,0.29
32.61,-111.16,0.14
32.89,-111.18,0.14
33.17,-111.2,1.35
33.45,-111.22,0.38
33.73,-111.23,0.62
34.01,-111.25,0.64
34.29,-111.27,2.02
34.57,-111.29,7.26
34.86,-111.31,7.21
35.14,-111.33,4.45
35.42,-111.35,1.86
35.7,-111.37,1.46
35.99,-111.39,2.59
36.27,-111.41,2.79
36.55,-111.43,2.29
36.84,-111.46,0.92
37.12,-111.48,0.67
37.41,-111.5,3.29
37.69,-111.52,7
37.98,-111.54,7.61
38.26,-111.56,8.38
38.55,-111.59,10.57
38.84,-111.61,10.55
39.12,-111.63,8.96
39.41,-111.66,7.83
39.7,-111.68,9.78
39.98,-111.7,7.6
40.27,-111.73,9.88
40.56,-111.75,9.32
40.85,-111.77,6.99
41.13,-111.8,12.26
41.42,-111.82,11.9
41.71,-111.85,10.67
42,-111.87,11.39
42.29,-111.9,10.51
42.58,-111.92,9.86
42.86,-111.95,9.96
43.15,-111.98,9.63
43.44,-112,10.63
43.73,-112.03,8.79
44.02,-112.06,11.16
44.31,-112.08,10.89
44.6,-112.11,11.71
44.89,-112.14,10.06
45.18,-112.17,9.36
45.47,-112.2,11.81
45.76,-112.23,11.4
46.05,-112.26,10.25
46.34,-112.29,10.96
46.63,-112.32,9.43
46.93,-112.35,10.5
47.22,-112.38,10.31
47.51,-112.41,12.27
47.8,-112.44,11.45
48.09,-112.47,11.35
48.38,-112.5,10.31
48.67,-112.53,9.27
48.96,-112.57,9.47
31.51,-110.76,3.18
31.79,-110.78,1.02
32.07,-110.79,0.37
32.34,-110.81,0.32
32.62,-110.83,1.77
32.9,-110.84,1.37
33.18,-110.86,0.93
33.46,-110.88,0.97
33.74,-110.9,1.57
34.03,-110.91,3.61
34.31,-110.93,6.6
34.59,-110.95,9.44
34.87,-110.97,2.59
35.15,-110.99,0.3
35.44,-111.01,0.28
35.72,-111.02,0.89
36,-111.04,3
36.29,-111.06,2.73
36.57,-111.08,4.12
36.85,-111.1,1.99
37.14,-111.12,1.22
37.42,-111.14,2.17
37.71,-111.16,1.82
37.99,-111.18,4.87
38.28,-111.2,6.02
38.57,-111.22,4.15
38.85,-111.24,9.77
39.14,-111.26,8.04
39.43,-111.28,9.72
39.71,-111.31,9.62
40,-111.33,10.67
40.29,-111.35,10.91
40.58,-111.37,9.89
40.86,-111.39,12.29
41.15,-111.42,12.5
41.44,-111.44,11.89
41.73,-111.46,11.82
42.02,-111.48,10.98
42.31,-111.51,11.36
42.59,-111.53,11.63
42.88,-111.56,9.73
43.17,-111.58,10.71
43.46,-111.6,10.17
43.75,-111.63,9.26
44.04,-111.65,11.21
44.33,-111.68,12.18
44.62,-111.7,11.67
44.91,-111.73,11.17
45.2,-111.76,11.31
45.49,-111.78,10.22
45.78,-111.81,11.9
46.07,-111.84,8.64
46.36,-111.86,11.08
46.65,-111.89,7.28
46.95,-111.92,10.26
47.24,-111.95,9.2
47.53,-111.98,6.96
47.82,-112.01,10.11
48.11,-112.03,9.73
48.4,-112.06,6.55
48.69,-112.09,8.46
48.98,-112.12,9.17
31.52,-110.43,2.91
31.8,-110.45,0.41
32.08,-110.46,2.6
32.36,-110.48,1.33
32.64,-110.5,1.2
32.92,-110.51,0.83
33.2,-110.53,0.72
33.48,-110.54,6.78
33.76,-110.56,4.48
34.04,-110.57,4.17
34.32,-110.59,9.96
34.6,-110.61,4.47
34.89,-110.62,0.56
35.17,-110.64,3.36
35.45,-110.66,0.83
35.73,-110.68,3.65
36.02,-110.69,3.09
36.3,-110.71,3.81
36.59,-110.73,7.02
36.87,-110.74,6.99
37.15,-110.76,1.28
37.44,-110.78,1.61
37.72,-110.8,1.13
38.01,-110.82,5.7
38.3,-110.84,2.24
38.58,-110.86,6.21
38.87,-110.87,5.84
39.15,-110.89,7.87
39.44,-110.91,8.56
39.73,-110.93,10.72
40.02,-110.95,7.28
40.3,-110.97,9.42
40.59,-110.99,7.24
40.88,-111.01,9.44
41.17,-111.03,9.65
41.46,-111.05,11.74
41.74,-111.07,11.91
42.03,-111.1,10.6
42.32,-111.12,11.43
42.61,-111.14,10.63
42.9,-111.16,11.84
43.19,-111.18,11.89
43.48,-111.21,12.8
43.77,-111.23,12.83
44.06,-111.25,12.12
44.35,-111.27,12.96
44.64,-111.3,12.03
44.93,-111.32,10.62
45.22,-111.34,11.32
45.51,-111.37,11.23
45.8,-111.39,9.78
46.09,-111.42,7.32
46.38,-111.44,10.8
46.67,-111.47,10.09
46.96,-111.49,10.36
47.26,-111.52,9.41
47.55,-111.55,9.89
47.84,-111.57,8.73
48.13,-111.6,6.73
48.42,-111.63,7.2
48.71,-111.65,7.37
31.53,-110.11,1.05
31.81,-110.12,1.58
32.09,-110.14,0.62
32.37,-110.15,0.73
32.65,-110.16,2.8
32.93,-110.18,0.57
33.21,-110.19,0.86
33.49,-110.21,1.6
33.77,-110.22,3.72
34.05,-110.24,6.05
34.33,-110.25,8.87
34.62,-110.26,0.81
34.9,-110.28,0.6
35.18,-110.3,0.61
35.46,-110.31,5.73
35.75,-110.33,3.6
36.03,-110.34,7.9
36.31,-110.36,5.88
36.6,-110.37,5.49
36.88,-110.39,7.13
37.17,-110.41,1.43
37.45,-110.42,1.6
37.74,-110.44,4.53
38.02,-110.46,1.74
38.31,-110.47,1.72
38.6,-110.49,1.44
38.88,-110.51,3.11
39.17,-110.52,7.59
39.46,-110.54,7.06
39.74,-110.56,9.38
40.03,-110.58,7.78
40.32,-110.59,6.85
40.61,-110.61,6.34
40.89,-110.63,7.39
41.18,-110.65,11.95
41.47,-110.67,9.28
41.76,-110.69,9.11
42.05,-110.71,8.99
42.34,-110.73,10.24
42.63,-110.75,8.81
42.92,-110.77,9.08
43.2,-110.79,10.75
43.49,-110.81,10.03
43.78,-110.83,11.22
44.07,-110.85,12.29
44.36,-110.87,10.62
44.65,-110.89,10.36
44.95,-110.91,10.81
45.24,-110.93,10.24
45.53,-110.95,12.67
45.82,-110.98,11.32
46.11,-111,12.63
46.4,-111.02,8.97
46.69,-111.04,8.74
46.98,-111.07,9.49
47.27,-111.09,9.66
47.56,-111.11,7.45
47.85,-111.14,7.61
48.15,-111.16,6.01
48.44,-111.19,5.23
48.73,-111.21,6.59
31.55,-109.78,1.07
31.82,-109.79,0.65
32.1,-109.81,1.97
32.38,-109.82,1.14
32.66,-109.83,0.85
32.94,-109.84,1.17
33.22,-109.86,0.65
33.5,-109.87,3.6
33.78,-109.88,8.54
34.06,-109.9,9.88
34.35,-109.91,3.65
34.63,-109.92,3.93
34.91,-109.94,0.81
35.19,-109.95,4.08
35.48,-109.96,4.63
35.76,-109.98,8.14
36.04,-109.99,8.3
36.33,-110,6.13
36.61,-110.02,4.28
36.9,-110.03,1.64
37.18,-110.05,4.36
37.47,-110.06,5.2
37.75,-110.08,8.85
38.04,-110.09,2.1
38.32,-110.11,0.74
38.61,-110.12,3.69
38.9,-110.14,1.07
39.18,-110.15,4.01
39.47,-110.17,10.8
39.76,-110.19,6.88
40.04,-110.2,2.29
40.33,-110.22,5.1
40.62,-110.23,6.25
40.91,-110.25,5.75
41.2,-110.27,8.42
41.48,-110.28,8.11
41.77,-110.3,8.18
42.06,-110.32,8.33
42.35,-110.34,8.49
42.64,-110.35,7.23
42.93,-110.37,7.3
43.22,-110.39,8.65
43.51,-110.41,8.83
43.8,-110.42,10.22
44.09,-110.44,10.07
44.38,-110.46,10.26
44.67,-110.48,10.17
44.96,-110.5,8.51
45.25,-110.52,8.85
45.54,-110.54,10.69
45.83,-110.56,10.78
46.12,-110.58,9.62
46.41,-110.6,10.58
46.7,-110.62,9.78
47,-110.64,9.53
47.29,-110.66,9.51
47.58,-110.68,7.07
47.87,-110.7,6.48
48.16,-110.73,6.08
48.45,-110.75,5.01
48.74,-110.77,4.66
31.55,-109.46,0.54
31.83,-109.47,0.75
32.11,-109.48,1.55
32.39,-109.49,0.46
32.67,-109.5,1.03
32.95,-109.51,0.76
33.23,-109.52,0.86
33.51,-109.53,7.48
33.79,-109.54,8.79
34.07,-109.56,10.77
34.36,-109.57,4.05
34.64,-109.58,6.33
34.92,-109.59,5.29
35.2,-109.6,1.36
35.49,-109.62,3.78
35.77,-109.63,9.4
36.05,-109.64,5.22
36.34,-109.65,4.54
36.62,-109.66,2.14
36.91,-109.68,4.32
37.19,-109.69,1.41
37.48,-109.7,3.25
37.76,-109.72,7.61
38.05,-109.73,8.97
38.33,-109.74,2.3
38.62,-109.76,2.14
38.91,-109.77,3.52
39.19,-109.78,10.32
39.48,-109.8,7.66
39.77,-109.81,2.68
40.06,-109.83,4.23
40.34,-109.84,3.98
40.63,-109.85,9.8
40.92,-109.87,11.09
41.21,-109.88,8.12
41.5,-109.9,8.23
41.78,-109.91,8.95
42.07,-109.93,6.61
42.36,-109.94,8.28
42.65,-109.96,11.98
42.94,-109.97,10.42
43.23,-109.99,8.72
43.52,-110.01,9.13
43.81,-110.02,9.36
44.1,-110.04,9.39
44.39,-110.06,9.63
44.68,-110.07,9.27
44.97,-110.09,9.04
45.26,-110.11,9.35
45.55,-110.12,8.24
45.84,-110.14,8.56
46.14,-110.16,9.64
46.43,-110.18,6.82
46.72,-110.19,9.93
47.01,-110.21,8.58
47.3,-110.23,7.95
47.59,-110.25,7.48
47.88,-110.27,7.09
48.17,-110.29,6.86
48.47,-110.31,5.03
48.76,-110.33,5.44
31.56,-109.13,2.8
31.84,-109.14,3.32
32.12,-109.15,0.35
32.4,-109.16,0.81
32.68,-109.17,0.52
32.96,-109.18,1.3
33.24,-109.19,2.42
33.52,-109.2,3.74
33.8,-109.21,8.72
34.08,-109.22,7.47
34.37,-109.23,7.05
34.65,-109.24,4.58
34.93,-109.25,8.49
35.21,-109.26,6.16
35.5,-109.27,9.36
35.78,-109.28,9.36
36.06,-109.29,8.56
36.35,-109.3,8.4
36.63,-109.31,5.07
36.92,-109.32,2.79
37.2,-109.33,2.84
37.49,-109.34,1.89
37.77,-109.35,8.69
38.06,-109.37,10.69
38.34,-109.38,1.74
38.63,-109.39,11.31
38.92,-109.4,9.53
39.2,-109.41,6.92
39.49,-109.43,7.39
39.78,-109.44,6.41
40.07,-109.45,2.4
40.35,-109.46,7.65
40.64,-109.47,6.93
40.93,-109.49,11.18
41.22,-109.5,7.65
41.51,-109.51,8.05
41.8,-109.53,8.11
42.08,-109.54,7.45
42.37,-109.55,9.04
42.66,-109.57,12.13
42.95,-109.58,7.29
43.24,-109.59,10.49
43.53,-109.61,6.95
43.82,-109.62,5.69
44.11,-109.64,7.91
44.4,-109.65,8.8
44.69,-109.66,8.7
44.98,-109.68,7.64
45.27,-109.69,7.61
45.57,-109.71,9.28
45.86,-109.72,7.91
46.15,-109.74,7.98
46.44,-109.75,10.42
46.73,-109.77,10.36
47.02,-109.79,11.8
47.31,-109.8,10.89
47.6,-109.82,6.57
47.9,-109.83,6.45
48.19,-109.85,9.01
48.48,-109.87,4.89
48.77,-109.88,5.03
31.57,-108.8,0.98
31.85,-108.81,0.86
32.13,-108.82,0.35
32.41,-108.83,0.45
32.69,-108.83,0.42
32.97,-108.84,0.95
33.25,-108.85,1.63
33.53,-108.86,5.49
33.81,-108.87,4.64
34.09,-108.88,7.25
34.37,-108.88,4.87
34.66,-108.89,5.56
34.94,-108.9,5.62
35.22,-108.91,6.54
35.5,-108.92,5.56
35.79,-108.93,8.57
36.07,-108.94,6.53
36.36,-108.95,8.27
36.64,-108.96,2.88
36.92,-108.96,7.05
37.21,-108.97,0.87
37.49,-108.98,6.34
37.78,-108.99,9.91
38.07,-109,9.87
38.35,-109.01,6.69
38.64,-109.02,6.75
38.92,-109.03,8.75
39.21,-109.04,8.12
39.5,-109.05,10.75
39.79,-109.06,7.03
40.07,-109.07,5.06
40.36,-109.08,9.46
40.65,-109.09,9.47
40.94,-109.11,8.74
41.23,-109.12,8.03
41.52,-109.13,7.26
41.8,-109.14,8.18
42.09,-109.15,8.41
42.38,-109.16,9.24
42.67,-109.17,6.98
42.96,-109.18,11.9
43.25,-109.2,11.42
43.54,-109.21,9.44
43.83,-109.22,7.9
44.12,-109.23,7.2
44.41,-109.24,8.57
44.7,-109.26,6.88
44.99,-109.27,7.36
45.28,-109.28,9.49
45.57,-109.29,7.1
45.87,-109.31,7.92
46.16,-109.32,6.96
46.45,-109.33,5.86
46.74,-109.34,10.82
47.03,-109.36,9.58
47.32,-109.37,8.19
47.61,-109.39,7.48
47.91,-109.4,5.52
48.2,-109.41,8.25
48.49,-109.43,4.83
48.78,-109.44,4.9
31.58,-108.48,1.31
31.86,-108.48,0.52
32.13,-108.49,0.35
32.41,-108.49,1.73
32.69,-108.5,3.59
32.97,-108.51,1.42
33.25,-108.51,5.36
33.53,-108.52,6.45
33.82,-108.53,4.6
34.1,-108.54,9.14
34.38,-108.54,9.39
34.66,-108.55,6.11
34.94,-108.56,6.79
35.23,-108.56,5.5
35.51,-108.57,5.98
35.79,-108.58,6.54
36.08,-108.59,5.34
36.36,-108.59,4.74
36.65,-108.6,5.22
36.93,-108.61,4.81
37.22,-108.62,7.25
37.5,-108.62,10.43
37.79,-108.63,10.28
38.07,-108.64,8.37
38.36,-108.65,8.2
38.65,-108.66,11.81
38.93,-108.66,8.96
39.22,-108.67,5.16
39.51,-108.68,11.18
39.79,-108.69,8.71
40.08,-108.7,8.4
40.37,-108.71,9.26
40.66,-108.71,10.5
40.95,-108.72,8.63
41.23,-108.73,8.13
41.52,-108.74,7.56
41.81,-108.75,9.24
42.1,-108.76,8.65
42.39,-108.77,10.2
42.68,-108.78,9.82
42.97,-108.79,10.31
43.26,-108.8,10.42
43.55,-108.81,8.54
