"spp","D","H","THETA","R1","R2","R3","R4","R5","R6","R7","R8","Dia","Ht","Ca"
"CAAL27",1.26717172840301,1.11892575282578,-0.101989455398242,4.11,1.66,NA,NA,NA,NA,NA,NA,18.5,13.15,26.1481825141749
"CAAL27",0.505149978319906,0.523746466811564,0.438008655840636,1.46,0.99,NA,NA,NA,NA,NA,NA,3.2,3.34,4.71435247579318
"CAAL27",0.361727836017593,0.597695185925512,-0.161969327945056,1.03,0.49,NA,NA,NA,NA,NA,NA,2.3,3.96,1.81458391671346
"CAAL27",0.924279286061882,0.932980821923198,-0.414224288198046,3.29,2,NA,NA,NA,NA,NA,NA,8.4,8.57,21.9786607443305
"CAAL27",1.39619934709574,1.34772021703404,0.217285540420161,3.05,1.14,NA,NA,NA,NA,NA,NA,24.9,22.27,13.7885286964219
"CAAL27",0.826074802700826,1.01114736077580,-1.09083014822605,1.79,0.31,NA,NA,NA,NA,NA,NA,6.7,10.26,3.46360590058275
"CAAL27",0.681241237375587,0.79657433321043,1.79736172477672,1.9,1.07,NA,NA,NA,NA,NA,NA,4.8,6.26,6.92791865951255
"CAAL27",-0.0969100130080564,0.301029995663981,-0.405465108108164,1.67,0.79,NA,NA,NA,NA,NA,NA,0.8,2,4.752915525616
"CAAL27",1.52762990087134,1.40294882934440,0.114795729476648,4.9,1.33,NA,NA,NA,NA,NA,NA,33.7,25.29,30.4835803761288
"CAAL27",1.53147891704226,1.51864552433031,0.104912845135848,3.93,2.35,NA,NA,NA,NA,NA,NA,34,33.01,30.9748469273339
"CAAL27",1.3541084391474,1.38685552918472,0.0566421394521177,4.68,0.68,NA,NA,NA,NA,NA,NA,22.6,24.37,22.5641750751433
"CAAL27",1.02118929906994,1.13001194967190,0.995487773535348,3.87,1.95,NA,NA,NA,NA,NA,NA,10.5,13.49,26.6033207498637
"CAAL27",1.51188336097887,1.42160392686983,-0.505980066132468,7.48,1.63,NA,NA,NA,NA,NA,NA,32.5,26.4,65.1818429164974
"CAAL27",0.944482672150169,1.14581771449183,-0.0843960196236462,2.29,1.22,NA,NA,NA,NA,NA,NA,8.8,13.99,9.6761839128729
"CAAL27",1.33243845991561,1.46269740810172,-0.135285212246081,3.99,2.16,NA,NA,NA,NA,NA,NA,21.5,29.02,29.7057220351
"CAAL27",0.176091259055681,0.390935107103379,-0.463402945214384,0.82,0.23,NA,NA,NA,NA,NA,NA,1.5,2.46,0.865901475145687
"CAAL27",1.38381536598043,1.3933996952931,1.10617171991493,5.4,1.47,NA,NA,NA,NA,NA,NA,24.2,24.74,37.068358578053
"CAAL27",1.5910646070265,1.40397796366935,0.666636055011614,5.32,2.14,NA,NA,NA,NA,NA,NA,39,25.35,43.7086644301294
"CAAL27",1.63245729218472,1.4661258704182,0.348792721009254,5.49,2.91,NA,NA,NA,NA,NA,NA,42.9,29.25,55.417694409324
"CAAL27",1.17897694729317,1.29950729870049,0.0391419760956449,3.55,1.66,NA,NA,NA,NA,NA,NA,15.1,19.93,21.3189262870767
"CAAL27",1.47856649559384,1.40019248859258,0.481010538686805,5.2,1.61,NA,NA,NA,NA,NA,NA,30.1,25.13,36.4237037655364
"CAAL27",1.48995847942483,1.45331834004704,-0.0352149062910667,4.65,2.8,NA,NA,NA,NA,NA,NA,30.9,28.4,43.5915615639669
"CAAL27",1.63042787502502,1.38703370128236,0.537605099367259,8.02,4.08,NA,NA,NA,NA,NA,NA,42.7,24.38,114.990145103020
"CARYA",0.0413926851582251,0.214843848047698,-0.684014696996673,0.69,0.59,NA,NA,NA,NA,NA,NA,1.1,1.64,1.28679635091038
"CARYA",0.7481880270062,0.787460474518415,-1.79939309408313,1.72,-0.99,NA,NA,NA,NA,NA,NA,5.6,6.13,0.4185386812745
"CARYA",1.15228834438306,1.01452053875792,0.84361630997953,2.63,1.29,NA,NA,NA,NA,NA,NA,14.2,10.34,12.0687423380305
"CARYA",1.45024910831936,1.39093510710338,0.555306468362681,5.71,3.97,NA,NA,NA,NA,NA,NA,28.2,24.6,73.593692865933
"CARYA",1.60852603357719,1.43663963169266,0.615101087986087,7.79,5.46,NA,NA,NA,NA,NA,NA,40.6,27.33,137.886465061465
"CARYA",1.66181268553726,1.31889771462749,-0.140345072003453,7.22,4.92,NA,NA,NA,NA,NA,NA,45.9,20.84,115.751667162251
"CECA4",0.57978359661681,0.322219294733919,-0.2295744416445,2.16,1.1,NA,NA,NA,NA,NA,NA,3.8,2.1,8.34689752132272
"CECA4",0.724275869600789,1.01828430842653,1.13864345673355,5.08,1.98,NA,NA,NA,NA,NA,NA,5.3,10.43,39.1470718971171
"CECA4",0.986771734266245,1.001733712809,-0.664892512902346,4.93,-0.66,NA,NA,NA,NA,NA,NA,9.7,10.04,14.3200861734093
"CECA4",1.13987908640124,1.03582982525283,0.110609871543970,2.52,1.25,NA,NA,NA,NA,NA,NA,13.8,10.86,11.1627855565516
"CECA4",0.681241237375587,0.742725131304698,-0.695860886431541,2.55,2.12,NA,NA,NA,NA,NA,NA,4.8,5.53,17.1286700057186
"CECA4",1.26951294421792,0.914343157119441,-0.099961350980055,3.52,2.79,NA,NA,NA,NA,NA,NA,18.6,8.21,31.2714918136491
"CECA4",1.05690485133647,0.770852011642144,0.593063722002963,3.26,-0.17,NA,NA,NA,NA,NA,NA,11.4,5.9,7.49906020393518
"CECA4",1.11394335230684,1.06966809691160,1.11000193343247,3.99,1.49,NA,NA,NA,NA,NA,NA,13,11.74,23.5858210060907
"CECA4",-0.0969100130080564,0.149219112655380,-0.857450231851222,1.38,-0.25,NA,NA,NA,NA,NA,NA,0.8,1.41,1.00287491484220
"CECA4",1.23044892137827,0.8561244442423,0.896872646017053,9.57,1.39,NA,NA,NA,NA,NA,NA,17,7.18,94.343284024363
"CECA4",1.10720996964787,0.909020854211156,-0.683913504613,7.01,2,NA,NA,NA,NA,NA,NA,12.8,8.11,63.7587014444212
"CECA4",0.278753600952829,0.477121254719662,-1.38629436111989,1.71,0.87,NA,NA,NA,NA,NA,NA,1.9,3,5.22792433483878
"CECA4",0.477121254719662,0.555094448578319,-1.91756179405106,1.66,0.04,NA,NA,NA,NA,NA,NA,3,3.59,2.26980069221863
"CHVI3",0.681241237375587,0.770115294787102,1.14673153701231,1.87,1.1,NA,NA,NA,NA,NA,NA,4.8,5.89,6.92791865951255
"CHVI3",0.255272505103306,0.642464520242121,0.8224719766565,1.57,0.69,NA,NA,NA,NA,NA,NA,1.8,4.39,4.01149965936881
"CHVI3",0.301029995663981,0.47567118832443,0.0468312996840994,1.69,1.16,NA,NA,NA,NA,NA,NA,2,2.99,6.37939658219577
"CHVI3",0.278753600952829,0.396199347095736,-0.282998223139354,1.79,0.55,NA,NA,NA,NA,NA,NA,1.9,2.49,4.30052618349907
"CHVI3",0.255272505103306,0.298853076409707,-0.545822465803087,1.2,0.55,NA,NA,NA,NA,NA,NA,1.8,1.99,2.40528187540469
"CHVI3",0.278753600952829,0.495544337546448,0.0703164984174601,1.59,0.93,NA,NA,NA,NA,NA,NA,1.9,3.13,4.98759249683916
"CHVI3",0,0.292256071356476,-0.0816780310142672,0.74,0.56,NA,NA,NA,NA,NA,NA,1,1.96,1.32732289614169
"CHVI3",0.447158031342219,0.526339277389844,-0.460341718333999,1.53,0.44,NA,NA,NA,NA,NA,NA,2.8,3.36,3.04805173232916
"CHVI3",0.146128035678238,0.298853076409707,-0.633427945858323,1.67,0.32,NA,NA,NA,NA,NA,NA,1.4,1.99,3.11025526687024
"CHVI3",0.0791812460476248,0.474216264076255,0.161423439156338,1,0.56,NA,NA,NA,NA,NA,NA,1.2,2.98,1.91134497044403
"CHVI3",0.204119982655925,0.0969100130080564,0.405465108108164,2.03,-1.3,NA,NA,NA,NA,NA,NA,1.6,1.25,0.4185386812745
"CHVI3",0.322219294733919,0.298853076409707,-1.80945904632746,0.51,0.51,NA,NA,NA,NA,NA,NA,2.1,1.99,0.817128249198705
"CHVI3",0.230448921378274,0.48572142648158,-0.276253376628158,1.46,0.68,NA,NA,NA,NA,NA,NA,1.7,3.06,3.59680942909495
"COFL2",0.431363764158987,0.457881896733992,-0.933427014117142,1.94,0.69,NA,NA,NA,NA,NA,NA,2.7,2.87,5.43252055640381
"COFL2",1.14301480025410,1.08919836680515,-0.443616874072541,5.58,-0.2,NA,NA,NA,NA,NA,NA,13.9,12.28,22.7328786006411
"COFL2",0.602059991327962,0.502427119984433,-0.0755075525081452,2.52,1.14,NA,NA,NA,NA,NA,NA,4,3.18,10.5208796376069
"COFL2",1.02118929906994,0.69284691927723,0.339950500997538,3.22,-1.27,NA,NA,NA,NA,NA,NA,10.5,4.93,2.9864765163188
"COFL2",1.26481782300954,1.06258198422816,-0.0814302477879237,4.54,2.53,NA,NA,NA,NA,NA,NA,18.4,11.55,39.2580486576051
"COFL2",1.21218760440396,0.968949680981343,0.623054803739577,4.69,1.16,NA,NA,NA,NA,NA,NA,16.3,9.31,26.8782886468692
"COFL2",1.19589965240923,1.00945089579869,-0.303682413798222,4.17,1.58,NA,NA,NA,NA,NA,NA,15.7,10.22,25.9672267773281
"COFL2",0.869231719730976,0.952308009662125,-0.120681970352259,2.84,0.49,NA,NA,NA,NA,NA,NA,7.4,8.96,8.70920169409797
"COFL2",1.22271647114758,0.857332496431269,-0.570544858467613,3.51,1.2,NA,NA,NA,NA,NA,NA,16.7,7.2,17.4233513966253
"COFL2",1.27646180417324,1.11226976841727,0.434508775878684,3.95,2.5,NA,NA,NA,NA,NA,NA,18.9,12.95,32.6745270927423
"COFL2",1.16435285578444,0.957128197676813,-0.809734758811554,4.86,1.65,NA,NA,NA,NA,NA,NA,14.6,9.06,33.2852527046002
"COFL2",1.06445798922692,0.973589623427257,-0.358739993717502,1.84,0.71,NA,NA,NA,NA,NA,NA,11.6,9.41,5.10705155749191
"COFL2",0.716003343634799,0.671172842715083,-0.106710954755698,3.32,0.62,NA,NA,NA,NA,NA,NA,5.2,4.69,12.1922069293166
"COFL2",-0.0969100130080564,0.285557309007774,-2.47373334918988,0.84,0.72,NA,NA,NA,NA,NA,NA,0.8,1.93,1.91134497044403
"COFL2",1.11394335230684,0.795184589682424,-0.78845736036427,4.68,0.5,NA,NA,NA,NA,NA,NA,13,6.24,21.0741176795457
"COFL2",0.954242509439325,1.02978947083186,0.744005597793436,4.48,2.55,NA,NA,NA,NA,NA,NA,9,10.71,38.8150840934490
"COFL2",0.785329835010767,0.716003343634799,-0.224008977590639,2.12,1.76,NA,NA,NA,NA,NA,NA,6.1,5.2,11.8236981110505
"COFL2",0.255272505103306,0.418301291319745,-1.27995871130386,3.39,1.25,NA,NA,NA,NA,NA,NA,1.8,2.62,16.9093082986817
"DIVI5",1.16731733474818,1.08206693428511,0.798107616196432,2.11,1.25,NA,NA,NA,NA,NA,NA,14.7,12.08,8.86683110549183
"DIVI5",0.342422680822206,0.514547752660286,-0.0183491386681964,1.32,0.91,NA,NA,NA,NA,NA,NA,2.2,3.27,3.90570652675917
"DIVI5",0.322219294733919,0.340444114840118,-1.72923911224672,1.6,0.98,NA,NA,NA,NA,NA,NA,2.1,2.19,5.22792433483878
"DIVI5",-0.0457574905606751,0.243038048686294,-1.21639532432449,1.48,0.56,NA,NA,NA,NA,NA,NA,0.9,1.75,3.26851299679482
"DIVI5",0.431363764158987,0.447158031342219,-0.171850256926660,1.6,0.56,NA,NA,NA,NA,NA,NA,2.7,2.8,3.66435367114713
"DIVI5",1.29003461136252,1.20493352235414,0.128686340961323,3.88,1.44,NA,NA,NA,NA,NA,NA,19.5,16.03,22.2286529797399
"DIVI5",0.7481880270062,1.00603795499732,0.366983077884751,1.59,0.77,NA,NA,NA,NA,NA,NA,5.6,10.14,4.37435361085843
"DIVI5",0.204119982655925,0.442479769064449,2.2673564011103,1.01,0.8,NA,NA,NA,NA,NA,NA,1.6,2.77,2.57304292310638
"DIVI5",0.380211241711606,0.562292864456475,-0.65232518603969,1.71,0.55,NA,NA,NA,NA,NA,NA,2.4,3.65,4.01149965936881
"FAGR",0.380211241711606,0.301029995663981,5.29330482472449,3.48,1.06,NA,NA,NA,NA,NA,NA,2.4,2,16.1883127846828
"FAGR",0.204119982655925,0.445604203273598,0.876484481473735,1.73,0.96,NA,NA,NA,NA,NA,NA,1.6,2.79,5.68321965016028
"FAGR",0.176091259055681,0.262451089730429,1.75401914124521,1.77,0.53,NA,NA,NA,NA,NA,NA,1.5,1.83,4.1547562843725
"FAGR",0.591064607026499,0.720985744153739,1.94157174745671,2.61,1.37,NA,NA,NA,NA,NA,NA,3.9,5.26,12.4410210674809
"FAGR",0.732393759822969,0.740362689494244,2.65870432699906,2.68,1.37,NA,NA,NA,NA,NA,NA,5.4,5.5,12.8824933751267
"FAGR",0,0.387389826338729,1.48664233495417,1.25,0.54,NA,NA,NA,NA,NA,NA,1,2.44,2.51649425534176
"FAGR",0.462397997898956,0.619093330626743,1.48219468552677,2.14,1.58,NA,NA,NA,NA,NA,NA,2.9,4.16,10.8686539443593
"FAGR",-0.301029995663981,0.328379603438738,0.428995605518358,1.47,0.38,NA,NA,NA,NA,NA,NA,0.5,2.13,2.68802521422777
"FAGR",0.361727836017593,0.509202522331103,3.96714230464923,1.92,0.57,NA,NA,NA,NA,NA,NA,2.3,3.23,4.86954715288052
"FAGR",0.863322860120456,0.68930885912362,2.53237318702692,3.9,1.56,NA,NA,NA,NA,NA,NA,7.3,4.89,23.4139758879394
"FAGR",0.633468455579587,0.64640372622307,2.58703614486438,2.71,1.78,NA,NA,NA,NA,NA,NA,4.3,4.43,15.8337055139089
"FRAM2",1.53147891704226,1.39689644914252,-0.266195958646760,4.84,3.23,NA,NA,NA,NA,NA,NA,34,24.94,51.1489768514425
"FRAM2",1.14612803567824,1.19033169817029,0.595019969495639,4.68,2.28,NA,NA,NA,NA,NA,NA,14,15.5,38.0459436720338
"FRAM2",1.58883172559421,1.44793286559218,-0.0135474442733813,5.43,2.35,NA,NA,NA,NA,NA,NA,38.8,28.05,47.5388941933861
"FRAM2",0.397940008672038,0.60530504614111,-1.21800433513019,3.22,-0.2,NA,NA,NA,NA,NA,NA,2.5,4.03,7.16314540945009
"FRAM2",-0.221848749616356,0.287801729930226,-0.206920715807323,1.39,0.31,NA,NA,NA,NA,NA,NA,0.6,1.94,2.26980069221863
"FRAM2",0.672097857935718,0.94546858513182,-0.324821619401238,2.69,0,NA,NA,NA,NA,NA,NA,4.7,8.82,5.68321965016028
"FRAM2",0.0791812460476248,0.472756449317212,-0.264151575041587,0.76,0.28,NA,NA,NA,NA,NA,NA,1.2,2.97,0.84948665353068
"FRAM2",0.869231719730976,1.01283722470517,-0.0349550150335764,3.82,2.42,NA,NA,NA,NA,NA,NA,7.4,10.3,30.5815195271045
"FRAM2",1,0.912222056532416,-0.129925422482109,2.05,0.95,NA,NA,NA,NA,NA,NA,10,8.17,7.06858347057703
"FRAM2",1.56110138364906,1.45009507587160,-0.158543394995257,7.22,4.71,NA,NA,NA,NA,NA,NA,36.4,28.19,111.781715065725
"FRAM2",1.39794000867204,1.46553155697355,0.0513635659873125,6.03,0.59,NA,NA,NA,NA,NA,NA,25,29.21,34.4196032719951
"FRAM2",1.4983105537896,1.47813342810052,0.0605439278482648,6.08,1.13,NA,NA,NA,NA,NA,NA,31.5,30.07,40.8282166658693
"FRAM2",1.32221929473392,1.28239550474253,0.645759674087741,3.74,1.24,NA,NA,NA,NA,NA,NA,21,19.16,19.4781886115221
"FRAM2",1.52244423350632,1.28148788794008,-0.587461249995245,7.19,3.67,NA,NA,NA,NA,NA,NA,33.3,19.12,92.6295452318297
"FRAM2",1.47275644931721,1.36002508918940,0.397105982566864,4.77,0.99,NA,NA,NA,NA,NA,NA,29.7,22.91,26.0576261059352
"FRAM2",1.49968708261840,1.39058187855044,0.373694947111821,4.65,1.74,NA,NA,NA,NA,NA,NA,31.6,24.58,32.0694563476610
"FRAM2",1.25285303097989,1.29710365014926,1.03634051785424,1.91,0.67,NA,NA,NA,NA,NA,NA,17.9,19.82,5.22792433483878
"ILOP",0.414973347970818,0.440909082065218,0.581029882439239,1.27,0.7,NA,NA,NA,NA,NA,NA,2.6,2.76,3.04805173232916
"ILOP",1.17897694729317,0.903089986991944,-0.0550138708777885,3.04,2.05,NA,NA,NA,NA,NA,NA,15.1,8,20.3481741571174
"ILOP",0.342422680822206,0.399673721481038,0.23211222129697,1.43,0.92,NA,NA,NA,NA,NA,NA,2.2,2.51,4.33736135736241
"ILOP",0.414973347970818,0.354108439147401,-0.195308752320766,1.17,0.52,NA,NA,NA,NA,NA,NA,2.6,2.26,2.24317569447945
"ILOP",0,0.376576957056512,-0.569533224592769,1.05,0.98,NA,NA,NA,NA,NA,NA,1,2.38,3.23654729154455
"ILOP",0.602059991327962,0.53655844257153,-0.210071469746857,1.21,0.48,NA,NA,NA,NA,NA,NA,4,3.44,2.24317569447945
"ILOP",0.414973347970818,0.655138434811382,0.285101425858289,1.87,1.29,NA,NA,NA,NA,NA,NA,2.6,4.52,7.84267190042156
"ILOP",0.477121254719662,0.167317334748176,-0.343473432080196,3.87,0.6,NA,NA,NA,NA,NA,NA,3,1.47,15.6929621630281
"ILOP",0.0791812460476248,0.250420002308894,1.08368663845143,1.11,0.56,NA,NA,NA,NA,NA,NA,1.2,1.78,2.19039693789914
"ILOP",1.20682587603185,0.926342446625655,0.403490773804447,4.53,2.4,NA,NA,NA,NA,NA,NA,16.1,8.44,37.7186682573461
"ILOP",0.397940008672038,0.462397997898956,1.72114190201410,1.46,0.81,NA,NA,NA,NA,NA,NA,2.5,2.9,4.04707819617071
"ILOP",0.380211241711606,0.367355921026019,-1.69968479028188,1.5,1.33,NA,NA,NA,NA,NA,NA,2.4,2.33,6.29017535083382
