# VanLoocke, Andy, Tracy E. Twine, Marcelo Zeri, and Carl J. Bernacchi. "A regional comparison of water use efficiency for miscanthus, switchgrass and maize." Agricultural and Forest Meteorology 164 (2012): 82-95. http://dx.doi.org/10.1016/j.agrformet.2012.05.016
"lat","lon","aet"
-97.75,39.25,403.556331633823
-97.25,39.25,453.689972023945
-96.75,39.25,473.453024207614
-96.25,39.25,438.711794412695
-95.75,39.25,429.261527917319
-95.25,39.25,348.371625097468
-94.75,39.25,426.06982405344
-94.25,39.25,430.597077115905
-93.75,39.25,451.95436062105
-93.25,39.25,450.875171868596
-92.75,39.25,380.032425750105
-92.25,39.25,407.057961780578
-91.75,39.25,387.547381927725
-91.25,39.25,391.173920568224
-88.25,39.25,363.979299010032
-84.75,39.25,351.701924823166
-84.25,39.25,340.474218745105
-83.75,39.25,336.31384841635
-83.25,39.25,344.980722498403
-82.75,39.25,354.384004524531
-82.25,39.25,361.955883289455
-81.75,39.25,363.195283511188
-81.25,39.25,375.936541184667
-80.75,39.25,386.426750512503
-80.25,39.25,379.365381044721
-104.25,39.75,377.766485854518
-103.75,39.75,354.983460346935
-103.25,39.75,390.06800963881
-102.75,39.75,384.425978286657
-102.25,39.75,362.324401842896
-101.75,39.75,371.692567389924
-101.25,39.75,350.282822693931
-100.75,39.75,352.232783159707
-100.25,39.75,393.186035936
-99.75,39.75,409.809518613911
-99.25,39.75,386.340982294874
-98.75,39.75,397.125645089109
-98.25,39.75,399.664036245784
-97.75,39.75,397.389665419119
-97.25,39.75,444.540015591774
-96.75,39.75,456.413594186772
-96.25,39.75,426.430189326406
-95.75,39.75,337.709979256615
-95.25,39.75,385.745139671955
-94.75,39.75,320.6605049395
-94.25,39.75,398.478471009061
-93.75,39.75,349.931003357284
-93.25,39.75,322.747459672624
-92.75,39.75,386.736321571749
-92.25,39.75,510.976239392767
-91.75,39.75,417.173336797394
-91.25,39.75,400.817908938508
-90.75,39.75,406.355795087526
-89.75,39.75,378.741648047231
-89.25,39.75,427.442805621773
-88.75,39.75,277.688131514238
-88.25,39.75,352.94240736973
-87.75,39.75,368.997243059188
-85.75,39.75,371.087096906034
-85.25,39.75,361.993698185222
-84.25,39.75,343.082990271272
-83.75,39.75,342.15594784118
-83.25,39.75,357.730503626051
-82.75,39.75,355.84159374726
-82.25,39.75,356.062821731321
-81.75,39.75,370.457299349626
-81.25,39.75,389.861676745022
-80.75,39.75,397.138196423679
-80.25,39.75,387.365431617596
-104.25,40.25,373.631063736044
-103.75,40.25,362.492691157153
-103.25,40.25,373.266158272185
-102.75,40.25,387.403208014264
-102.25,40.25,324.914692796534
-101.75,40.25,390.251500872546
-101.25,40.25,390.977888929576
-100.75,40.25,364.776301394682
-100.25,40.25,396.703717314173
-99.75,40.25,406.604455163237
-99.25,40.25,417.198372535771
-98.75,40.25,402.487918200961
-98.25,40.25,409.118662831606
-97.75,40.25,423.868998482198
-97.25,40.25,301.358655604767
-96.75,40.25,433.906255859416
-96.25,40.25,451.645673768486
-95.75,40.25,395.569502454266
-95.25,40.25,408.303680542624
-94.75,40.25,410.26338405814
-94.25,40.25,405.60849106079
-93.75,40.25,408.58654012857
-93.25,40.25,403.207243265468
-92.75,40.25,455.154370674398
-92.25,40.25,384.000697341166
-91.75,40.25,329.04528137602
-91.25,40.25,369.560861022328
-90.75,40.25,365.267567424919
-90.25,40.25,348.442858004302
-89.75,40.25,333.604675759794
-89.25,40.25,330.293957487738
-88.75,40.25,346.087155539775
-88.25,40.25,359.332540704636
-87.75,40.25,360.287681699614
-87.25,40.25,358.028655511211
-86.75,40.25,297.096171925019
-86.25,40.25,295.230429419782
-85.75,40.25,292.028881708044
-85.25,40.25,286.014941207366
-84.75,40.25,276.753251346527
-84.25,40.25,361.61724841065
-83.75,40.25,367.441715794041
-83.25,40.25,372.232016838854
-82.75,40.25,364.542502304092
-82.25,40.25,361.718578331405
-81.75,40.25,368.319851937995
-81.25,40.25,390.991476084921
-80.75,40.25,398.464549301323
-80.25,40.25,393.495120568448
-104.25,40.75,342.853150334209
-103.75,40.75,314.442595459055
-103.25,40.75,361.33552396507
-102.75,40.75,323.734761268599
-102.25,40.75,325.90144024085
-101.75,40.75,334.441002264619
-101.25,40.75,335.651815325546
-100.75,40.75,404.678303200169
-100.25,40.75,401.435142166301
-99.75,40.75,413.087757389992
-99.25,40.75,426.262744025385
-98.75,40.75,405.105151731346
-98.25,40.75,407.741932333331
-97.75,40.75,385.402071848046
-97.25,40.75,376.170307273977
-96.75,40.75,435.750698426738
-96.25,40.75,445.46501085622
-95.75,40.75,440.70643166732
-95.25,40.75,451.628714111866
-94.75,40.75,463.753174298443
-94.25,40.75,415.389561177697
-93.75,40.75,413.92870086222
-93.25,40.75,426.022939525312
-92.75,40.75,355.188804729929
-92.25,40.75,407.016212183982
-91.75,40.75,390.847123282962
-91.25,40.75,418.524439985864
-90.75,40.75,402.022716996144
-90.25,40.75,386.003680049645
-89.75,40.75,293.016386456788
-89.25,40.75,330.546418137033
-88.75,40.75,326.441901885089
-88.25,40.75,287.637169976253
-87.75,40.75,372.55745443856
-87.25,40.75,374.149972691244
-86.75,40.75,398.318108589665
-82.25,40.75,367.11729222443
-81.75,40.75,369.052299954928
-80.25,40.75,398.325274712639
-104.25,41.25,356.52766943723
-103.75,41.25,355.196654054336
-103.25,41.25,316.865897792508
-102.75,41.25,332.727727582911
-102.25,41.25,343.877196522852
-101.75,41.25,346.057060203399
-101.25,41.25,348.073143992107
-100.75,41.25,415.079623346915
-100.25,41.25,423.630036221206
-99.75,41.25,446.799131228821
-99.25,41.25,433.254795591813
-98.75,41.25,440.343304779672
-98.25,41.25,453.333247283939
-97.75,41.25,407.885342312802
-97.25,41.25,373.451822633506
-96.75,41.25,437.599356683204
-96.25,41.25,413.204188635573
-95.75,41.25,421.066918426281
-95.25,41.25,462.91091888072
-94.75,41.25,473.732578881783
-94.25,41.25,499.536156213377
-93.75,41.25,507.889245843515
-93.25,41.25,366.039093822706
-92.75,41.25,479.660495786928
-92.25,41.25,458.380287842825
-91.75,41.25,401.65198356472
-91.25,41.25,431.157601940517
-90.75,41.25,428.509192525118
-90.25,41.25,392.432357046288
-89.75,41.25,382.409602182335
-89.25,41.25,290.783257893054
-88.75,41.25,330.218643579865
-88.25,41.25,278.838545870676
-87.75,41.25,331.945185488206
-85.25,41.25,388.369134811277
-84.75,41.25,288.606633060845
-84.25,41.25,282.026927319355
-83.75,41.25,381.557117701304
-104.25,41.75,353.397794128396
-103.75,41.75,379.499476731289
-103.25,41.75,374.218951596413
-102.75,41.75,333.269500300288
-102.25,41.75,348.637640266841
-101.75,41.75,402.17047544173
-101.25,41.75,412.442255631555
-100.75,41.75,424.311466684798
-100.25,41.75,438.432830116537
-99.75,41.75,450.484037409129
-99.25,41.75,442.629562702874
-98.75,41.75,450.019501683762
-98.25,41.75,445.779558561248
-97.75,41.75,387.562302074657
-97.25,41.75,397.625032871962
-96.75,41.75,461.998750119637
-96.25,41.75,407.672112020198
-95.75,41.75,416.901789487572
-95.25,41.75,436.714861528366
-94.75,41.75,473.956290367059
-94.25,41.75,479.469740531058
-93.75,41.75,518.134574214462
-93.25,41.75,486.257884728373
-92.75,41.75,479.769805520307
-92.25,41.75,483.370854025896
-91.75,41.75,406.644777916837
-91.25,41.75,328.21174078247
-90.75,41.75,446.661271833582
-90.25,41.75,426.939757885877
-89.75,41.75,412.002209180695
-89.25,41.75,341.811677253834
-88.75,41.75,382.991005273856
-88.25,41.75,399.290914582263
-87.75,41.75,407.724129430717
-85.75,41.75,296.338328753191
-85.25,41.75,285.887244251557
-84.75,41.75,281.456433608662
-84.25,41.75,279.62750182212
-83.75,41.75,283.591366385983
-81.25,41.75,379.595765304985
-80.75,41.75,395.293621361954
-104.25,42.25,360.783064244315
-103.75,42.25,360.841442573641
-103.25,42.25,372.602445922093
-102.75,42.25,381.927884816425
-102.25,42.25,397.987868490076
-101.75,42.25,415.926989454107
-101.25,42.25,426.219146939111
-100.75,42.25,434.385205343598
-100.25,42.25,443.115815257421
-99.75,42.25,459.509165552081
-99.25,42.25,453.534449078841
-98.75,42.25,455.949179500574
-98.25,42.25,467.6259020078
-97.75,42.25,473.329657332652
-97.25,42.25,414.511131589767
-96.75,42.25,464.866502332813
-96.25,42.25,444.578170288238
-95.75,42.25,457.718812063802
-95.25,42.25,443.30621530296
-94.75,42.25,463.87409093813
-94.25,42.25,506.685949655715
-93.75,42.25,524.540400461206
-93.25,42.25,515.672989585553
-92.75,42.25,508.710385353887
-92.25,42.25,506.317561805598
-91.75,42.25,482.639798523393
-91.25,42.25,497.823849180597
-90.75,42.25,342.359724705108
-90.25,42.25,319.514421063825
-89.75,42.25,305.967777469647
-89.25,42.25,291.961091262929
-88.75,42.25,442.468408375513
-88.25,42.25,488.092362188152
-87.75,42.25,480.506863498435
-86.25,42.25,317.560201979853
-85.75,42.25,307.763816172053
-85.25,42.25,290.726411161188
-84.75,42.25,285.693653646449
-84.25,42.25,283.994798167609
-83.75,42.25,289.481085219304
-81.25,42.25,382.163409591893
-80.75,42.25,387.261390116415
-80.25,42.25,387.721715828404
-104.25,42.75,353.366136515513
-103.75,42.75,361.253615151625
-103.25,42.75,399.373099965509
-102.75,42.75,396.699209785089
-102.25,42.75,406.59509962413
-101.75,42.75,415.09663878024
-101.25,42.75,422.444649956335
-100.75,42.75,436.481009256444
-100.25,42.75,454.349137623096
-99.75,42.75,461.282768643199
-99.25,42.75,459.138523288886
-98.75,42.75,474.253132979531
-98.25,42.75,459.041387964813
-97.75,42.75,474.237033640966
-97.25,42.75,459.672168590827
-96.75,42.75,489.071330310719
-96.25,42.75,470.629112705705
-95.75,42.75,458.507562368643
-95.25,42.75,462.236582471523
-94.75,42.75,463.967995232902
-94.25,42.75,497.215954051353
-93.75,42.75,499.873214078048
-93.25,42.75,511.592600165655
-92.75,42.75,486.533444299304
-92.25,42.75,501.000358821359
-91.75,42.75,508.568630288704
-91.25,42.75,474.41187139973
-90.75,42.75,446.573037462105
-90.25,42.75,433.852704072691
-89.75,42.75,332.231536478153
-89.25,42.75,336.994436144945
-88.75,42.75,499.774724178482
-88.25,42.75,473.268689213233
-87.75,42.75,439.475230142358
-86.25,42.75,315.192900080932
-85.75,42.75,308.233391812864
-85.25,42.75,331.965014591886
-84.75,42.75,303.010151085327
-84.25,42.75,298.244591859868
-83.75,42.75,417.353121980559
-83.25,42.75,407.173442628467
-82.75,42.75,417.387151545612
-81.75,42.75,415.226108443982
-81.25,42.75,398.29506975878
-80.75,42.75,391.598392122542
-80.25,42.75,395.329219941195
-104.25,43.25,360.61404872546
-103.75,43.25,382.170331912348
-103.25,43.25,408.769403134458
-102.75,43.25,363.98981777532
-102.25,43.25,360.618102955166
-101.75,43.25,365.170223959547
-101.25,43.25,304.10114730068
-100.75,43.25,357.274592868867
-100.25,43.25,363.686024940573
-99.75,43.25,464.121214776183
-99.25,43.25,475.109322848846
-98.75,43.25,501.38377931885
-98.25,43.25,498.332862866191
-97.75,43.25,472.808384891774
-97.25,43.25,469.18907095911
-96.75,43.25,495.212724935496
-96.25,43.25,468.518153482466
-95.75,43.25,465.447126290266
-95.25,43.25,453.886113655055
-94.75,43.25,476.406550562708
-94.25,43.25,496.856506932876
-93.75,43.25,502.341692538233
-93.25,43.25,507.978080923669
-92.75,43.25,498.722438498022
-92.25,43.25,488.740435607266
-91.75,43.25,543.392912665091
-91.25,43.25,549.297063927399
-90.75,43.25,465.014604910277
-90.25,43.25,444.464665285661
-89.75,43.25,432.079508060648
-89.25,43.25,477.273983699386
-88.75,43.25,500.119684247053
-88.25,43.25,480.39101710447
-86.25,43.25,312.855714880541
-85.75,43.25,408.642880308325
-85.25,43.25,350.333269051509
-84.75,43.25,443.591070939787
-84.25,43.25,438.747447993577
-83.75,43.25,447.671947829891
-83.25,43.25,429.308172708912
-82.75,43.25,450.698013636647
-81.75,43.25,434.324815819768
-81.25,43.25,408.87022814207
-80.75,43.25,407.702357745264
-80.25,43.25,423.900667551643
-104.25,43.75,296.867569585913
-103.75,43.75,325.339624767716
-103.25,43.75,402.345337752602
-102.75,43.75,342.858877386083
-102.25,43.75,293.920890209556
-101.75,43.75,291.535456798156
-101.25,43.75,306.452233902877
-100.75,43.75,326.070467189129
-100.25,43.75,334.718148815678
-99.75,43.75,336.232225233456
-99.25,43.75,334.265197346918
-98.75,43.75,346.402622036287
-98.25,43.75,500.284486527089
-97.75,43.75,495.777512050845
-97.25,43.75,509.434898800915
-96.75,43.75,512.654831582215
-96.25,43.75,472.811483301572
-95.75,43.75,472.535958539171
-95.25,43.75,469.35665766825
-94.75,43.75,493.182915571495
-94.25,43.75,511.626186927038
-93.75,43.75,486.380036542658
-93.25,43.75,519.872855921276
-92.75,43.75,514.20054745744
-92.25,43.75,500.253817081277
-91.75,43.75,490.711226574436
-91.25,43.75,563.997134807985
-90.75,43.75,554.057327030692
-90.25,43.75,549.979884522269
-89.75,43.75,555.429182342137
-89.25,43.75,502.965708632371
-88.75,43.75,499.619013183867
-88.25,43.75,515.263858208935
-87.75,43.75,460.499752786825
-86.25,43.75,455.250149169471
-85.75,43.75,332.243479446377
-85.25,43.75,457.384951189393
-84.75,43.75,442.608204730321
-84.25,43.75,453.409736254893
-83.75,43.75,467.611796441866
-83.25,43.75,457.540594231134
-82.75,43.75,372.442311828985
-82.25,43.75,450.536616900295
-81.75,43.75,452.118836615613
-81.25,43.75,412.546202461002
-80.75,43.75,423.956304027975
-80.25,43.75,429.299879701633
-104.25,44.25,300.383911391371
-103.75,44.25,322.326942369575
-103.25,44.25,339.601475501026
-102.75,44.25,296.346961458406
-102.25,44.25,294.501721879467
-101.75,44.25,296.689912148053
-101.25,44.25,317.816975293958
-100.75,44.25,331.202230343581
-100.25,44.25,338.073200604878
-99.75,44.25,341.09310780972
-99.25,44.25,348.02797931747
-98.75,44.25,352.796020970331
-98.25,44.25,347.247221457743
-97.75,44.25,350.489397544356
-97.25,44.25,460.158397451974
-96.75,44.25,516.482704154623
-96.25,44.25,529.027504957747
-95.75,44.25,523.451279912842
-95.25,44.25,545.27622094145
-94.75,44.25,534.643517952994
-94.25,44.25,538.003711483878
-93.75,44.25,538.548747574911
-93.25,44.25,532.487424365383
-92.75,44.25,563.250241406495
-92.25,44.25,541.371272837394
-91.75,44.25,525.168226216687
-91.25,44.25,583.122291037114
-90.75,44.25,582.063798754243
-90.25,44.25,572.622609740705
-89.75,44.25,532.564017241879
-89.25,44.25,541.574797807611
-88.75,44.25,525.65309303347
-88.25,44.25,573.04923714709
-87.75,44.25,510.503922575823
-86.25,44.25,507.76871897775
-85.75,44.25,470.959181568003
-85.25,44.25,448.843919818755
-84.75,44.25,413.598615764349
-84.25,44.25,347.761878694448
-83.75,44.25,511.342991484911
-83.25,44.25,489.121603281965
-82.75,44.25,474.353265125479
-82.25,44.25,471.681401595357
-104.25,44.75,368.768271332607
-103.75,44.75,326.963472293108
-103.25,44.75,289.160725614231
-102.75,44.75,302.11545655597
-102.25,44.75,307.009482313908
-101.75,44.75,312.770384921227
-101.25,44.75,322.845546103781
-100.75,44.75,332.991761796642
-100.25,44.75,341.638965612743
-99.75,44.75,339.512857010122
-99.25,44.75,355.231148955878
-98.75,44.75,361.338656132517
-98.25,44.75,508.946425559814
-97.75,44.75,524.517039438302
-97.25,44.75,534.025458873199
-96.75,44.75,513.354716377566
-96.25,44.75,550.613375554385
-95.75,44.75,553.6435401864
-95.25,44.75,570.075751953758
-94.75,44.75,574.896833126844
-94.25,44.75,515.940584896918
-93.75,44.75,529.211943022179
-93.25,44.75,596.594044783385
-92.75,44.75,584.941150328144
-92.25,44.75,594.131578715635
-91.75,44.75,607.28020122624
-91.25,44.75,609.878488230752
-90.75,44.75,609.547461065464
-90.25,44.75,611.853305188473
-89.75,44.75,518.286026941147
-89.25,44.75,559.08351290584
-88.75,44.75,552.862588904332
-88.25,44.75,595.368117708014
-87.75,44.75,420.521236419911
-86.75,44.75,529.197984380939
-86.25,44.75,534.256337471248
-85.75,44.75,483.716745012673
-85.25,44.75,393.226747034292
-84.75,44.75,553.467420919915
-84.25,44.75,546.368573719054
-83.75,44.75,542.854217424057
-83.25,44.75,503.06234384689
-81.25,44.75,481.898804523051
-80.75,44.75,503.387367252726
-80.25,44.75,497.77759246144
-104.25,45.25,325.166414529085
-103.75,45.25,347.212331580464
-103.25,45.25,417.680422492675
-102.75,45.25,456.87122805533
-102.25,45.25,442.087968417909
-101.75,45.25,329.290367220528
-101.25,45.25,329.985595390899
-100.75,45.25,330.038180815522
-100.25,45.25,347.495607473888
-99.75,45.25,506.181280203629
-99.25,45.25,519.565394829144
-98.75,45.25,532.052308638114
-98.25,45.25,533.841340059822
-97.75,45.25,558.122996717459
-97.25,45.25,580.063838919043
-96.75,45.25,572.108248487988
-96.25,45.25,571.675537628384
-95.75,45.25,565.446727916598
-95.25,45.25,570.18408792204
-94.75,45.25,566.707945290837
-94.25,45.25,572.348515714286
-93.75,45.25,584.235111115733
-93.25,45.25,597.750721647666
-92.75,45.25,620.050490881316
-92.25,45.25,622.777035048464
-91.75,45.25,632.028271585237
-91.25,45.25,615.924805540941
-90.75,45.25,622.368265080862
-90.25,45.25,597.903870667127
-89.75,45.25,580.22552879178
-89.25,45.25,585.999314293353
-88.75,45.25,588.185435552849
-88.25,45.25,592.951100178499
-87.75,45.25,608.249283198034
-87.25,45.25,595.98346083716
-86.75,45.25,396.088210037065
-86.25,45.25,531.911504981341
-85.75,45.25,543.368188542765
-85.25,45.25,593.734378942521
-84.75,45.25,574.177126059541
-84.25,45.25,560.937107527163
-83.75,45.25,563.668284220505
-83.25,45.25,569.154761083279
-82.75,45.25,555.73399636065
-82.25,45.25,555.662215753866
-81.75,45.25,554.313221751101
-81.25,45.25,561.38005733781
-80.75,45.25,544.214296516497
-80.25,45.25,468.455503504141
-104.25,45.75,338.626130792312
-103.75,45.75,352.805832159007
-103.25,45.75,405.015339556616
-102.75,45.75,420.316752267536
-102.25,45.75,422.322256486397
-101.75,45.75,471.724840047769
-101.25,45.75,342.364550215192
-100.75,45.75,485.404458704172
-100.25,45.75,521.814122906188
-99.75,45.75,538.083700604504
-99.25,45.75,546.660256687668
-98.75,45.75,555.671637855005
-98.25,45.75,580.52086836868
-97.75,45.75,590.513863874599
-97.25,45.75,589.609549970482
-96.75,45.75,582.314156441018
-96.25,45.75,574.050367234682
-95.75,45.75,562.931540946069
-95.25,45.75,574.494236864295
-94.75,45.75,568.533242808888
-94.25,45.75,558.206811376147
-93.75,45.75,569.078867147211
-93.25,45.75,583.399861241516
-92.75,45.75,610.448301560227
-92.25,45.75,619.568533249432
-91.75,45.75,626.117014003248
-91.25,45.75,610.304465632013
-90.75,45.75,597.120618113317
-90.25,45.75,631.526306373184
-89.75,45.75,627.621178195375
-89.25,45.75,585.737666636123
-88.75,45.75,583.128951475024
-88.25,45.75,592.914746759459
-87.75,45.75,581.797626562533
-87.25,45.75,570.873795715626
-86.75,45.75,396.225149641439
-86.25,45.75,581.528628429165
-85.75,45.75,606.329579975514
-85.25,45.75,597.404408225091
-84.75,45.75,581.348755473446
-84.25,45.75,570.801677404088
-83.75,45.75,575.852915222553
-83.25,45.75,577.275529267732
-82.75,45.75,544.0798324887
-82.25,45.75,490.38734825328
-81.75,45.75,500.638864101777
-81.25,45.75,513.093007060001
-80.75,45.75,482.277402719017
-80.25,45.75,490.635138995596
