# Miguez, F. E., Maughan, M., Bollero, G. A., & Long, S. P. (2012). Modeling spatial and dynamic variation in growth, yield, and yield stability of the bioenergy crops Miscanthus× giganteus and Panicum virgatum across the conterminous United States. Gcb Bioenergy, 4(5), 509-520. http://dx.doi.org/10.1111/j.1757-1707.2011.01150.x
lat,lon,pavi_yield
39.23322198,-106.8191929,0.012800464
40.03038308,-110.5765282,0.012810898
41.60988715,-119.6254194,0.012843963
29.72479869,-101.1222709,0.012892003
32.67984292,-109.1663801,0.013099899
33.84174248,-113.9606783,0.013106623
37.92016122,-116.2706985,0.013170284
32.51560974,-112.8155267,0.013175971
37.51515678,-106.8244075,0.013235756
44.97092339,-115.4507272,0.013298716
37.82901862,-119.548534,0.013313586
36.97052002,-113.9701344,0.013315169
39.20322898,-109.4131664,0.013315788
40.94164178,-120.2500935,0.013420025
34.2546778,-115.7224308,0.013426593
41.65771103,-119.2441081,0.013504502
32.98500061,-107.5054299,0.013540327
35.23273087,-117.2608089,0.013571666
39.70667747,-122.6281145,0.01384108
47.6391716,-107.2217365,0.013850651
35.71327689,-118.0484831,0.013857317
45.259963,-115.4973275,0.013886529
31.1262207,-101.3184202,0.014019904
35.90962121,-112.7928009,0.014044834
44.14524841,-107.2073322,0.014095261
37.80080894,-107.1852858,0.014135007
35.5886116,-116.6177922,0.014145143
41.70081809,-116.124592,0.014200918
38.620121,-114.9053862,0.014209616
38.58919624,-115.2699314,0.014252245
44.40247825,-109.6493166,0.014278671
36.43338296,-116.7537938,0.014283934
40.87903115,-111.0123042,0.014481707
40.63067147,-109.8540359,0.014491205
41.898469,-123.6528837,0.014612769
37.51105401,-114.3955228,0.014681903
42.60668662,-118.6600206,0.014696475
41.7352514,-115.7401084,0.014755482
34.88228127,-119.9924068,0.014847874
33.13446045,-111.8655014,0.014885434
36.8376722,-118.2580089,0.015016132
31.8421693,-104.8701785,0.015134313
29.87246224,-103.9790133,0.015136522
30.10954094,-103.0084,0.015341582
35.93092248,-112.44327,0.01543849
32.25788399,-112.46048,0.015472838
47.57861808,-103.3285328,0.015542784
36.93114373,-105.4001234,0.015621312
35.64794922,-112.4178888,0.015700119
37.52503684,-117.2980694,0.015860581
35.3431015,-116.2289084,0.015886321
46.5727224,-120.0003797,0.015892898
44.14526847,-106.8025631,0.016005826
40.78340629,-112.9140298,0.016057342
43.9622612,-121.8264234,0.01605895
44.89929679,-119.1699868,0.016115334
35.65872955,-115.9254933,0.016123461
32.55660728,-112.1536026,0.016240248
35.32184982,-113.0851322,0.016262472
35.19337845,-117.6039141,0.016348503
39.80708215,-119.9861814,0.016353759
36.73364738,-121.1222,0.016368253
29.99995995,-101.0972155,0.016377897
38.44072822,-119.310125,0.016423067
36.19277954,-112.820028,0.016518008
41.51517868,-109.1270924,0.016810173
32.44488907,-113.806696,0.016879857
40.30212882,-115.519974,0.016914378
37.16847131,-103.603285,0.016922177
35.24034599,-107.1775687,0.016985389
38.29386139,-120.3896735,0.016996856
43.87681961,-114.4686626,0.017078048
41.68792823,-121.2166807,0.017149397
37.24232101,-117.2488787,0.017298735
33.02767944,-113.5344066,0.017302259
46.41435143,-121.2492102,0.017319768
30.29682781,-101.3913862,0.017324782
44.72646233,-107.209608,0.017367049
34.87290093,-117.8963296,0.017387201
43.58800605,-114.428709,0.017460252
38.13017753,-117.0375977,0.017620898
42.36340234,-120.5952931,0.017663953
41.47041801,-110.6686842,0.017667648
41.51767251,-122.3534182,0.017932768
37.40143105,-118.3657706,0.017944572
42.36265945,-109.943714,0.018026697
32.46969125,-113.4765723,0.018064244
35.43286896,-117.9972992,0.018069129
32.31350228,-111.471012,0.018089847
46.95793915,-119.2328373,0.018116254
33.52120689,-104.8125879,0.018192894
43.78304771,-115.6689109,0.01821313
35.34729004,-118.6842976,0.018291058
31.85546783,-108.4814987,0.018292126
44.77271751,-114.183607,0.018331469
35.90583038,-116.3151782,0.018491972
47.63406852,-108.0874845,0.018513712
38.26382065,-111.5644819,0.01852735
39.98283288,-115.8503915,0.018532063
31.97940734,-112.4364836,0.018544787
39.48026756,-109.7972314,0.018855663
38.61755273,-117.8627297,0.019029336
40.84096626,-115.985403,0.019042537
41.23392105,-108.732416,0.019063232
42.08407974,-109.5388966,0.019087997
34.95608139,-107.5217745,0.019135655
37.80800149,-117.3477077,0.019152637
36.00572968,-115.270214,0.019201201
42.5399704,-121.439428,0.01927292
37.7953186,-114.4312264,0.019277516
32.29619118,-111.8010195,0.01931455
47.54663369,-102.4653355,0.019329957
44.19411087,-114.1059036,0.019528262
36.58578393,-103.2814026,0.019541205
32.14562988,-106.5093059,0.019735098
31.2770267,-104.5634881,0.019810478
32.93007758,-103.8306924,0.019972248
32.66139984,-104.1769963,0.019975012
31.10453846,-100.9949036,0.020029296
41.50621894,-109.5127086,0.020050585
32.23689172,-112.7898848,0.02007326
38.92509842,-104.9762918,0.020135042
35.83270165,-117.0098094,0.020165989
47.19477364,-112.8041822,0.020407749
40.06515884,-109.449535,0.020418881
40.32305625,-120.4888057,0.02050281
40.67182159,-106.8145981,0.020539475
43.6776171,-121.747404,0.020550544
33.41603088,-115.6049751,0.020687735
47.8547239,-102.8729841,0.020721339
44.89237693,-112.1403083,0.020848721
46.9299784,-121.8300727,0.020860987
37.22841743,-106.4670029,0.021123406
39.13918784,-111.2627965,0.021170739
43.83915809,-108.8163108,0.021231129
40.60648826,-120.5569057,0.021232397
32.03511047,-102.556696,0.021324427
31.29272221,-105.2139912,0.021391859
37.56355187,-116.9411889,0.021421105
41.48383811,-110.2835177,0.021433153
43.05164817,-121.9809971,0.021486736
39.64635086,-122.9933354,0.021622007
44.721652,-108.0279886,0.021771517
41.94292352,-119.3074801,0.021811209
43.49458215,-110.8059289,0.021840699
38.09121224,-117.3978249,0.021842204
42.09314826,-109.1492713,0.021877158
41.79505637,-109.5257261,0.021879787
35.75437927,-117.7027034,0.021939967
30.5514631,-101.0465012,0.02200366
40.65774155,-120.1831148,0.022019431
43.54122162,-109.2067741,0.022176628
32.96740243,-108.8420368,0.022221881
31.83362007,-104.5421047,0.022339625
31.5636334,-104.8794844,0.022339935
42.10070321,-108.7595099,0.022389846
38.35908127,-105.3610823,0.022657984
42.16147995,-117.3819642,0.022810609
35.11083123,-118.2887918,0.022864989
42.1300669,-120.1410867,0.022868662
41.46342087,-118.4206179,0.022897824
30.44505931,-104.5948737,0.022924083
41.62753197,-116.8920748,0.023032317
39.85607147,-119.6171036,0.023320712
37.98813728,-115.5505103,0.023376917
41.2175875,-109.499813,0.023448425
44.80197906,-119.9787809,0.023466064
41.2071991,-109.8833178,0.023531898
30.93929192,-102.956602,0.023555454
32.37043861,-110.1493705,0.023669894
38.36465836,-105.7261963,0.023778389
38.67550179,-119.7324812,0.023853713
37.79946136,-106.4618336,0.023872485
44.92913818,-111.320679,0.023885404
31.73960784,-102.2490119,0.023918373
31.84197327,-109.1378673,0.023922719
40.94539162,-108.7235797,0.023973242
47.3007116,-103.7791325,0.024116085
32.42502114,-107.5009768,0.02416714
42.941493,-109.9748823,0.024196279
35.38966271,-120.4547865,0.024198848
33.69507119,-111.9094349,0.024236328
37.72467324,-110.7992246,0.02428984
40.95875931,-106.4316081,0.024400174
37.29347992,-121.2568204,0.024444462
41.80406952,-109.138111,0.024450248
40.21693322,-121.2307629,0.024469527
42.17990875,-119.7566221,0.024603042
41.81760025,-108.3625739,0.024953795
34.55192664,-118.1857108,0.024964015
41.76821616,-115.3551734,0.025168582
42.98523811,-120.3488659,0.025300088
41.2761164,-119.9396151,0.025434957
41.37831879,-116.4597894,0.025445782
36.18788147,-118.8486249,0.025466286
40.49975684,-121.30241,0.02555375
43.55846024,-114.8271679,0.025556077
37.99489692,-111.1801051,0.025754902
38.34416679,-120.0304201,0.026053087
33.23143005,-109.5212134,0.026057673
34.08375168,-104.7926904,0.026083438
47.5634661,-102.8968085,0.026174928
35.23901847,-107.5241891,0.026225884
40.55382636,-120.9300116,0.026305945
42.67967126,-105.2315866,0.026330082
33.86726859,-113.6231342,0.026387492
34.62812042,-114.7397769,0.026402947
36.0657692,-114.5717663,0.026474261
41.8297081,-114.583977,0.02648906
31.99905968,-112.1082936,0.026549552
41.5286293,-108.3555219,0.02658457
39.75600052,-110.1850145,0.026592745
35.55160904,-116.9633139,0.026702872
36.12129691,-121.3356188,0.026748164
43.26995087,-106.0091132,0.026859515
41.57052711,-114.1606271,0.026914801
36.79430008,-118.6096302,0.026934399
35.41023734,-115.5389901,0.026980658
44.93734261,-115.8589785,0.026986152
48.12900162,-102.4123766,0.02699345
30.27551362,-101.0719816,0.027116121
43.79847816,-110.4247205,0.027195249
39.69719794,-115.8062747,0.027630513
44.71380135,-114.9981003,0.0276601
36.40030769,-121.4029233,0.027715412
32.70482734,-107.5031967,0.027813294
32.41880035,-108.163427,0.027887348
44.65475845,-110.8890878,0.027897452
39.22473907,-105.70727,0.028578435
44.32552239,-119.0383931,0.028597915
31.72084328,-112.0859277,0.028636157
32.83592704,-112.1765693,0.02865791
40.96021751,-106.8136326,0.028864501
48.52898026,-120.9679201,0.029124501
41.16143897,-115.6507034,0.029240946
46.46302894,-108.4858726,0.029292907
45.98508835,-113.5099738,0.029296943
47.91382119,-108.9642907,0.029338485
35.47373679,-117.6530877,0.029355731
